"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Compound origin]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Compound origin part]"	"Term Source REF"	"Term Accession Number"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Naucleidinal"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Naulafine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Nb-methylusambarensine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Novacine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"O_3_4_5_trimethoxycinnamate-OH-vincamajine"	"Alstonia boulindaensis"	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"O-trimethoxy-3,4,5-benzoyl-OH-vincamajine"	"Alstonia boulindaensis"	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Ochrolifuanine A"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Ochropamine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Ochropposinine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Olivacine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"O-methylgeissolaevine"	"Geissospermum laeve"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Panarine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pandine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pericyclivine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Perivine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Picraline"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pleiocarpamine"	"Gonioma malagasy"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pleiocarpine"	"Pleiocarpa mutica"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pleiocarpinilam"	"Pleiocarpa mutica"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pleiocarpinine"	"Pleiocarpa mutica"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pleiocarpoline"	"Pleiocarpa mutica"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pleiokomenine A"	"Pleiocarpa mutica"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pleiokomenine B"	"Pleiocarpa mutica"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pleiomutine"	"Pleiocarpa mutica"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pleiomutinine"	"Pleiocarpa mutica"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Polyneuridine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Protostrychnine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pseudostrychnine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Pseudoyohimbine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Quebrachamine"	"Gonioma malagasy"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Quebrachidine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Quinidine"	"Cinchona rubra"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Raubasine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Rauvomitine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Reserpiline"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Reserpine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Retuline"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Serpentine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Splendoline"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Strictosamide"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Strictosidine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Strychnine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Strychnofoline"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Strychnogucine A"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Strychnogucine C"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Strychnohexamine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Strychnopentamine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Strychnophylline"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Sungucine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Tabernaemontanine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Tabernamine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Tabernanthine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Tabersonine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Trimethoxy-3,4,5-cinnamate-vincamajine"	"Alstonia boulindaensis"	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Tubotaiwine"	"Alstonia vieillardii"	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Usambarine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Vellosimine"	"Geissospermum laeve"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Villalstonine"	"Alstonia angustifolia"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Vinblastine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Vincamajine"	"Alstonia boulindaensis"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Vincamine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Vincosamide"	"Pleiocarpa mutica"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Vindolinine"	"Pleiocarpa mutica"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Voacalgine_A"	"Voacanga grandifolia"	""	""	"bark"	"PO"	"http://purl.obolibrary.org/obo/PO_0004518"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Voacamine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Voacangine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Voachalotine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Vobasine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Vobtusine"	"Callichilia inaequalis"	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Vomicine"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Wieland-Gumlich aldehyde"	""	""	""	""	""	""
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"Yohimbine"	""	""	""	""	""	""
