"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[tissue]"	"Term Source REF"	"Term Accession Number"	"Factor Value[species]"	"Term Source REF"	"Term Accession Number"	"Factor Value[domestication]"	"Term Source REF"	"Term Accession Number"
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"exocarp"	"BTO"	""	"Sample collection"	"Gewurztraminer"	"berry peel"	""	""	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"domesticated"	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"exocarp"	"BTO"	""	"Sample collection"	"Iasma Eco 3"	"berry peel"	""	""	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"domesticated"	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	"Vitis californica"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_754096"	"exocarp"	"BTO"	""	"Sample collection"	"Vitis californica"	"berry peel"	""	""	"Vitis californica"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_754096"	"wild"	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"seed"	"BTO"	""	"Sample collection"	"Iasma Eco 3"	"berry seeds"	""	""	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"domesticated"	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	"Vitis arizonica"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_103353"	"mesocarp"	"BTO"	""	"Sample collection"	"Vitis arizonica Texas"	"berry flesh"	""	""	"Vitis arizonica"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_103353"	"wild"	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"seed"	"BTO"	""	"Sample collection"	"Iasma Eco 3"	"berry seeds"	""	""	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"domesticated"	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	""	""	""	"seed"	"BTO"	""	"Sample collection"	"seeds qc"	"berry seeds"	""	""	""	""	""	""	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	"Vitis Vinifera x Vitis berlandieri"	""	""	"mesocarp"	"BTO"	""	"Sample collection"	"Nero"	"berry flesh"	""	""	"Vitis Vinifera x Vitis berlandieri"	""	""	"hybrid"	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"mesocarp"	"BTO"	""	"Sample collection"	"Merlot"	"berry flesh"	""	""	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"domesticated"	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"exocarp"	"BTO"	""	"Sample collection"	"Sauviginon blanc"	"berry peel"	""	""	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"domesticated"	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"mesocarp"	"BTO"	""	"Sample collection"	"Sauviginon blanc"	"berry flesh"	""	""	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"domesticated"	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	"Vitis berlandieri x V. riparia/Xiphinema index/Glomus intraradices mixed EST library"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_1115876"	"exocarp"	"BTO"	""	"Sample collection"	"K5BB"	"berry peel"	""	""	"Vitis berlandieri x V. riparia/Xiphinema index/Glomus intraradices mixed EST library"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_1115876"	"wild"	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"exocarp"	"BTO"	""	"Sample collection"	"Moscato ottonel"	"berry peel"	""	""	"Vitis vinifera"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_29760"	"domesticated"	""	""
"grape berries"	"Vitis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3603"	""	""	""	"berry"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000119"	"Sample collection"	"qc"	"berry"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000119"	""	""	""	""	""	""
