"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"PC-SBP-1-2"	"Extraction"	""	"none"	"SBP-1-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-SBP-1-2"	"PC_sbp-1_2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-SBP-1-3"	"Extraction"	""	"none"	"SBP-1-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-SBP-1-3"	"PC_sbp-1_3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-SBP-1-RPA-1"	"Extraction"	""	"none"	"SBP-1-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-SBP-1-RPA-1"	"PC_sbp-1-RPA1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-SBP-1-RPA-2"	"Extraction"	""	"none"	"SBP-1-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-SBP-1-RPA-2"	"PC_sbp-1-RPA2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-SBP-1-RPA-3"	"Extraction"	""	"none"	"SBP-1-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-SBP-1-RPA-3"	"PC_sbp-1-RPA3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-SBP-1-RRA-1"	"Extraction"	""	"none"	"SBP-1-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-SBP-1-RRA-1"	"PC_sbp-1-RRA1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-SBP-1-RRA-2"	"Extraction"	""	"none"	"SBP-1-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-SBP-1-RRA-2"	"PC_sbp-1-RRA2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-SBP-1-RRA-3"	"Extraction"	""	"none"	"SBP-1-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-SBP-1-RRA-3"	"PC_sbp-1-RRA3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-EAT-2-1"	"Extraction"	""	"none"	"EAT-2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-EAT-2-1"	"PC_eat-2_1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-EAT-2-2"	"Extraction"	""	"none"	"EAT-2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-EAT-2-2"	"PC_eat-2_2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-EAT-2-3"	"Extraction"	""	"none"	"EAT-2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-EAT-2-3"	"PC_eat-2_3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-EAT-2-RPA-1"	"Extraction"	""	"none"	"EAT-2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-EAT-2-RPA-1"	"PC_eat-2-RPA1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-EAT-2-RPA-2"	"Extraction"	""	"none"	"EAT-2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-EAT-2-RPA-2"	"PC_eat-2-RPA2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-EAT-2-RPA-3"	"Extraction"	""	"none"	"EAT-2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-EAT-2-RPA-3"	"PC_eat-2-RPA3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-ALLAN-1"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-ALLAN-1"	"PC_Allan1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-ALLAN-2"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-ALLAN-2"	"PC_Allan2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-ALLAN-3"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-ALLAN-3"	"PC_Allan3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-N2-1"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-N2-1"	"PC_N2-1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-N2-2"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-N2-2"	"PC_N2-2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-N2-3"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-N2-3"	"PC_N2-3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-PSORA-1"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-PSORA-1"	"PC_Psora1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-PSORA-2"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-PSORA-2"	"PC_Psora2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-PSORA-3"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-PSORA-3"	"PC_Psora3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-RAP-1"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-RAP-1"	"PC_Rap1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-RAP-2"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-RAP-2"	"PC_Rap2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-RAP-3"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-RAP-3"	"PC_Rap3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-RAPRIF-1"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-RAPRIF-1"	"PC_RapRif1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-RAPRIF-2"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-RAPRIF-2"	"PC_RapRif2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-RAPRIF-3"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-RAPRIF-3"	"PC_RapRif3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
"PC-RIF-1"	"Extraction"	""	"none"	"N2-PC"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PC-RIF-1"	"PC_Rif1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PC_mass_spectrometry_v2_maf.tsv"
