"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"PE-SBP-1-2"	"Extraction"	""	"none"	"SBP-1-PE"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PE-SBP-1-2"	"PE_sbp-1_2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PE_mass_spectrometry_v2_maf.tsv"
"PE-SBP-1-3"	"Extraction"	""	"none"	"SBP-1-PE"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PE-SBP-1-3"	"PE_sbp-1_3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PE_mass_spectrometry_v2_maf.tsv"
"PE-SBP-1-RPA-1"	"Extraction"	""	"none"	"SBP-1-PE"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PE-SBP-1-RPA-1"	"PE_sbp-1_RPA1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PE_mass_spectrometry_v2_maf.tsv"
"PE-SBP-1-RPA-2"	"Extraction"	""	"none"	"SBP-1-PE"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PE-SBP-1-RPA-2"	"PE_sbp-1_RPA2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PE_mass_spectrometry_v2_maf.tsv"
"PE-SBP-1-RPA-3"	"Extraction"	""	"none"	"SBP-1-PE"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PE-SBP-1-RPA-3"	"PE_sbp-1_RPA3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PE_mass_spectrometry_v2_maf.tsv"
"PE-SBP-1-RRA-1"	"Extraction"	""	"none"	"SBP-1-PE"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PE-SBP-1-RRA-1"	"PE_sbp-1_RRA1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PE_mass_spectrometry_v2_maf.tsv"
"PE-SBP-1-RRA-2"	"Extraction"	""	"none"	"SBP-1-PE"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PE-SBP-1-RRA-2"	"PE_sbp-1_RRA2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PE_mass_spectrometry_v2_maf.tsv"
"PE-SBP-1-RRA-3"	"Extraction"	""	"none"	"SBP-1-PE"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PE-SBP-1-RRA-3"	"PE_sbp-1_RRA3.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PE_mass_spectrometry_v2_maf.tsv"
"PE-EAT-2-1"	"Extraction"	""	"none"	"EAT-2-PE"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PE-EAT-2-1"	"PE_eat-2_1.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PE_mass_spectrometry_v2_maf.tsv"
"PE-EAT-2-2"	"Extraction"	""	"none"	"EAT-2-PE"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ZORBAX Eclipse Plus C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Agilent 6490 Triple Quadrupole"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"PE-EAT-2-2"	"PE_eat-2_2.d.7z"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls648_PE_mass_spectrometry_v2_maf.tsv"
