"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[genotype]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Drug]"	"Term Source REF"	"Term Accession Number"
"N2-TAG-1"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-1-RRA-3"	"N2"	""	""	"RRA"	""	""
"EAT-2-TAG-1"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-1-EAT-2-1"	"EAT-2"	""	""	"NO DRUG"	""	""
"EAT-2-TAG-1"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-1-EAT-2-2"	"EAT-2"	""	""	"NO DRUG"	""	""
"EAT-2-TAG-1"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-1-EAT-2-3"	"EAT-2"	""	""	"NO DRUG"	""	""
"EAT-2-TAG-1"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-1-EAT-2-RRA-1"	"EAT-2"	""	""	"RRA"	""	""
"EAT-2-TAG-1"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-1-EAT-2-RRA-2"	"EAT-2"	""	""	"RRA"	""	""
"EAT-2-TAG-1"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-1-EAT-2-RRA-3"	"EAT-2"	""	""	"RRA"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-ALLAN-1"	"N2"	""	""	"ALLAN"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-ALLAN-2"	"N2"	""	""	"ALLAN"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-ALLAN-3"	"N2"	""	""	"ALLAN"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-N2-1"	"N2"	""	""	"NO DRUG"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-N2-2"	"N2"	""	""	"NO DRUG"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-N2-3"	"N2"	""	""	"NO DRUG"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-PSORA-1"	"N2"	""	""	"PSORA"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-PSORA-2"	"N2"	""	""	"PSORA"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-PSORA-3"	"N2"	""	""	"PSORA"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RAP-1"	"N2"	""	""	"RAP"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RAP-2"	"N2"	""	""	"RAP"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RAP-3"	"N2"	""	""	"RAP"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RAPRIF-1"	"N2"	""	""	"RAPRIF"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RAPRIF-2"	"N2"	""	""	"RAPRIF"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RAPRIF-3"	"N2"	""	""	"RAPRIF"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RIF-1"	"N2"	""	""	"RIF"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RIF-2"	"N2"	""	""	"RIF"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RIF-3"	"N2"	""	""	"RIF"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RIFPSORA-1"	"N2"	""	""	"RIFPSORA"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RIFPSORA-2"	"N2"	""	""	"RIFPSORA"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RIFPSORA-3"	"N2"	""	""	"RIFPSORA"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RPA-1"	"N2"	""	""	"RPA"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RPA-2"	"N2"	""	""	"RPA"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RPA-3"	"N2"	""	""	"RPA"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RRA-1"	"N2"	""	""	"RRA"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RRA-2"	"N2"	""	""	"RRA"	""	""
"N2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-RRA-3"	"N2"	""	""	"RRA"	""	""
"EAT-2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-EAT-2-1"	"EAT-2"	""	""	"NO DRUG"	""	""
"EAT-2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-EAT-2-2"	"EAT-2"	""	""	"NO DRUG"	""	""
"EAT-2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-EAT-2-3"	"EAT-2"	""	""	"NO DRUG"	""	""
"EAT-2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-EAT-2-RRA-1"	"EAT-2"	""	""	"RRA"	""	""
"EAT-2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-EAT-2-RRA-2"	"EAT-2"	""	""	"RRA"	""	""
"EAT-2-TAG-2"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-2-EAT-2-RRA-3"	"EAT-2"	""	""	"RRA"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-ALLAN-1"	"N2"	""	""	"ALLAN"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-ALLAN-2"	"N2"	""	""	"ALLAN"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-ALLAN-3"	"N2"	""	""	"ALLAN"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-N2-1"	"N2"	""	""	"NO DRUG"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-N2-2"	"N2"	""	""	"NO DRUG"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-N2-3"	"N2"	""	""	"NO DRUG"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-PSORA-1"	"N2"	""	""	"PSORA"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-PSORA-2"	"N2"	""	""	"PSORA"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-PSORA-3"	"N2"	""	""	"PSORA"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RAP-1"	"N2"	""	""	"RAP"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RAP-2"	"N2"	""	""	"RAP"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RAP-3"	"N2"	""	""	"RAP"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RAPRIF-1"	"N2"	""	""	"RAPRIF"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RAPRIF-2"	"N2"	""	""	"RAPRIF"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RAPRIF-3"	"N2"	""	""	"RAPRIF"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RIF-1"	"N2"	""	""	"RIF"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RIF-2"	"N2"	""	""	"RIF"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RIF-3"	"N2"	""	""	"RIF"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RIFPSORA-1"	"N2"	""	""	"RIFPSORA"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RIFPSORA-2"	"N2"	""	""	"RIFPSORA"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RIFPSORA-3"	"N2"	""	""	"RIFPSORA"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RPA-1"	"N2"	""	""	"RPA"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RPA-2"	"N2"	""	""	"RPA"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RPA-3"	"N2"	""	""	"RPA"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RRA-1"	"N2"	""	""	"RRA"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RRA-2"	"N2"	""	""	"RRA"	""	""
"N2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-RRA-3"	"N2"	""	""	"RRA"	""	""
"EAT-2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-EAT-2-1"	"EAT-2"	""	""	"NO DRUG"	""	""
"EAT-2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-EAT-2-2"	"EAT-2"	""	""	"NO DRUG"	""	""
"EAT-2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-EAT-2-3"	"EAT-2"	""	""	"NO DRUG"	""	""
"EAT-2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-EAT-2-RRA-1"	"EAT-2"	""	""	"RRA"	""	""
"EAT-2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-EAT-2-RRA-2"	"EAT-2"	""	""	"RRA"	""	""
"EAT-2-TAG-3"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-3-EAT-2-RRA-3"	"EAT-2"	""	""	"RRA"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-ALLAN-1"	"N2"	""	""	"ALLAN"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-ALLAN-2"	"N2"	""	""	"ALLAN"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-ALLAN-3"	"N2"	""	""	"ALLAN"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-N2-1"	"N2"	""	""	"NO DRUG"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-N2-2"	"N2"	""	""	"NO DRUG"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-N2-3"	"N2"	""	""	"NO DRUG"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-PSORA-1"	"N2"	""	""	"PSORA"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-PSORA-2"	"N2"	""	""	"PSORA"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-PSORA-3"	"N2"	""	""	"PSORA"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RAP-1"	"N2"	""	""	"RAP"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RAP-2"	"N2"	""	""	"RAP"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RAP-3"	"N2"	""	""	"RAP"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RAPRIF-1"	"N2"	""	""	"RAPRIF"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RAPRIF-2"	"N2"	""	""	"RAPRIF"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RAPRIF-3"	"N2"	""	""	"RAPRIF"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RIF-1"	"N2"	""	""	"RIF"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RIF-2"	"N2"	""	""	"RIF"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RIF-3"	"N2"	""	""	"RIF"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RIFPSORA-1"	"N2"	""	""	"RIFPSORA"	""	""
