"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[genotype]"	"Term Source REF"	"Term Accession Number"	"Factor Value[replicate]"	"Term Source REF"	"Term Accession Number"
"Lovel-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"34_2"	"Lovel-1"	""	""	"Exp2"	""	""
"Lovel-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"34_3"	"Lovel-1"	""	""	"Exp3"	""	""
"Lu_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"35_1"	"Lu"	""	""	"Exp1"	""	""
"Lu_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"35_2"	"Lu"	""	""	"Exp2"	""	""
"Lu_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"35_3"	"Lu"	""	""	"Exp3"	""	""
"Mh-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"36_1"	"Mh-1"	""	""	"Exp1"	""	""
"Mh-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"36_2"	"Mh-1"	""	""	"Exp2"	""	""
"Mh-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"36_3"	"Mh-1"	""	""	"Exp3"	""	""
"Mt-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"37_1"	"Mt-0"	""	""	"Exp1"	""	""
"Mt-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"37_2"	"Mt-0"	""	""	"Exp2"	""	""
"Mt-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"37_3"	"Mt-0"	""	""	"Exp3"	""	""
"Nd_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"38_1"	"Nd"	""	""	"Exp1"	""	""
"Nd_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"38_2"	"Nd"	""	""	"Exp2"	""	""
"Nd_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"38_3"	"Nd"	""	""	"Exp3"	""	""
"NFA-8_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"39_1"	"NFA-8"	""	""	"Exp1"	""	""
"NFA-8_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"39_2"	"NFA-8"	""	""	"Exp2"	""	""
"NFA-8_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"39_3"	"NFA-8"	""	""	"Exp3"	""	""
"No-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"40_1"	"No-0"	""	""	"Exp1"	""	""
"No-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"40_2"	"No-0"	""	""	"Exp2"	""	""
"No-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"40_3"	"No-0"	""	""	"Exp3"	""	""
"Nok-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"41_1"	"Nok-1"	""	""	"Exp1"	""	""
"Nok-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"41_2"	"Nok-1"	""	""	"Exp2"	""	""
"Nok-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"41_3"	"Nok-1"	""	""	"Exp3"	""	""
"Nok-2_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"42_1"	"Nok-2"	""	""	"Exp1"	""	""
"Nok-2_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"42_2"	"Nok-2"	""	""	"Exp2"	""	""
"Nok-2_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"42_3"	"Nok-2"	""	""	"Exp3"	""	""
"Nw-3_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"43_1"	"Nw-3"	""	""	"Exp1"	""	""
"Nw-3_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"43_2"	"Nw-3"	""	""	"Exp2"	""	""
"Nw-3_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"43_3"	"Nw-3"	""	""	"Exp3"	""	""
"Old-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"44_1"	"Old-1"	""	""	"Exp1"	""	""
"Old-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"44_2"	"Old-1"	""	""	"Exp2"	""	""
"Old-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"44_3"	"Old-1"	""	""	"Exp3"	""	""
"Oy-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"45_1"	"Oy-0"	""	""	"Exp1"	""	""
"Oy-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"45_2"	"Oy-0"	""	""	"Exp2"	""	""
"Oy-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"45_3"	"Oy-0"	""	""	"Exp3"	""	""
"Petergof_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"46_1"	"Petergof"	""	""	"Exp1"	""	""
"Petergof_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"46_2"	"Petergof"	""	""	"Exp2"	""	""
"Petergof_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"46_3"	"Petergof"	""	""	"Exp3"	""	""
"Po-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"47_1"	"Po-0"	""	""	"Exp1"	""	""
"Po-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"47_2"	"Po-0"	""	""	"Exp2"	""	""
"Po-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"47_3"	"Po-0"	""	""	"Exp3"	""	""
"Pyl-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"48_1"	"Pyl-1"	""	""	"Exp1"	""	""
"Pyl-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"48_2"	"Pyl-1"	""	""	"Exp2"	""	""
"Pyl-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"48_3"	"Pyl-1"	""	""	"Exp3"	""	""
"Ra-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"49_1"	"Ra-0"	""	""	"Exp1"	""	""
"Ra-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"49_2"	"Ra-0"	""	""	"Exp2"	""	""
"Ra-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"49_3"	"Ra-0"	""	""	"Exp3"	""	""
"RLD-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"50_1"	"RLD-1"	"GEO_GSE83291"	""	"Exp1"	""	""
"RLD-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"50_2"	"RLD-1"	""	""	"Exp2"	""	""
"RLD-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"50_3"	"RLD-1"	""	""	"Exp3"	""	""
"Rsch-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"51_1"	"Rsch-0"	"GEO_GSE83291"	""	"Exp1"	""	""
"Rsch-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"51_2"	"Rsch-0"	""	""	"Exp2"	""	""
"Rsch-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"51_3"	"Rsch-0"	""	""	"Exp3"	""	""
"Rubezhno-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"52_1"	"Rubezhno-1"	""	""	"Exp1"	""	""
"Rubezhno-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"52_2"	"Rubezhno-1"	""	""	"Exp2"	""	""
"Rubezhno-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"52_3"	"Rubezhno-1"	""	""	"Exp3"	""	""
"Sap-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"53_1"	"Sap-0"	"GEO_GSE83291"	""	"Exp1"	""	""
"Sap-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"53_2"	"Sap-0"	""	""	"Exp2"	""	""
"Sap-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"53_3"	"Sap-0"	""	""	"Exp3"	""	""
"Sav-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"54_1"	"Sav-0"	""	""	"Exp1"	""	""
"Sav-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"54_2"	"Sav-0"	""	""	"Exp2"	""	""
"Sav-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"54_3"	"Sav-0"	""	""	"Exp3"	""	""
"Shakdara_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"55_1"	"Shakdara"	""	""	"Exp1"	""	""
"Shakdara_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"55_2"	"Shakdara"	""	""	"Exp2"	""	""
"Shakdara_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"55_3"	"Shakdara"	""	""	"Exp3"	""	""
"St-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"56_1"	"St-0"	""	""	"Exp1"	""	""
"St-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"56_2"	"St-0"	""	""	"Exp2"	""	""
"St-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"56_3"	"St-0"	""	""	"Exp3"	""	""
"Stw-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"57_1"	"Stw-0"	"GEO_GSE83291"	""	"Exp1"	""	""
"Stw-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"57_2"	"Stw-0"	""	""	"Exp2"	""	""
"Stw-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"57_3"	"Stw-0"	""	""	"Exp3"	""	""
"Ta-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"58_1"	"Ta-0"	""	""	"Exp1"	""	""
"Ta-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"58_2"	"Ta-0"	""	""	"Exp2"	""	""
"Ta-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"58_3"	"Ta-0"	""	""	"Exp3"	""	""
"Te-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"59_1"	"Te-0"	""	""	"Exp1"	""	""
"Te-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"59_2"	"Te-0"	""	""	"Exp2"	""	""
"Te-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"59_3"	"Te-0"	""	""	"Exp3"	""	""
"Ty-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"60_1"	"Ty-0"	""	""	"Exp1"	""	""
"Ty-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"60_2"	"Ty-0"	""	""	"Exp2"	""	""
"Ty-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"60_3"	"Ty-0"	""	""	"Exp3"	""	""
"Wei-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"61_1"	"Wei-1"	""	""	"Exp1"	""	""
"Wei-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"61_2"	"Wei-1"	""	""	"Exp2"	""	""
"Wei-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"61_3"	"Wei-1"	""	""	"Exp3"	""	""
"Will_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"62_1"	"Will"	""	""	"Exp1"	""	""
"Will_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"62_2"	"Will"	""	""	"Exp2"	""	""
"Will_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"62_3"	"Will"	""	""	"Exp3"	""	""
"Ws-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"63_1"	"Ws-0"	"GEO_GSE83291"	""	"Exp1"	""	""
"Ws-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"63_2"	"Ws-0"	""	""	"Exp2"	""	""
"Ws-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"63_3"	"Ws-0"	""	""	"Exp3"	""	""
"Zue-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"64_1"	"Zue-1"	""	""	"Exp1"	""	""
"Zue-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"64_2"	"Zue-1"	""	""	"Exp2"	""	""
"Zue-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"64_3"	"Zue-1"	""	""	"Exp3"	""	""
"3gt_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"65_1"	"3gt"	""	""	"Exp1"	""	""
"3gt_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"65_2"	"3gt"	""	""	"Exp2"	""	""
"3gt_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"65_3"	"3gt"	""	""	"Exp3"	""	""
"f3h _1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"66_1"	"f3´h "	""	""	"Exp1"	""	""
"f3h _2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"66_2"	"f3´h "	""	""	"Exp2"	""	""
"f3h _3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"66_3"	"f3´h "	""	""	"Exp3"	""	""
"3rt _1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"67_1"	"3rt "	""	""	"Exp1"	""	""
"3rt _2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"67_2"	"3rt "	""	""	"Exp2"	""	""
"3rt _3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"67_3"	"3rt "	""	""	"Exp3"	""	""
