"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Sample44"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample44"	"KIT2-0-8115_1015571446_40_0_1_1_00_1015570761.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample45"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample45"	"KIT2-0-8115_1015571446_41_0_1_1_00_1015570844.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample46"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample46"	"KIT2-0-8115_1015571446_42_0_1_1_00_1015570927.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample47"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample47"	"KIT2-0-8115_1015571446_43_0_1_1_00_1015571001.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample48"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample48"	"KIT2-0-8115_1015571446_44_0_1_1_00_1015571087.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample49"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample49"	"KIT2-0-8115_1015571446_45_0_1_1_00_1015571160.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample50"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample50"	"KIT2-0-8115_1015571446_46_0_1_1_00_1015571242.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample51"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample51"	"KIT2-0-8115_1015571446_47_0_1_1_00_1015571325.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample52"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample52"	"KIT2-0-8115_1015571446_48_0_1_1_00_1015571408.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample53"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample53"	"KIT2-0-8115_1015571446_49_0_1_1_02_437301.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample54"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample54"	"KIT2-0-8115_1015571446_50_0_1_1_04_721046.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample55"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample55"	"KIT2-0-8115_1015571446_51_0_1_1_00_1015570693.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample56"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample56"	"KIT2-0-8115_1015571446_52_0_1_1_00_1015570776.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample57"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample57"	"KIT2-0-8115_1015571446_53_0_1_1_00_1015570859.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample58"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample58"	"KIT2-0-8115_1015571446_54_0_1_1_00_1015570931.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample59"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample59"	"KIT2-0-8115_1015571446_55_0_1_1_00_1015571015.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample60"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample60"	"KIT2-0-8115_1015571446_56_0_1_1_00_1015571091.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample61"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample61"	"KIT2-0-8115_1015571446_57_0_1_1_00_1015571174.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample62"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample62"	"KIT2-0-8115_1015571446_58_0_1_1_00_1015571257.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample63"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample63"	"KIT2-0-8115_1015571446_59_0_1_1_00_1015571330.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample64"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample64"	"KIT2-0-8115_1015571446_60_0_1_1_00_1015571412.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample65"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample65"	"KIT2-0-8115_1015571446_61_0_1_1_13_437314.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample66"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample66"	"KIT2-0-8115_1015571446_62_0_1_1_05_721050.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample67"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample67"	"KIT2-0-8115_1015571446_63_0_1_1_00_1015570704.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample68"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample68"	"KIT2-0-8115_1015571446_64_0_1_1_00_1015570781.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample69"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample69"	"KIT2-0-8115_1015571446_65_0_1_1_00_1015570863.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample70"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample70"	"KIT2-0-8115_1015571446_66_0_1_1_00_1015570946.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample71"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample71"	"KIT2-0-8115_1015571446_67_0_1_1_00_1015571020.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample72"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample72"	"KIT2-0-8115_1015571446_68_0_1_1_00_1015571102.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample73"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample73"	"KIT2-0-8115_1015571446_69_0_1_1_00_1015571189.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample74"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample74"	"KIT2-0-8115_1015571446_70_0_1_1_00_1015571261.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample75"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample75"	"KIT2-0-8115_1015571446_71_0_1_1_00_1015571344.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample76"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample76"	"KIT2-0-8115_1015571446_72_0_1_1_00_1015571427.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample77"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample77"	"KIT2-0-8115_1015571446_73_0_1_1_14_437328.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample78"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample78"	"KIT2-0-8115_1015571446_74_0_1_1_00_1015570636.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample79"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample79"	"KIT2-0-8115_1015571446_75_0_1_1_00_1015570719.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample80"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample80"	"KIT2-0-8115_1015571446_76_0_1_1_00_1015570795.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample81"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample81"	"KIT2-0-8115_1015571446_77_0_1_1_00_1015570878.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample82"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample82"	"KIT2-0-8115_1015571446_78_0_1_1_00_1015570951.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample83"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample83"	"KIT2-0-8115_1015571446_79_0_1_1_00_1015571034.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample84"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample84"	"KIT2-0-8115_1015571446_80_0_1_1_00_1015571117.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample85"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample85"	"KIT2-0-8115_1015571446_81_0_1_1_00_1015571193.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample86"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample86"	"KIT2-0-8115_1015571446_82_0_1_1_00_1015571276.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample87"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample87"	"KIT2-0-8115_1015571446_83_0_1_1_00_1015571359.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
