"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"
"2450309"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2450309"
"2436895"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2436895"
"2421879"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2421879"
"2417181"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2417181"
"2413414"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2413414"
"2466611"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2466611"
"2452689"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2452689"
"2441777"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2441777"
"2424089"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2424089"
"2418869"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2418869"
"2468074"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2468074"
"2452869"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2452869"
"2441841"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2441841"
"2425857"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2425857"
"2470375"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2470375"
"2455733"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2455733"
"2444961"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2444961"
"2472731"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2472731"
"2459087"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2459087"
"2473168"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2473168"
"2453691"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2453691"
"ref2b"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"ref2b"
"ref3a"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"ref3a"
"2411035"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2411035"
"2417201"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2417201"
"2413530"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2413530"
"2395048"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2395048"
"2425877"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2425877"
"2418889"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2418889"
"2414237"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2414237"
"2402432"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2402432"
"2441856"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2441856"
"2426520"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2426520"
"2420192"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2420192"
"2404801"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2404801"
"2403190"	"Macaca mulatta;NCBITAXON:Plasmodium cynomolgi"	"NCBITAXON"	""	"Plasmodium cynomolgi strain B"	""	""	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"2403190"
