"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Aza treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Hxa treatment ]"	"Term Source REF"	"Term Accession Number"
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_12hrA_2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_12hrA_3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_12hrB_1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_12hrB_2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_12hrB_3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_12hrC_1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_12hrC_2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_12hrC_3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrA_1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrA_2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrA_3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrB_1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrB_2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrB_3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrC_1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrC_2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrC_3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
