"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"D303650"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128953"	"22.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D303666"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128969"	"38.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D315768"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S134707"	"54.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D315774"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S134694"	"6.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D303651"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128954"	"23.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D303667"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128970"	"39.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D315769"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S134708"	"55.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D315780"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S134695"	"7.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D303652"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128955"	"24.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D303668"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128971"	"40.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D315770"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S134709"	"56.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D315781"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S134696"	"8.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D303653"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128956"	"25.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D315771"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S134710"	"57.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D315782"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S134697"	"9.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D303654"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128957"	"26.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D303670"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128973"	"42.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D315758"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S134698"	"10.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D315772"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S134711"	"58.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D303655"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128958"	"27.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D303671"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128974"	"43.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D315759"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S134699"	"11.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D315773"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S134712"	"59.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D303656"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128959"	"28.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
"D303672"	"Extraction"	"dried in a vacuum centrifuge, resuspended  in ddH2O"	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 �m, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	""	"Thermo Scientific TSQ Quantum Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"S128975"	"44.csv"	"Data transformation"	""	""	"Metabolite identification"	"csv"	""
