"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Group]"	"Term Source REF"	"Term Accession Number"
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R48B3"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R48C1"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R48C2"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R48C3"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R72A1"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R72A2"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R72A3"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R72B1"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R72B2"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R72B3"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R72C1"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R72C2"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R72C3"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R144A1"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R144A2"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R144A3"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R144B1"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R144B2"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R144B3"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R144C1"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R144C2"	"Reactivation"	""	""
"Cell Pellets"	"Mycobacterium tuberculosis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/1773"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"R144C3"	"Reactivation"	""	""
