"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg_MM8_1_F.8_01_5714"	"neg_MM8_1_F.8_01_5723"	"neg_MM8_1_F.8_01_5734"	"neg_MM8_1_F.8_01_5744"	"neg_MM8_1_F.8_01_5750"	"neg_MM8_1_F.8_01_5757"	"neg_MM8_1.F.8_01_6617"	"neg_MM8_1.F.8_01_6626"	"neg_MM8_1.F.8_01_6635"	"neg_MM8_1.F.8_01_6646"	"neg_MM8_1.F.8_01_6654"	"neg_MM8_1.F.8_01_7156"	"neg_MM8_1.F.8_01_7157"	"neg_MM8_1.F.8_01_7166"	"neg_MM8_1.F.8_01_7175"	"neg_MM8_1.F.8_01_7185"	"neg_MM8_1.F.8_01_7193"	"neg_MM8_1.F.8_01_7435"	"neg_MM8_1.F.8_01_7436"	"neg_MM8_1.F.8_01_7451"	"neg_MM8_1.F.8_01_7462"	"neg_MM8_1.F.8_01_7475"	"neg_MM8_1.F.8_01_7484"
""	""	""	""	""	" 631.12345"	""	""	""	"1096.48243"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.193103"	" 6.885951"	" 6.961652"	" 6.636450"	" 6.832791"	""	" 6.999758"	" 7.182948"	" 7.155265"	" 7.135851"	" 6.807767"	" 7.249573"	" 6.201693"	""	" 6.553797"	""	""	" 6.575109"
""	""	""	""	""	" 632.12596"	""	""	""	"1096.36269"	""	""	""	""	""	""	""	""	""	""	""	" 8.421873"	" 8.341959"	" 8.335130"	" 8.362250"	" 8.417725"	""	" 7.845493"	" 7.847844"	" 7.856642"	" 7.846574"	" 7.841436"	" 8.360994"	" 8.268547"	" 8.022414"	" 8.179098"	" 8.130339"	" 8.229358"	" 7.510706"	" 7.371036"	" 7.613692"	" 7.623276"	" 7.500357"	" 7.610702"
""	""	""	""	""	" 632.21732"	""	""	""	" 373.47998"	""	""	""	""	""	""	""	""	""	""	""	" 6.228696"	" 5.817111"	" 6.375149"	" 6.180364"	" 6.253617"	" 6.192305"	""	""	" 5.655768"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 633.07828"	""	""	""	" 319.96960"	""	""	""	""	""	""	""	""	""	""	""	" 8.192854"	" 8.019136"	" 8.084068"	" 8.140696"	" 8.039211"	" 8.119296"	" 7.523301"	" 7.375405"	" 7.467307"	" 7.510706"	" 7.425719"	" 7.741183"	" 7.900362"	" 7.760303"	" 7.859244"	" 7.799904"	" 7.828684"	""	" 7.005930"	" 6.760783"	" 6.919715"	""	" 6.806885"
""	""	""	""	""	" 633.12776"	""	""	""	"1096.38606"	""	""	""	""	""	""	""	""	""	""	""	" 8.566879"	" 8.704144"	" 8.600083"	" 8.666280"	" 8.632400"	" 8.491674"	" 8.115789"	" 8.153034"	" 7.995832"	" 8.128854"	" 7.928415"	" 8.478978"	" 8.398312"	" 8.484270"	" 8.270822"	" 8.442432"	" 8.395432"	" 7.798802"	" 7.906132"	" 7.712029"	" 7.792719"	" 7.947840"	" 7.848150"
""	""	""	""	""	" 634.08209"	""	""	""	" 320.49405"	""	""	""	""	""	""	""	""	""	""	""	" 6.910203"	" 6.874787"	" 6.749490"	" 6.756906"	" 6.814875"	" 6.965148"	" 6.090349"	""	" 6.283985"	" 6.365810"	""	" 5.785776"	" 6.767808"	" 6.729394"	" 6.381461"	" 6.310587"	" 6.278957"	""	""	""	""	""	""
""	""	""	""	""	" 634.12845"	""	""	""	"1096.41469"	""	""	""	""	""	""	""	""	""	""	""	" 7.284755"	""	""	""	""	""	""	" 6.273269"	""	" 6.383700"	" 6.161410"	""	""	" 6.969896"	""	" 6.970527"	""	" 6.036336"	""	" 6.309365"	""	" 6.225904"	""
""	""	""	""	""	" 634.89457"	""	""	""	"1140.17982"	""	""	""	""	""	""	""	""	""	""	""	" 7.562183"	" 7.424948"	" 7.247662"	" 7.400410"	" 7.386768"	" 7.477242"	" 6.944023"	" 7.141264"	" 6.541577"	" 6.866533"	" 6.735799"	" 7.192597"	" 6.920047"	" 6.777993"	" 7.065005"	" 7.015569"	" 7.037056"	" 6.511757"	" 6.268824"	" 6.714015"	" 6.089426"	" 6.117956"	" 6.607385"
""	""	""	""	""	" 637.22943"	""	""	""	" 372.95542"	""	""	""	""	""	""	""	""	""	""	""	" 8.163707"	" 8.059840"	" 8.090872"	" 7.951514"	" 7.973345"	" 7.867708"	" 7.207336"	" 7.226588"	" 7.156838"	" 7.246413"	" 7.403860"	" 7.538082"	" 7.508129"	" 7.653206"	" 7.472381"	" 7.555294"	" 7.565004"	" 6.786374"	" 6.609198"	" 6.664266"	" 6.898733"	" 6.907810"	" 7.050075"
""	""	""	""	""	" 638.23323"	""	""	""	" 373.06572"	""	""	""	""	""	""	""	""	""	""	""	" 7.034828"	" 7.111523"	" 6.919051"	" 6.783715"	" 7.072127"	" 7.033803"	" 6.167242"	" 6.331132"	" 6.390348"	" 6.219422"	" 6.323071"	" 6.465962"	" 6.696007"	" 6.469436"	" 6.458439"	" 6.658678"	" 6.438762"	""	""	""	" 5.428778"	" 5.923569"	" 5.922446"
""	""	""	""	""	" 638.83991"	""	""	""	"1141.26783"	""	""	""	""	""	""	""	""	""	""	""	" 7.862831"	" 7.914638"	" 7.579613"	" 7.605030"	" 8.001813"	" 7.776501"	" 6.981823"	" 6.439836"	""	""	" 6.965148"	""	""	""	" 6.306304"	""	" 6.273269"	""	" 5.529429"	""	""	""	""
""	""	""	""	""	" 639.09506"	""	""	""	" 320.27752"	""	""	""	""	""	""	""	""	""	""	""	" 8.766686"	" 8.606325"	" 8.601614"	" 8.596017"	" 8.695657"	" 8.671741"	" 7.913073"	" 7.929768"	" 7.897302"	" 7.848019"	" 7.857974"	" 8.339582"	" 8.399474"	" 8.440329"	" 8.472712"	" 8.410573"	" 8.538328"	" 7.701408"	" 7.819580"	" 7.729709"	" 7.909592"	" 7.792892"	" 7.898941"
""	""	""	""	""	" 639.15836"	""	""	""	"1018.20098"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.534748"	" 5.514654"	""	" 5.572489"	" 5.727186"	""	""	""	""	""	""
""	""	""	""	""	" 639.23398"	""	""	""	" 373.38561"	""	""	""	""	""	""	""	""	""	""	""	" 5.832111"	""	" 5.457575"	" 5.716185"	" 5.486081"	" 5.314584"	""	""	" 5.513300"	""	""	""	" 5.860220"	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 639.84342"	""	""	""	"1141.49937"	""	""	""	""	""	""	""	""	""	""	""	" 6.371571"	" 6.185912"	""	""	" 5.851513"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 640.09794"	""	""	""	" 320.31569"	""	""	""	""	""	""	""	""	""	""	""	" 7.379183"	" 7.371058"	" 7.305303"	" 7.347655"	" 7.540851"	" 7.320966"	" 6.388314"	" 6.426503"	""	" 6.516737"	" 6.609404"	" 7.168398"	" 7.047217"	" 6.582579"	" 7.215760"	" 7.098600"	" 7.130459"	""	" 6.509315"	""	" 6.703767"	" 6.488593"	""
""	""	""	""	""	" 641.14113"	""	""	""	" 268.45516"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.049166"	" 7.640140"	" 7.584749"	" 7.762409"	" 7.425549"	" 7.733445"	""	""	" 6.547669"	" 6.615642"	" 6.752812"	" 6.845021"
""	""	""	""	""	" 641.09202"	""	""	""	" 320.34504"	""	""	""	""	""	""	""	""	""	""	""	" 6.298302"	""	" 5.612544"	" 6.349103"	" 6.436073"	" 6.198284"	""	""	""	""	""	""	""	" 5.645136"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 641.66020"	""	""	""	"1087.86992"	""	""	""	""	""	""	""	""	""	""	""	""	" 8.630782"	""	" 7.717277"	""	""	" 8.433529"	" 7.902535"	""	" 8.347708"	""	" 7.806491"	" 8.219451"	" 7.756284"	" 8.187822"	" 8.563214"	" 8.013335"	""	""	""	""	" 7.442422"	""
""	""	""	""	""	" 642.16026"	""	""	""	"1088.73119"	""	""	""	""	""	""	""	""	""	""	""	" 9.251554"	" 8.798034"	""	" 8.488156"	""	""	" 8.686089"	" 8.463641"	" 8.937492"	" 8.919004"	" 8.990189"	" 9.245697"	" 8.259719"	" 9.209234"	" 8.571854"	" 9.136219"	" 8.441055"	" 8.662677"	" 8.727721"	" 8.562365"	" 7.692599"	" 7.811131"	" 7.964679"
""	""	""	""	""	" 642.14173"	""	""	""	" 267.87235"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.233186"	" 6.510258"	" 6.628486"	""	""	""	""	""	""
""	""	""	""	""	" 642.66108"	""	""	""	"1088.38868"	""	""	""	""	""	""	""	""	""	""	""	" 8.927598"	" 8.658993"	" 8.675706"	" 8.651324"	" 8.454381"	" 8.359500"	" 8.868255"	" 9.229446"	" 9.152276"	""	" 9.080093"	" 8.990615"	" 8.099187"	" 8.724012"	" 8.796104"	" 9.403609"	" 8.591760"	" 8.877013"	" 8.265527"	" 7.910086"	" 8.733558"	""	" 8.210359"
""	""	""	""	""	" 643.16145"	""	""	""	"1088.27854"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.376467"	" 8.936741"	" 8.870735"	" 8.763496"	" 8.928202"	" 9.240623"	" 8.704980"	" 8.778718"	" 9.094137"	" 9.085082"	" 9.150030"	" 8.514758"	" 8.539196"	""	" 8.021204"	""	" 7.671532"
""	""	""	""	""	" 644.08262"	""	""	""	"1097.19621"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.334225"	""	""	""	""	""	" 5.279257"	""	""	" 5.945504"	" 5.700760"	""	" 5.236878"	""	""	""	""	" 5.167023"	""
""	""	""	""	""	" 644.85631"	""	""	""	"1141.15717"	""	""	""	""	""	""	""	""	""	""	""	" 8.470776"	" 8.527359"	" 8.123788"	" 8.141066"	" 8.460232"	" 8.308993"	" 7.023832"	" 7.175777"	" 6.592299"	" 7.178857"	" 7.419122"	" 7.540056"	" 7.243377"	" 7.297351"	" 7.062418"	" 7.093870"	" 7.360837"	" 6.297065"	" 5.892219"	" 6.721329"	" 6.082548"	" 6.306413"	" 6.798065"
""	""	""	""	""	" 645.01172"	""	""	""	"1100.14577"	""	""	""	""	""	""	""	""	""	""	""	" 6.225445"	""	""	" 5.799965"	" 6.072528"	" 6.235163"	" 6.363497"	" 6.025750"	""	" 6.474113"	" 5.688141"	""	""	""	" 6.558572"	" 7.004650"	" 6.533448"	""	" 5.916051"	""	" 5.517628"	" 5.375501"	" 5.791793"
""	""	""	""	""	" 645.85724"	""	""	""	"1140.97490"	""	""	""	""	""	""	""	""	""	""	""	" 6.894370"	" 6.767997"	" 6.150722"	" 6.313026"	" 6.760628"	" 6.507755"	""	""	""	""	" 5.415140"	""	""	" 5.716185"	""	""	" 5.743465"	""	""	""	""	""	""
""	""	""	""	""	" 646.85272"	""	""	""	"1140.69111"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.956873"	" 6.101538"	" 6.313026"	""	""	""	""	""	""	""	""	""	""	" 5.474621"	""	""	""	""	""	""	""
""	""	""	""	""	" 646.85614"	""	""	""	"  25.75017"	""	""	""	""	""	""	""	""	""	""	""	" 6.551400"	" 6.502226"	" 6.398768"	""	""	""	""	""	""	""	""	""	""	""	" 5.283033"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 647.10250"	""	""	""	"1097.45622"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.437314"	" 5.863040"	""	" 5.720600"	" 5.718395"	" 5.739150"	" 5.873491"	" 5.520052"	""	""	" 5.285496"	" 5.111891"	""
""	""	""	""	""	" 648.10037"	""	""	""	"1097.79181"	""	""	""	""	""	""	""	""	""	""	""	" 7.111998"	" 6.865833"	" 6.328736"	" 6.846059"	" 6.859858"	" 6.714015"	" 6.795248"	""	" 6.661724"	" 6.801808"	" 6.215887"	" 7.240460"	" 7.042650"	" 7.002513"	" 6.828712"	" 6.873164"	" 6.805536"	" 6.211178"	" 6.376727"	" 6.185912"	" 6.175485"	" 6.213199"	" 6.256011"
""	""	""	""	""	" 649.10247"	""	""	""	"1097.93111"	""	""	""	""	""	""	""	""	""	""	""	" 7.231021"	" 7.147100"	" 7.224922"	" 7.035578"	" 7.214840"	" 7.293475"	" 7.048505"	" 7.081803"	" 7.008686"	" 6.874091"	" 6.884577"	" 7.239496"	" 7.593757"	" 7.223453"	" 7.120839"	" 7.402256"	" 7.070445"	" 6.802928"	" 6.851718"	" 6.642602"	" 6.569519"	" 6.435535"	" 6.673652"
""	""	""	""	""	" 650.64318"	""	""	""	"1096.02128"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.904325"	""	""	""	" 5.677849"	""	""	""	""	""	""	""	" 5.567367"	""	""	" 5.703942"	" 5.731553"	""
""	""	""	""	""	" 650.87209"	""	""	""	"1140.33499"	""	""	""	""	""	""	""	""	""	""	""	" 8.613172"	" 8.468732"	" 8.247034"	" 8.364132"	" 8.585001"	" 8.553814"	" 7.528833"	" 7.409810"	" 7.121617"	" 7.124903"	" 7.305736"	" 7.985365"	" 7.661090"	" 7.755709"	" 7.811267"	" 7.788550"	" 7.944390"	" 6.961971"	" 6.751242"	" 7.175006"	" 6.761406"	" 6.898609"	" 7.255286"
""	""	""	""	""	" 651.87666"	""	""	""	"1139.93331"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.206447"	" 6.070202"	" 6.272635"	" 6.751635"	" 6.537874"	" 5.847520"	" 5.525421"	""	""	""	" 6.527607"	""	" 6.257300"	""	" 5.864948"	" 6.136292"	""	""	""	""	""	""
""	""	""	""	""	" 652.87312"	""	""	""	"1140.16680"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.467351"	" 5.668611"	" 5.409868"	""	""	""	""	""	""	" 5.314584"	" 5.167023"	""	" 5.496906"	""	""	""	""	""	""
""	""	""	""	""	" 655.06271"	""	""	""	" 320.39249"	""	""	""	""	""	""	""	""	""	""	""	" 7.262308"	" 7.198661"	" 7.288295"	" 7.234340"	" 6.888099"	" 7.034099"	" 6.453329"	" 6.622940"	" 6.673227"	" 6.355357"	" 6.496666"	" 6.731543"	""	""	" 6.730381"	""	" 6.149288"	""	""	""	""	""	""
""	""	""	""	""	" 656.06952"	""	""	""	" 320.39172"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.100329"	" 5.582654"	" 5.790937"	" 5.633273"	" 6.106042"	""	""	""	" 5.511944"	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 656.88931"	""	""	""	"1138.82103"	""	""	""	""	""	""	""	""	""	""	""	" 9.259555"	" 8.594252"	" 8.389494"	" 8.590137"	" 8.976662"	" 8.953952"	" 8.630993"	" 8.616707"	" 8.093397"	" 8.595744"	" 8.110656"	" 8.875537"	" 8.942643"	" 8.728102"	" 8.627838"	" 8.761761"	" 8.789012"	" 8.306922"	" 8.423645"	" 8.459022"	" 8.146241"	" 8.032788"	" 8.694655"
""	""	""	""	""	" 656.88755"	""	""	""	"  24.92849"	""	""	""	""	""	""	""	""	""	""	""	" 8.543329"	" 8.335775"	" 8.322066"	""	" 6.055340"	""	" 5.926862"	" 6.241071"	""	" 6.245786"	" 6.310766"	" 6.594778"	" 6.686946"	" 6.740412"	" 6.880787"	" 7.032024"	" 6.827446"	" 6.402116"	" 6.632476"	" 6.573233"	" 6.719021"	" 6.962970"	" 6.929955"
""	""	""	""	""	" 656.89165"	""	""	""	"1026.17559"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.577208"	""	" 8.624584"	" 7.554414"	""	""	""	""	""	""	""	" 7.785900"	""	""	""	""
""	""	""	""	""	" 657.89290"	""	""	""	"1138.84026"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.379010"	" 6.767223"	""	" 6.956865"	" 6.547554"	" 6.659109"	""	""	" 5.929547"	" 7.145512"	" 6.766016"	" 6.622247"	" 6.595518"	" 6.724563"	" 6.687567"	" 6.479284"	" 6.541272"	" 6.544177"	" 6.010208"	""	""
""	""	""	""	""	" 657.89027"	""	""	""	"  24.74657"	""	""	""	""	""	""	""	""	""	""	""	" 6.611460"	" 5.978379"	" 6.573703"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 658.14359"	""	""	""	"1096.91273"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.485825"	""	""	""	" 5.785620"	""	" 5.923271"	" 5.358245"	""	""	""	""	""	""
""	""	""	""	""	" 658.88772"	""	""	""	"1138.92463"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.588955"	""	" 6.396530"	""	" 6.499287"	" 6.140643"	" 5.582293"	" 6.068648"	""	" 6.434457"	""	" 6.044247"	" 6.365233"	" 6.248244"	" 6.426333"	""	""	""	""	""	""
""	""	""	""	""	" 659.14034"	""	""	""	"1096.94204"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.959478"	""	""	""	""	""	""	""	""	""	""	" 6.056915"	" 6.036247"	""	""	" 5.507865"	""	""	""	""	""	""
""	""	""	""	""	" 660.82759"	""	""	""	"1140.92174"	""	""	""	""	""	""	""	""	""	""	""	" 7.140212"	" 7.026072"	" 6.494129"	" 6.775695"	" 7.009821"	" 6.850579"	""	" 5.675548"	""	""	""	" 6.178276"	""	""	""	""	" 5.943744"	""	" 5.400079"	" 5.880086"	""	""	""
""	""	""	""	""	" 660.98460"	""	""	""	"1100.73760"	""	""	""	""	""	""	""	""	""	""	""	" 6.051392"	" 5.912421"	""	""	" 6.142089"	" 6.120174"	" 5.894633"	""	""	" 6.499329"	" 5.630782"	""	""	""	""	""	" 6.450339"	""	""	" 5.849578"	""	""	" 6.215216"
""	""	""	""	""	" 661.07368"	""	""	""	" 320.18889"	""	""	""	""	""	""	""	""	""	""	""	" 6.428590"	""	" 5.793051"	" 5.477644"	""	""	""	""	" 5.119956"	" 5.302947"	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 661.14286"	""	""	""	" 288.72607"	""	""	""	""	""	""	""	""	""	""	""	" 6.543209"	" 6.225344"	""	" 6.880531"	" 6.698396"	" 6.684212"	" 5.996751"	""	""	""	""	" 6.728188"	""	" 5.852294"	""	""	""	""	""	""	" 5.914295"	""	""
""	""	""	""	""	" 664.07733"	""	""	""	"1098.81007"	""	""	""	""	""	""	""	""	""	""	""	" 6.081617"	" 6.250840"	""	" 5.687002"	" 6.023312"	""	" 5.778370"	""	""	" 5.888501"	" 5.694944"	" 6.856327"	" 6.830892"	" 6.390912"	" 5.910562"	" 6.361758"	" 6.050601"	""	" 5.545302"	""	""	""	""
""	""	""	""	""	" 665.07632"	""	""	""	"1098.56716"	""	""	""	""	""	""	""	""	""	""	""	" 6.728158"	" 6.358272"	" 6.330533"	" 6.465234"	" 6.513752"	" 6.500208"	" 6.175485"	" 6.036247"	" 6.246293"	" 6.380953"	" 6.221242"	" 6.915723"	" 7.211126"	" 7.084340"	" 6.454217"	" 6.715645"	" 6.476184"	" 6.445186"	" 6.354773"	" 5.734816"	" 5.826071"	" 5.777330"	" 6.085610"
""	""	""	""	""	" 666.16388"	""	""	""	"1088.71262"	""	""	""	""	""	""	""	""	""	""	""	" 9.049298"	" 8.958544"	" 8.944223"	" 8.993956"	" 8.502438"	" 8.509845"	" 8.782812"	" 8.788807"	" 8.888229"	""	" 8.091323"	" 8.899584"	" 8.861443"	" 8.870876"	" 8.837428"	" 8.900570"	" 8.916032"	" 7.798802"	""	""	" 6.386394"	" 8.438950"	" 6.380719"
""	""	""	""	""	" 666.84696"	""	""	""	"1140.51537"	""	""	""	""	""	""	""	""	""	""	""	" 7.164629"	" 7.100265"	" 6.910711"	" 6.786753"	" 7.020984"	" 6.927323"	""	" 5.900533"	""	""	""	" 6.954303"	" 6.323012"	" 6.339470"	""	""	""	" 6.089426"	" 5.569931"	" 5.974969"	""	""	""
""	""	""	""	""	" 667.16544"	""	""	""	"1088.60221"	""	""	""	""	""	""	""	""	""	""	""	" 9.906291"	" 9.722693"	" 9.763265"	"10.278469"	"10.292321"	" 9.896122"	"10.199950"	"10.214802"	"10.160787"	"10.138578"	"10.127314"	"10.243079"	"10.281984"	"10.218524"	" 9.852767"	"10.264829"	" 9.592375"	" 9.829841"	" 9.770928"	" 9.411543"	" 9.793423"	" 9.760730"	" 9.372631"
""	""	""	""	""	" 667.66838"	""	""	""	"1089.04122"	""	""	""	""	""	""	""	""	""	""	""	" 9.354499"	" 8.776387"	" 9.190355"	" 9.122605"	" 8.659226"	" 9.026946"	" 7.123279"	" 8.620896"	" 9.011038"	" 8.973814"	" 8.301328"	" 9.267436"	" 9.188948"	" 8.311060"	" 8.836413"	" 8.695680"	" 8.293650"	""	" 8.558080"	""	""	" 7.187784"	" 8.598288"
""	""	""	""	""	" 668.16704"	""	""	""	"1089.16500"	""	""	""	""	""	""	""	""	""	""	""	"11.308970"	"11.292696"	"11.224857"	"11.215197"	"11.238425"	"11.203238"	"11.112476"	"10.579550"	"11.107154"	"11.032606"	"10.535318"	"11.210692"	"11.238332"	"11.237248"	"11.230109"	"11.207837"	"11.228855"	"10.233515"	"10.708482"	"10.080123"	"10.724406"	"10.674650"	"10.708062"
""	""	""	""	""	" 668.66929"	""	""	""	"1088.50887"	""	""	""	""	""	""	""	""	""	""	""	"10.079976"	"10.033216"	" 9.567203"	" 9.010152"	" 9.848303"	" 9.123118"	" 9.872122"	" 8.969480"	" 9.266577"	" 9.360647"	" 9.738696"	" 9.531646"	"10.025617"	"10.034189"	"10.006137"	" 9.543422"	" 9.156149"	" 8.754632"	" 8.809387"	" 9.264881"	" 9.230007"	""	" 8.821308"
""	""	""	""	""	" 668.85121"	""	""	""	"1140.59725"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.776289"	""	" 5.986854"	" 6.164947"	""	""	""	""	""	""	""	""	" 5.586439"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 669.16801"	""	""	""	"1088.86206"	""	""	""	""	""	""	""	""	""	""	""	"11.389260"	"11.344029"	"11.305706"	"11.273457"	"11.246838"	"11.259529"	"11.160521"	"11.158852"	"11.184241"	"11.108978"	"11.124626"	"10.778724"	"11.246281"	"11.261250"	"11.302377"	"11.298651"	"10.764792"	"10.794974"	"10.385119"	"10.762670"	"10.108885"	"10.761421"	"10.777905"
""	""	""	""	""	" 669.67110"	""	""	""	"1087.02201"	""	""	""	""	""	""	""	""	""	""	""	""	" 7.979859"	""	" 8.589200"	""	" 8.543424"	" 7.777899"	" 8.034138"	" 8.314440"	" 8.494276"	" 7.948532"	" 8.802154"	" 8.399900"	""	""	" 8.695501"	" 8.220717"	""	""	""	""	""	" 7.159976"
""	""	""	""	""	" 670.17128"	""	""	""	"1088.76237"	""	""	""	""	""	""	""	""	""	""	""	" 9.133986"	" 9.687061"	" 9.597316"	" 9.176827"	" 9.547109"	" 9.576034"	" 9.472732"	" 9.466912"	" 9.409480"	" 9.366412"	" 9.413231"	" 9.543648"	" 8.772126"	" 9.563717"	" 9.600869"	" 9.569729"	" 9.564047"	" 8.535310"	" 9.115131"	" 9.101607"	" 8.311652"	" 9.058766"	" 9.076783"
""	""	""	""	""	" 671.03291"	""	""	""	" 320.42238"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.212638"	" 5.959760"	""	" 5.687088"	""	" 5.647707"	" 5.434584"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 671.17146"	""	""	""	"1088.34461"	""	""	""	""	""	""	""	""	""	""	""	" 7.475149"	" 8.564254"	""	" 7.734838"	""	" 8.341158"	" 8.267259"	" 7.609818"	" 8.299598"	" 8.212184"	" 8.156007"	" 8.056542"	" 8.396039"	" 7.758870"	" 7.759443"	" 7.936517"	" 7.865965"	" 8.004313"	""	" 7.394067"	" 7.147893"	""	" 8.133599"
""	""	""	""	""	" 672.86409"	""	""	""	"1139.31937"	""	""	""	""	""	""	""	""	""	""	""	" 7.075357"	" 6.636010"	" 6.554275"	" 6.641725"	" 6.879751"	" 6.601469"	" 6.689634"	" 6.529571"	" 6.062408"	" 6.376155"	" 6.112761"	" 7.058958"	" 6.999758"	" 7.006173"	" 6.737792"	" 6.791293"	" 7.254336"	" 6.123860"	""	""	" 5.874436"	" 5.788957"	""
""	""	""	""	""	" 673.87923"	""	""	""	"1138.58547"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.872816"	" 6.960059"	" 6.343613"	" 6.618664"	" 6.812583"	" 6.741767"	""	""	""	""	""	""
""	""	""	""	""	" 674.86806"	""	""	""	"1140.30664"	""	""	""	""	""	""	""	""	""	""	""	" 6.682541"	" 6.227232"	" 5.923271"	" 6.030608"	" 6.223243"	" 5.608856"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 675.65316"	""	""	""	"1095.81322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.489995"	" 5.694944"	" 5.824087"	""	""	""	""	" 5.974969"	""	" 6.854557"	" 6.502730"	""	" 5.465903"	""	""	""	""	""
""	""	""	""	""	" 676.15661"	""	""	""	"1095.43708"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.834348"	" 6.605114"	" 6.535402"	" 6.840537"	""	" 7.092195"	""	" 7.265441"	""	" 6.576514"	""	""	""	""	""	""	""
""	""	""	""	""	" 676.65467"	""	""	""	"1095.52761"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.294587"	" 6.782294"	" 6.895861"	""	""	" 7.454164"	""	" 7.573243"	""	" 7.382806"	""	""	" 5.646323"	" 6.357107"	""	""	""
""	""	""	""	""	" 677.13888"	""	""	""	" 267.16855"	""	""	""	""	""	""	""	""	""	""	""	"10.050889"	"10.044340"	"10.028068"	" 9.942809"	"10.023578"	" 9.993682"	" 9.305817"	" 9.216483"	" 9.311192"	" 9.327363"	" 9.271723"	" 9.103197"	" 9.183869"	" 9.224257"	" 9.230435"	" 9.227301"	" 9.198820"	" 8.779132"	" 8.817035"	" 8.721331"	" 8.805489"	" 8.662892"	" 8.772386"
""	""	""	""	""	" 677.15791"	""	""	""	"1095.26940"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.855973"	""	""	""	""	" 7.100819"	" 7.098323"	" 7.412838"	" 6.865132"	""	""	""	""	""	""	" 6.273903"
""	""	""	""	""	" 678.14099"	""	""	""	" 267.12518"	""	""	""	""	""	""	""	""	""	""	""	" 8.958708"	" 8.863139"	" 8.882230"	" 8.856621"	" 8.854177"	" 8.827944"	" 8.233084"	" 8.210791"	" 8.097102"	" 8.122348"	" 8.131229"	" 8.085105"	" 7.971236"	" 8.083551"	" 8.082306"	" 7.960231"	" 8.076684"	" 7.543799"	" 7.704484"	" 7.723240"	" 7.611172"	" 7.430342"	" 7.548182"
""	""	""	""	""	" 679.13917"	""	""	""	" 267.11395"	""	""	""	""	""	""	""	""	""	""	""	" 7.892035"	" 7.788906"	" 7.777206"	" 7.667297"	" 7.701905"	" 7.715186"	" 6.990925"	" 7.015966"	" 7.134323"	" 6.750849"	" 6.639091"	" 6.828108"	""	" 7.075572"	" 6.898238"	" 6.796940"	" 7.102203"	""	" 6.402116"	""	""	""	""
