"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos_MM8_1.F.8_01_5674"	"pos_MM8_1.F.8_01_5683"	"pos_MM8_1.F.8_01_5692"	"pos_MM8_1.F.8_01_5701"	"pos_MM8_1.F.8_01_5710"	"pos_MM8_1.F.8_01_6577"	"pos_MM8_1.F.8_01_6586"	"pos_MM8_1.F.8_01_6595"	"pos_MM8_1.F.8_01_6604"	"pos_MM8_1.F.8_01_6615"	"pos_MM8_1.F.8_01_7103"	"pos_MM8_1.F.8_01_7104"	"pos_MM8_1.F.8_01_7113"	"pos_MM8_1.F.8_01_7122"	"pos_MM8_1.F.8_01_7131"	"pos_MM8_1.F.8_01_7145"	"pos_MM8_1.F.8_01_7153"	"pos_MM8_1.F.8_01_7360"	"pos_MM8_1.F.8_01_7361"	"pos_MM8_1.F.8_01_7362"	"pos_MM8_1.F.8_01_7365"	"pos_MM8_1.F.8_01_7366"	"pos_MM8_1.F.8_01_7394"	"pos_MM8_1.F.8_01_7397"	"pos_MM8_1.F.8_01_7405"	"pos_MM8_1.F.8_01_7414"	"pos_MM8_1.F.8_01_7423"	"pos_MM8_1.F.8_01_7433"
""	""	""	""	""	" 140.07200"	""	""	""	" 566.82335"	""	""	""	""	""	""	""	""	""	""	""	" 7.150268"	""	""	""	""	""	""	" 6.781535"	" 6.211178"	" 6.635127"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 140.58186"	""	""	""	" 730.41262"	""	""	""	""	""	""	""	""	""	""	""	" 6.529571"	" 6.763349"	" 6.539817"	""	" 6.802188"	" 6.288106"	""	" 6.225904"	""	""	""	""	""	""	""	" 5.639180"	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 140.95276"	""	""	""	"1146.72760"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 9.145078"	""	""	""	""	""	""	""	""	""	" 9.162779"	""	""	""	" 6.863949"	" 9.406702"	" 9.028570"	""	""	" 8.842546"	" 9.037546"
""	""	""	""	""	" 141.10944"	""	""	""	"1087.21419"	""	""	""	""	""	""	""	""	""	""	""	" 9.516675"	" 9.498974"	" 9.405334"	" 9.459741"	" 9.480692"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 141.12577"	""	""	""	" 565.34379"	""	""	""	""	""	""	""	""	""	""	""	" 6.574172"	" 6.325958"	""	" 6.016051"	""	" 5.580122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.780552"	""
""	""	""	""	""	" 141.10222"	""	""	""	"1056.74334"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 9.897508"	" 8.438950"	""	" 9.091649"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 141.49320"	""	""	""	"1141.47308"	""	""	""	""	""	""	""	""	""	""	""	" 7.865814"	" 6.958555"	" 6.697059"	" 6.773698"	" 7.178991"	" 6.761119"	""	" 6.254269"	""	""	" 6.636177"	" 6.367909"	""	""	""	" 5.900088"	""	" 6.255562"	""	""	""	" 6.182844"	""	""	""	""	""	""
""	""	""	""	""	" 141.95847"	""	""	""	"1173.16645"	""	""	""	""	""	""	""	""	""	""	""	"11.562485"	"11.896518"	"11.601630"	"11.803396"	"11.839928"	"13.245260"	"13.201858"	"12.786181"	"13.201911"	"13.240436"	"12.364058"	"12.370064"	"12.184506"	"10.748584"	"12.332117"	"12.149445"	"12.106461"	"13.837178"	"13.302961"	"12.889946"	"13.002871"	"12.700242"	"12.240564"	"11.360742"	"10.640152"	"12.265578"	"11.869114"	" 9.732755"
""	""	""	""	""	" 141.95847"	""	""	""	"  37.73450"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.478492"	"11.003612"	"10.870819"	"11.118316"	"10.879067"	"10.278666"	"10.520579"	"10.654693"	"10.951419"	"10.982558"	"10.535149"	"10.435782"	"11.424075"	"11.314993"	"11.198340"	"11.104538"	"11.347271"	"10.842443"	" 9.930652"	""	""	" 9.483796"	""
""	""	""	""	""	" 141.95865"	""	""	""	" 252.63662"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11.185879"	"10.722871"	" 9.821148"	""	""	""	""	""	""	""	""	"11.605710"	""	"11.559114"	"10.690721"	" 9.931487"	"11.048214"	""	""	""	""	""
""	""	""	""	""	" 141.95865"	""	""	""	" 310.31697"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.389531"	"10.920148"	" 9.821691"	""	""	""	""	""	""	""	""	"11.055686"	" 9.939901"	""	"10.313893"	"10.686209"	""	""	""	""	""	""
""	""	""	""	""	" 141.95850"	""	""	""	" 358.77388"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.686324"	"10.283593"	"10.131497"	""	""	""	""	""	""	""	""	"10.211540"	""	"10.095610"	""	"10.946275"	""	""	""	""	""	""
""	""	""	""	""	" 142.99007"	""	""	""	"1100.56978"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.498765"	" 6.919675"	" 7.057425"	""	""	""	""	" 7.533901"	" 8.411957"	""	""	""	""	""	" 7.028130"	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 143.99595"	""	""	""	"1162.67341"	""	""	""	""	""	""	""	""	""	""	""	"10.632059"	" 9.848586"	" 9.706861"	" 9.885817"	" 9.951158"	" 9.278811"	" 9.808751"	" 7.429345"	"10.449523"	" 9.165529"	" 9.057776"	" 9.106990"	" 8.981785"	" 7.647450"	" 6.874554"	" 8.581121"	" 8.882685"	" 9.042647"	" 8.901912"	" 8.743225"	" 9.180933"	" 9.139747"	" 9.032191"	" 9.236425"	" 9.127303"	" 9.071180"	" 9.102121"	" 9.253658"
""	""	""	""	""	" 144.04450"	""	""	""	" 388.66725"	""	""	""	""	""	""	""	""	""	""	""	" 7.181160"	" 6.989380"	" 7.095820"	" 7.304260"	" 7.205653"	" 7.290958"	" 7.118739"	" 7.304099"	" 7.372937"	" 7.308321"	" 6.590916"	" 6.884577"	" 6.072766"	" 6.708887"	" 6.870377"	" 6.265636"	" 6.970676"	""	""	" 6.253599"	""	""	""	""	""	" 6.428151"	""	" 6.002761"
""	""	""	""	""	" 145.04961"	""	""	""	" 319.90821"	""	""	""	""	""	""	""	""	""	""	""	" 6.924523"	" 6.469564"	" 6.842077"	" 6.583206"	""	""	""	" 7.295073"	""	" 7.424169"	" 7.455589"	" 7.208642"	""	" 7.222109"	" 7.084622"	" 7.225412"	""	" 7.757357"	" 7.333694"	" 7.594801"	" 7.751676"	" 7.796785"	" 6.603749"	" 6.683371"	""	" 7.013198"	""	""
""	""	""	""	""	" 144.98250"	""	""	""	"1142.02068"	""	""	""	""	""	""	""	""	""	""	""	" 8.146108"	""	""	""	" 7.386080"	""	""	""	""	""	"10.559840"	" 9.828076"	" 9.508828"	" 9.431299"	" 9.385155"	" 9.530767"	" 9.504535"	" 8.969628"	" 9.295363"	""	" 9.998894"	" 9.996418"	" 9.045045"	""	" 8.481140"	""	""	""
""	""	""	""	""	" 144.98217"	""	""	""	"1060.08300"	""	""	""	""	""	""	""	""	""	""	""	""	"10.242274"	"10.363481"	""	"10.119627"	"10.130360"	" 9.927440"	""	""	""	""	" 8.532005"	""	""	" 9.673554"	""	" 9.489371"	" 9.640303"	" 7.899673"	""	""	" 8.454541"	""	""	" 8.430851"	""	" 8.420897"	""
""	""	""	""	""	" 145.05440"	""	""	""	" 386.80943"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.751440"	" 6.226499"	" 7.096377"	" 7.133787"	""	" 5.934894"	" 7.424420"	" 7.176548"	""	""	""	" 6.720752"	" 6.672023"	""	""	""	" 6.754380"	""	" 6.115956"	" 6.867026"
""	""	""	""	""	" 145.12151"	""	""	""	" 503.82478"	""	""	""	""	""	""	""	""	""	""	""	" 7.710807"	" 6.424354"	" 6.231311"	""	" 6.372145"	""	" 6.074076"	""	" 6.600766"	""	""	""	""	""	""	""	""	" 7.249462"	" 7.272232"	" 7.355268"	" 7.117848"	" 7.284063"	""	" 7.440846"	" 7.598147"	" 7.499509"	""	""
""	""	""	""	""	" 145.07513"	""	""	""	" 168.59931"	""	""	""	""	""	""	""	""	""	""	""	" 7.230047"	" 7.487456"	" 7.332742"	" 7.433723"	" 7.394646"	""	" 6.688405"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 145.09762"	""	""	""	"  31.00932"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.444597"	""	" 5.617716"	" 7.659247"	""	""	""	" 7.983647"	"10.773466"	"10.332916"	" 9.433539"	""	" 7.042650"	" 6.657384"	""	""	""	""	" 6.325395"	""	""	""	""	" 6.830166"	""	""
""	""	""	""	""	" 146.03613"	""	""	""	" 268.67706"	""	""	""	""	""	""	""	""	""	""	""	" 8.545487"	" 8.496032"	" 8.592851"	" 8.595682"	" 8.613661"	" 8.893132"	" 8.541894"	" 8.835280"	" 8.762918"	" 8.878791"	" 8.914428"	" 8.740791"	" 8.608480"	" 8.688766"	" 8.300705"	" 8.646531"	" 8.517398"	" 8.195970"	" 8.134092"	" 8.053933"	" 8.215849"	" 8.008313"	" 8.212367"	" 8.179335"	" 8.194683"	" 8.203535"	" 7.920879"	" 8.145383"
""	""	""	""	""	" 146.05982"	""	""	""	" 373.44839"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.427420"	" 6.194177"	" 5.898853"	" 5.745615"	" 8.789663"	" 8.476216"	" 8.691923"	" 8.711530"	" 8.810192"	" 8.679205"	" 8.829220"	" 8.486767"	" 8.742636"	" 8.808205"	" 8.762738"	" 8.740595"	" 8.577436"	" 8.499345"	" 8.430229"	" 8.518338"	" 8.472182"	" 8.362701"	" 8.566981"	" 8.529750"	" 8.411769"	" 8.304348"	" 8.507834"
""	""	""	""	""	" 147.06443"	""	""	""	" 373.21848"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.710210"	" 5.860242"	""	""	" 6.718085"	""	""	" 6.674925"	""	""	""	" 6.379580"	""	""	""	""	""	""	""	""	""	" 6.150006"	""
""	""	""	""	""	" 146.98058"	""	""	""	"1143.20074"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.643978"	" 9.034143"	" 8.788018"	""	""	" 8.572531"	" 8.625720"	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 147.06353"	""	""	""	" 288.02460"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.377298"	" 6.033201"	""	""	" 6.617317"	" 6.474113"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 146.98052"	""	""	""	"1067.22912"	""	""	""	""	""	""	""	""	""	""	""	" 5.703549"	" 8.698983"	" 8.481177"	" 9.622961"	""	""	" 8.874260"	""	" 7.899050"	" 9.265129"	" 8.505095"	""	""	""	""	""	""	""	""	" 7.448115"	""	" 8.869281"	""	" 8.363394"	""	""	""	""
""	""	""	""	""	" 147.07928"	""	""	""	" 623.37976"	""	""	""	""	""	""	""	""	""	""	""	" 7.357413"	""	""	""	" 6.800313"	" 7.102203"	" 7.003070"	""	" 7.251004"	" 7.226634"	""	""	""	" 5.949892"	""	""	""	""	""	""	""	" 6.274536"	""	""	""	""	""	""
""	""	""	""	""	" 148.04462"	""	""	""	" 386.85334"	""	""	""	""	""	""	""	""	""	""	""	" 8.697126"	" 8.757278"	" 8.685521"	" 8.780630"	" 8.805517"	" 8.572999"	" 8.553749"	" 8.733047"	" 8.782967"	" 8.703977"	" 9.207924"	" 9.340143"	" 9.032718"	" 9.209156"	" 9.184993"	" 9.166257"	" 9.191502"	" 8.572550"	" 8.481033"	" 8.614006"	" 8.608158"	" 8.612073"	" 8.705091"	" 8.780091"	" 8.790802"	" 8.798578"	" 8.689998"	" 8.807881"
""	""	""	""	""	" 148.06168"	""	""	""	" 184.37342"	""	""	""	""	""	""	""	""	""	""	""	"10.691277"	"10.747705"	"10.745523"	"10.750678"	"10.776359"	"10.346016"	"10.298509"	"10.454468"	"10.480380"	"10.576761"	"10.572303"	"10.571339"	"10.480371"	"10.629141"	"10.618366"	"10.668094"	"10.666823"	"10.103572"	"10.076924"	"10.084173"	"10.160514"	"10.220740"	"10.084701"	"10.253322"	"10.192025"	"10.227674"	"10.176166"	"10.252216"
""	""	""	""	""	" 148.01826"	""	""	""	"1146.97159"	""	""	""	""	""	""	""	""	""	""	""	"10.057353"	"10.437566"	"10.236213"	"10.324279"	"10.315377"	" 9.970993"	" 9.953058"	" 9.833566"	"10.027701"	"10.186485"	" 9.976051"	"10.281087"	"10.184772"	"10.026285"	""	""	" 9.652396"	" 8.978977"	"10.033839"	"10.090993"	" 9.913904"	" 9.842841"	"10.298475"	"10.311058"	"10.212604"	"10.290134"	"10.230639"	"10.149877"
""	""	""	""	""	" 148.03920"	""	""	""	" 260.79311"	""	""	""	""	""	""	""	""	""	""	""	" 8.238132"	" 8.256230"	" 8.396803"	" 8.278749"	" 8.406369"	" 8.235671"	" 8.218817"	" 8.344256"	" 8.225946"	" 8.297591"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 148.03833"	""	""	""	"  89.86365"	""	""	""	""	""	""	""	""	""	""	""	" 7.369012"	""	" 7.310240"	" 7.497380"	" 7.139400"	""	" 6.079475"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 148.54761"	""	""	""	" 387.76055"	""	""	""	""	""	""	""	""	""	""	""	" 7.114996"	" 7.173462"	" 7.067872"	" 7.148949"	" 7.210878"	" 7.022483"	" 6.615292"	" 7.038903"	" 6.819580"	""	" 7.173462"	" 7.464615"	" 7.116477"	" 7.322862"	" 7.268022"	" 6.826163"	" 7.378199"	""	" 5.571211"	" 6.653144"	""	" 6.711565"	" 6.878368"	" 6.572962"	""	" 6.977601"	""	" 6.839674"
""	""	""	""	""	" 148.49651"	""	""	""	"1143.86521"	""	""	""	""	""	""	""	""	""	""	""	" 7.104462"	" 6.683496"	""	" 6.277716"	" 6.097013"	""	""	" 6.713795"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 149.05954"	""	""	""	" 319.72389"	""	""	""	""	""	""	""	""	""	""	""	" 7.824406"	" 7.882148"	" 7.821964"	" 7.867415"	" 7.812492"	" 7.439465"	" 7.167519"	" 7.407570"	" 7.453191"	" 7.640046"	" 8.074594"	" 8.202750"	" 8.004872"	" 8.113922"	" 8.181262"	" 8.207066"	" 8.058246"	" 7.543087"	" 7.471692"	" 7.712664"	" 7.568012"	" 7.667978"	" 7.518764"	" 7.744566"	" 7.622445"	" 7.511258"	" 7.590954"	" 7.688144"
""	""	""	""	""	" 149.02328"	""	""	""	" 738.02103"	""	""	""	""	""	""	""	""	""	""	""	" 9.326595"	" 8.916753"	" 8.962513"	" 9.011776"	" 8.383598"	" 8.204313"	" 8.296586"	" 8.206883"	" 8.367493"	" 8.302601"	" 8.094789"	""	""	" 7.934450"	" 7.990840"	" 8.211181"	" 8.101926"	" 7.418517"	" 7.978709"	" 7.965962"	" 7.771264"	" 7.708263"	" 7.737294"	" 7.733740"	" 8.073024"	" 7.929504"	" 8.022524"	" 7.995266"
""	""	""	""	""	" 149.06369"	""	""	""	" 184.24000"	""	""	""	""	""	""	""	""	""	""	""	" 8.226486"	" 8.231572"	" 8.306587"	" 8.338122"	" 8.374804"	" 7.979054"	" 7.761754"	" 8.016112"	" 8.067982"	" 8.198310"	" 7.983597"	""	" 8.083965"	" 8.187409"	" 8.095467"	" 8.158725"	" 8.258731"	" 7.599941"	" 7.621256"	" 7.727674"	""	" 7.500171"	" 7.713813"	" 7.586703"	" 7.716828"	" 7.707042"	" 7.586015"	" 7.778754"
""	""	""	""	""	" 149.04443"	""	""	""	" 283.19706"	""	""	""	""	""	""	""	""	""	""	""	" 8.226439"	" 8.347628"	" 8.309420"	" 8.252302"	" 8.342360"	" 6.664695"	""	" 7.059690"	" 7.292716"	" 7.319409"	""	""	""	""	" 7.647931"	" 7.617996"	" 7.937574"	""	""	""	""	" 5.986854"	""	""	""	""	" 5.705062"	""
""	""	""	""	""	" 149.00244"	""	""	""	"  32.85065"	""	""	""	""	""	""	""	""	""	""	""	" 8.433552"	" 8.535310"	" 7.923438"	" 7.842624"	" 7.982730"	""	""	""	""	""	""	" 8.452187"	""	""	" 8.751731"	""	""	""	""	""	""	" 7.623187"	""	""	""	""	""	""
""	""	""	""	""	" 149.02269"	""	""	""	" 515.05920"	""	""	""	""	""	""	""	""	""	""	""	" 6.900610"	""	" 7.031727"	" 7.089071"	" 6.732602"	""	" 5.919965"	" 6.620103"	" 6.448538"	" 6.794309"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 149.02307"	""	""	""	"1025.60348"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.733002"	""	" 6.959740"	""	" 6.477124"	" 6.761342"	" 6.615519"	""	""	" 6.583509"	" 6.504936"	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 149.07660"	""	""	""	" 566.66833"	""	""	""	""	""	""	""	""	""	""	""	" 7.312932"	" 6.917215"	""	""	""	" 6.425245"	""	" 6.728778"	""	" 7.075403"	" 6.126799"	""	" 6.151438"	""	""	""	" 6.270251"	""	""	""	""	""	""	" 6.938885"	" 6.862674"	""	""	" 6.938521"
""	""	""	""	""	" 149.58711"	""	""	""	" 730.57917"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.427963"	" 6.875943"	" 6.526132"	""	" 6.552819"	""	""	" 6.514250"	" 6.570412"	""	""	" 5.910602"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 149.95326"	""	""	""	"  22.45694"	""	""	""	""	""	""	""	""	""	""	""	""	" 8.337552"	" 8.275372"	" 8.424986"	" 8.342442"	" 6.874351"	""	""	" 6.763349"	" 5.000666"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.683580"	""
""	""	""	""	""	" 150.04470"	""	""	""	" 283.44672"	""	""	""	""	""	""	""	""	""	""	""	" 5.981254"	" 6.531530"	""	" 6.337689"	" 6.484428"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 150.10262"	""	""	""	"1070.19851"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.798954"	""	" 9.591803"	""	""	""	" 9.355283"	""	" 8.469450"	""	" 8.420592"	" 8.938490"	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 150.49919"	""	""	""	"1142.26966"	""	""	""	""	""	""	""	""	""	""	""	" 7.358414"	" 5.849623"	""	""	" 5.942287"	""	""	" 4.937634"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.041032"	""	""	""	""	""	""
""	""	""	""	""	" 151.03483"	""	""	""	"1142.52121"	""	""	""	""	""	""	""	""	""	""	""	" 9.520888"	" 8.719810"	""	" 8.622070"	" 8.851839"	" 8.614444"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 151.08320"	""	""	""	"  25.29191"	""	""	""	""	""	""	""	""	""	""	""	" 6.282406"	" 6.325419"	" 6.344794"	" 6.564003"	" 6.187547"	" 6.347488"	""	" 6.245642"	" 6.061625"	" 6.169175"	""	" 6.364654"	" 6.086375"	" 6.419239"	""	" 6.158197"	" 6.080244"	""	""	""	""	" 5.747761"	""	" 5.789740"	" 5.646540"	""	""	" 5.722800"
""	""	""	""	""	" 151.11011"	""	""	""	" 738.83669"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.923271"	""	" 6.461068"	" 6.013866"	""	""	" 5.520052"	""	""	""	" 6.898782"	" 6.844943"	" 6.918719"	" 6.938137"	" 7.116758"	" 6.835597"	""	""	" 6.685471"	" 6.333774"	""	""	""	""	""	""	" 6.201012"
""	""	""	""	""	" 151.52545"	""	""	""	" 164.67407"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.571428"	" 6.794834"	""	""	" 6.270731"	" 6.876636"	""	""	" 6.848266"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 152.07021"	""	""	""	"  38.23997"	""	""	""	""	""	""	""	""	""	""	""	"11.746437"	"11.467960"	"11.510820"	"11.793690"	"11.557113"	"11.219370"	"11.207265"	"11.732592"	"11.722984"	"11.791145"	"11.432689"	"11.439398"	"11.325000"	"11.392395"	"11.890448"	"11.821270"	"11.840073"	"10.968941"	"10.966946"	"11.417924"	"11.472680"	"11.489675"	"10.837136"	"10.963407"	"10.966759"	"10.947536"	"10.991304"	"11.087089"
""	""	""	""	""	" 152.53403"	""	""	""	" 387.89867"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.992684"	" 6.164947"	""	""	" 6.493431"	""	" 6.786374"	" 6.658071"	" 7.033309"	" 7.083777"	" 6.817097"	" 6.777772"	""	""	" 6.768169"	""	" 6.527115"	""	""	""	""	" 6.331259"	" 6.417595"
""	""	""	""	""	" 152.53314"	""	""	""	" 194.61632"	""	""	""	""	""	""	""	""	""	""	""	" 6.489035"	" 6.648054"	" 6.552360"	" 6.844502"	" 6.184528"	""	""	" 6.491585"	""	" 6.400654"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 152.55637"	""	""	""	" 309.64106"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.677889"	" 6.838482"	" 6.530271"	" 6.476916"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.546590"
""	""	""	""	""	" 152.94711"	""	""	""	"1140.65300"	""	""	""	""	""	""	""	""	""	""	""	" 9.096774"	" 8.642706"	" 8.637772"	" 8.603867"	" 8.926793"	" 7.995898"	""	" 7.523114"	" 7.981196"	""	" 8.290466"	" 7.965677"	" 7.792774"	" 7.771394"	" 7.890954"	" 7.822040"	" 7.934354"	" 7.066215"	" 7.161349"	" 7.189654"	" 7.259956"	" 7.234466"	" 6.496111"	" 7.167472"	" 7.132378"	" 7.069394"	" 7.325189"	" 6.860422"
""	""	""	""	""	" 153.07321"	""	""	""	"  39.38712"	""	""	""	""	""	""	""	""	""	""	""	" 9.384916"	" 9.132170"	" 9.519995"	" 9.436230"	" 9.281377"	" 9.281861"	" 9.227293"	" 8.997990"	" 9.001437"	" 8.995831"	" 9.218942"	" 9.251743"	" 9.107153"	" 9.146903"	" 9.587042"	" 9.551364"	" 9.118289"	" 8.999202"	" 8.653320"	" 8.992556"	" 9.110810"	" 8.683873"	" 8.475621"	" 8.688079"	" 8.602493"	" 8.705929"	" 8.692087"	" 8.700641"
""	""	""	""	""	" 153.05450"	""	""	""	" 267.90333"	""	""	""	""	""	""	""	""	""	""	""	"10.681927"	"10.672129"	"10.702643"	"10.655380"	"10.659888"	"10.832170"	"10.924976"	"10.907151"	"10.981697"	"10.963273"	"11.234979"	"11.242070"	"11.130637"	"11.121783"	"11.081673"	"11.066668"	"11.102581"	"10.871669"	"10.855491"	"10.802257"	"10.811075"	"10.817327"	"10.809229"	"10.794540"	"10.822994"	"10.789389"	"10.754968"	"10.834916"
""	""	""	""	""	" 153.01945"	""	""	""	" 319.75060"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.533421"	""	""	" 7.027086"	" 5.956003"	""	""	" 6.413971"	" 7.220508"	" 7.156052"	""	" 7.227610"	" 7.372515"	" 7.251481"	""	" 6.189364"	" 6.861078"	" 6.958058"	" 6.878862"	" 7.149741"	" 6.652796"	" 7.044410"	" 6.887324"	" 7.126614"	" 6.766063"	" 6.503234"
""	""	""	""	""	" 153.00148"	""	""	""	"1141.83773"	""	""	""	""	""	""	""	""	""	""	""	" 8.609541"	" 7.377593"	""	" 7.487048"	" 7.750986"	" 7.194827"	""	""	""	""	""	""	""	""	""	""	""	" 7.102029"	" 5.113914"	" 7.057135"	" 6.811233"	" 6.844167"	""	""	""	""	""	""
""	""	""	""	""	" 153.12701"	""	""	""	" 520.86589"	""	""	""	""	""	""	""	""	""	""	""	" 7.452996"	""	""	""	""	""	""	""	""	" 6.628486"	""	""	""	""	""	""	""	""	" 7.196248"	" 7.214995"	""	""	" 7.602182"	""	" 7.539521"	" 7.645628"	" 7.756572"	""
""	""	""	""	""	" 154.05756"	""	""	""	" 267.90391"	""	""	""	""	""	""	""	""	""	""	""	" 8.259719"	" 8.235344"	" 8.422169"	" 8.255593"	" 8.333193"	" 8.604650"	" 8.624988"	" 8.612821"	" 8.615977"	" 8.614400"	" 8.851391"	" 8.891642"	" 8.803346"	" 8.831390"	" 8.700204"	" 8.671696"	" 8.828878"	" 8.388805"	" 8.479606"	" 8.613720"	" 8.437050"	" 8.493291"	" 8.386818"	" 8.393526"	" 8.587952"	" 8.450440"	" 8.407503"	" 8.458817"
""	""	""	""	""	" 154.07460"	""	""	""	"  38.72816"	""	""	""	""	""	""	""	""	""	""	""	" 6.652085"	" 6.937485"	" 6.530197"	" 6.965783"	" 6.549479"	""	" 6.447851"	" 6.537577"	" 6.539817"	" 6.522681"	" 5.536074"	""	""	" 6.539464"	" 5.018603"	""	""	" 5.816391"	" 6.209153"	""	""	" 6.343792"	""	" 6.474113"	" 6.183835"	""	""	" 6.427009"
""	""	""	""	""	" 155.05936"	""	""	""	" 387.13794"	""	""	""	""	""	""	""	""	""	""	""	" 7.276191"	" 5.922372"	" 7.584281"	" 6.929955"	" 7.460757"	" 8.113276"	" 8.436792"	" 8.512164"	" 8.480854"	" 8.589056"	" 9.561532"	" 9.541213"	" 9.507026"	" 9.518704"	" 9.375056"	" 9.619568"	" 9.650580"	" 8.181732"	" 8.993205"	" 9.051801"	" 9.022116"	" 7.836670"	" 7.685369"	" 6.690494"	" 9.002885"	" 9.003359"	" 9.021840"	" 9.013905"
""	""	""	""	""	" 155.04332"	""	""	""	" 268.26866"	""	""	""	""	""	""	""	""	""	""	""	" 8.100004"	" 8.219322"	" 8.190403"	" 8.222380"	" 8.268289"	" 7.986150"	" 7.090517"	" 7.197611"	" 7.766729"	" 7.852667"	" 8.150252"	" 8.245410"	" 7.823011"	" 7.696878"	" 7.652368"	" 6.279587"	" 6.775311"	" 7.051222"	" 7.162323"	" 7.998729"	" 7.509234"	" 7.864142"	" 7.553710"	" 7.215126"	""	" 7.187490"	" 7.293018"	""
""	""	""	""	""	" 155.06035"	""	""	""	" 429.22134"	""	""	""	""	""	""	""	""	""	""	""	" 7.382597"	" 7.373242"	" 7.333337"	" 7.629505"	" 7.462279"	" 7.349020"	" 6.896541"	" 7.387636"	" 7.518581"	" 7.216350"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
