"mz"	"mzmin"	"mzmax"	"rt"	"rtmin"	"rtmax"	"npeaks"	"summer.Brarut"	"summer.Calcus"	"summer.Fistax"	"summer.Gripul"	"summer.Hypcup"	"summer.Marpol"	"summer.Plaund"	"summer.Polstr"	"summer.Rhysqu"	"autumn.Brarut"	"autumn.Calcus"	"autumn.Fistax"	"autumn.Gripul"	"autumn.Hypcup"	"autumn.Marpol"	"autumn.Plaund"	"autumn.Polstr"	"autumn.Rhysqu"	"winter.Brarut"	"winter.Calcus"	"winter.Fistax"	"winter.Gripul"	"winter.Hypcup"	"winter.Marpol"	"winter.Plaund"	"winter.Polstr"	"winter.Rhysqu"	"spring.Brarut"	"spring.Calcus"	"spring.Fistax"	"spring.Gripul"	"spring.Hypcup"	"spring.Marpol"	"spring.Plaund"	"spring.Polstr"	"spring.Rhysqu"	"pos_18_Brarut_1.C.4_01_5696"	"pos_19_Brarut_1.C.5_01_5697"	"pos_24_Brarut_1.D.3_01_5704"	"pos_14_Calcus_1.B.7_01_5690"	"pos_15_Calcus_1.C.1_01_5693"	"pos_17_Calcus_1.C.3_01_5695"	"pos_01_Fistax_1.A.2_01_5675"	"pos_02_Fistax_1.A.3_01_5676"	"pos_03_Fistax_1.A.4_01_5677"	"pos_08_Gripul_1.B.1_01_5684"	"pos_22_Gripul_1.D.1_01_5702"	"pos_23_Gripul_1.D.2_01_5703"	"pos_07_Hypcup_1.A.8_01_5681"	"pos_20_Hypcup_1.C.6_01_5698"	"pos_21_Hypcup_1.C.7_01_5699"	"pos_25_Marpol_1.D.4_01_5705"	"pos_26_Marpol_1.D.5_01_5706"	"pos_27_Marpol_1.D.6_01_5707"	"pos_09_Plaund_1.B.2_01_5685"	"pos_10_Plaund_1.B.3_01_5686"	"pos_11_Plaund_1.B.4_01_5687"	"pos_04_Polstr_1.A.5_01_5678"	"pos_05_Polstr_1.A.6_01_5679"	"pos_06_Polstr_1.A.7_01_5680"	"pos_12_Rhysqu_1.B.5_01_5688"	"pos_13_Rhysqu_1.B.6_01_5689"	"pos_16_Rhysqu_1.C.2_01_5694"	"pos_06_Brarut_1.A.7_01_6583"	"pos_12_Brarut_1.B.5_01_6591"	"pos_24_Brarut_1.D.3_01_6610"	"pos_16_Calcus_1.C.2_01_6597"	"pos_17_Calcus_1.C.3_01_6598"	"pos_20_Calcus_1.C.6_01_6601"	"pos_01_Fistax_1.A.2_01_6578"	"pos_02_Fistax_1.A.3_01_6579"	"pos_03_Fistax_1.A.4_01_6580"	"pos_05_Gripul_1.A.6_01_6582"	"pos_11_Gripul_1.B.4_01_6590"	"pos_23_Gripul_1.D.2_01_6609"	"pos_04_Hypcup_1.A.5_01_6581"	"pos_10_Hypcup_1.B.3_01_6589"	"pos_22_Hypcup_1.D.1_01_6605"	"pos_25_Marpol_1.D.4_01_6611"	"pos_26_Marpol_1.D.5_01_6612"	"pos_27_Marpol_1.D.6_01_6613"	"pos_13_Plaund_1.B.6_01_6592"	"pos_14_Plaund_1.B.7_01_6593"	"pos_15_Plaund_1.C.1_01_6596"	"pos_07_Polstr_1.A.8_01_6584"	"pos_08_Polstr_1.B.1_01_6587"	"pos_09_Polstr_1.B.2_01_6588"	"pos_18_Rhysqu_1.C.4_01_6599"	"pos_19_Rhysqu_1.C.5_01_6600"	"pos_21_Rhysqu_1.C.7_01_6602"	"pos_05_Brarut_1.A.6_01_7109"	"pos_20_Brarut_1.A.5_01_7143"	"pos_22_Brarut_1.A.7_01_7146"	"pos_17_Calcus_1.A.2_01_7140"	"pos_18_Calcus_1.A.3_01_7141"	"pos_19_Calcus_1.A.4_01_7142"	"pos_01_Fistax_1.A.2_01_7105"	"pos_02_Fistax_1.A.3_01_7106"	"pos_03_Fistax_1.A.4_01_7107"	"pos_09_Gripul_1.A.2_01_7115"	"pos_23_Gripul_1.A.8_01_7147"	"pos_24_Gripul_1.A.1_01_7148"	"pos_04_Hypcup_1.A.5_01_7108"	"pos_10_Hypcup_1.A.3_01_7116"	"pos_21_Hypcup_1.A.6_01_7144"	"pos_25_Marpol_1.A.2_01_7149"	"pos_26_Marpol_1.A.3_01_7150"	"pos_27_Marpol_1.A.4_01_7151"	"pos_11_Plaund_1.A.4_01_7117"	"pos_12_Plaund_1.A.5_01_7118"	"pos_13_Plaund_1.A.6_01_7119"	"pos_06_Polstr_1.A.7_01_7110"	"pos_07_Polstr_1.A.8_01_7111"	"pos_08_Polstr_1.A.1_01_7114"	"pos_14_Rhysqu_1.A.7_01_7120"	"pos_15_Rhysqu_1.A.8_01_7138"	"pos_16_Rhysqu_1.A.1_01_7139"	"pos_05_Brarut_1.A.6_01_7401"	"pos_10_Brarut_1.B.3_01_7408"	"pos_11_Brarut_1.B.4_01_7409"	"pos_15_Calcus_1.B.8_01_7415"	"pos_17_Calcus_1.C.2_01_7417"	"pos_20_Calcus_1.C.5_01_7420"	"pos_01_Fistax_1.A.2_01_7396"	"pos_02_Fistax_1.A.3_01_7398"	"pos_03_Fistax_1.A.4_01_7399"	"pos_04_Gripul_1.A.5_01_7400"	"pos_23_Gripul_1.C.8_01_7425"	"pos_24_Gripul_1.D.1_01_7426"	"pos_09_Hypcup_1.B.2_01_7407"	"pos_21_Hypcup_1.C.6_01_7421"	"pos_22_Hypcup_1.C.7_01_7424"	"pos_25_Marpol_1.D.2_01_7427"	"pos_26_Marpol_1.D.3_01_7428"	"pos_27_Marpol_1.D.4_01_7429"	"pos_12_Plaund_1.B.5_01_7410"	"pos_13_Plaund_1.B.6_01_7411"	"pos_14_Plaund_1.B.7_01_7412"	"pos_06_Polstr_1.A.7_01_7402"	"pos_07_Polstr_1.A.8_01_7403"	"pos_08_Polstr_1.B.1_01_7406"	"pos_16_Rhysqu_1.C.1_01_7416"	"pos_18_Rhysqu_1.C.3_01_7418"	"pos_19_Rhysqu_1.C.4_01_7419"	"adduct"	"pcgroup"
197.153509859529	197.153015140267	197.153711090288	988.987633987872	982.304101394516	990.13385132973	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8.31936644808582	8.27304762452449	8.13992912569279	8.35857630166138	8.23987641321336	8.20445133558585	8.53104628627857	8.53064332531455	9.00379431700919	8.39018130058051	8.61887090995679	8.53795069054528	8.62150131350216	8.05034617482247	8.21537000302552	8.22648400252887	7.80908667586176	7.97397247646545	8.26380696466073	8.20704659035045	8.74365411416422	8.41236586692008	8.5865861601573	8.45666836462012	8.18454722527686	8.38390496922338	8.21275277561286	7.8729001729778	7.53115232386534	7.92161110098384	8.83171452750776	8.28818710636687	8.86061941031103	8.54793158361701	8.42859795841708	8.29070404985093	8.20891381951999	8.20394548540216	7.81379108379117	7.72403961164188	7.39195762762766	8.21509733772049	8.94750465639307	8.15588286212627	8.26319035259597	9.89099788028292	9.71152960074744	9.61817371075393	8.07628081546094	7.97455486728756	8.32989341169676	8.47919300444769	8.46100479959749	8.19636013790783	7.96288964093307	7.53421072608704	7.69520121894227	7.47362347978324	7.49303415498023	7.42090460086926	7.80059231049711	8.03459002852385	8.18763960505688	8.00931411121283	8.00158489703025	7.54733915423919	7.89166578006965	7.39753212332682	7.67761902635235	8.340089453694	8.56140421196756	8.59294461236786	8.63158831683681	9.05299446936623	8.60538866708423	8.20265777367157	7.96397767795782	7.48103725768139	8.28665033262008	7.57527587992033	7.74921211374432	7.75109330958165	7.53264366172718	7.86167092772005	8.21471297736686	8.13231628431339	8.0009627603803	7.8016924206191	8.24257196290663	8.45750128563334	8.63521086620937	8.62329528782864	8.15226024383051	8.33557767535997	7.85233954696672	8.3285207767627	8.37492211340807	9.05079564343181	8.61605668197015	8.08031497591396	7.60149961454287	8.05003371829821	8.69696120048237	8.54693776490759	8.21229299239475	7.68196738704578	8.08485711944169	7.93380325287162	350.279	1
219.209344520613	219.208473195589	219.209695831135	1000.59881245365	1000.20735612931	1003.66426768652	5	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7.8464429171576	7.59039485769042	8.15496686703917	7.76487672951798	7.60783703382989	7.4721142004384	8.13181793405754	7.82190531658624	8.09530109612253	8.19108624904392	8.40275425792132	8.35902806446798	8.35746079583528	7.89629057044229	8.2130931279308	8.41358197423929	8.26349210362576	8.30766848126004	8.26639063210804	8.07901926778919	8.20076470822616	7.7027849229157	7.66424581133736	7.75513313616952	7.92934573075128	7.92574735992233	7.68011712532615	7.01736594985853	7.0082021793613	6.96578264850405	6.76954093845322	6.82762056707631	6.79731521758101	7.75843939951341	8.08251346182952	8.1225544282033	7.33608668823791	7.4486755708977	8.26466202320743	7.41285574526531	7.76516187351762	7.35719899426249	8.20479444534255	8.27524595369822	8.28824570832388	7.60181310659171	7.14894933528704	7.37504381064826	7.17371921071272	7.15133156217384	7.31321178336826	6.90657317397448	6.95526462325182	6.56237629478528	8.09682420887072	7.91811133710045	8.14485836545298	7.27059677062343	7.27569237946494	6.87124554281504	7.51400705723008	7.34360212796743	8.1255789161154	8.12179405103939	8.97791018887082	7.49905576318406	7.62016923967021	7.57703590567124	7.85576603087505	9.02419766514691	9.31243620435007	9.10640426029383	7.58611364206863	7.43307193898147	7.66581740694112	8.045295930381	7.96794269772972	8.15891696611051	7.23901394855047	7.5989886293368	7.43570418244366	8.03761814192166	7.66858984427456	7.34901986988804	6.99628760520864	7.16085716852708	7.16502860852967	7.56800527522445	8.19970819092663	7.54258388768488	7.36758711960826	8.7735584405202	7.57254900606957	7.93853402388313	7.85085509919717	7.73660629515539	8.11418107226915	8.84162523494266	8.33811453679296	8.09445062911126	7.93409145041692	8.04054481465181	7.86892453452556	7.36531176292613	7.4663123904323	7.04704406595868	7.17165682276853	7.28712830634439	679.307	2
137.131686183395	137.129967093985	137.134822826504	921.112557161427	918.989554436033	923.429384885642	19	0	1	3	2	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	2	1	1	0	0	0	0	8.87163767532737	8.58103747162433	8.89724862347029	9.11727199744758	8.4703531245704	8.58206667144881	8.34627916072875	8.66237747084428	8.89429523826665	8.60150492765274	8.73121895468309	8.78906248274575	8.91405277579335	8.44301087803774	8.68569547784481	8.80889332133018	8.34627450166574	8.5461397674506	8.38949435631047	8.25718748186586	8.5237603801498	8.97670010313182	8.83787745123685	8.33183758402908	8.46809104493093	8.41967935465427	9.15967491852604	7.40483615243801	7.3211541322807	7.46097538589054	8.69622197544351	7.8223507302694	7.92783177584672	7.70720652991212	8.42607454998238	8.30301731008429	7.56491874166209	7.58855915906186	8.4576034351612	7.96223484872504	7.31116728861888	7.37148958502553	8.16736057913774	8.11015084011371	8.26006616204296	8.76424135990276	8.17820657217666	7.94784264390998	7.08076438085723	7.45985528195916	6.99735496658893	7.40041041478761	8.14203161269104	8.14299331266248	8.17352133965214	7.62433338190006	7.71102955652418	8.55131409094196	8.24781558511005	7.95456377808233	7.73975268207917	8.13063619299558	8.27165200292573	7.8484123263151	8.48044289626604	7.43074027701577	8.70970267459768	7.84656080051279	7.87572220879411	8.5072280687969	8.88757287737051	8.75086164116131	7.89979743180794	8.35088733585076	7.88786323978549	7.70810216851633	7.43570701018207	7.48150783076653	7.70554351645152	7.854503786624	8.60484154965831	7.94856916904916	8.23925548801489	8.67793967105238	8.4966397533517	8.57302766618738	7.79949098879989	7.70482139938252	8.53306339096127	8.43092393898405	8.0215313927075	8.81089152979195	7.95493952734276	8.38747384215313	7.9504413995299	8.20412930893206	8.11962361268089	8.56599353199411	8.44315951015787	8.10671232539895	8.08383943253024	8.09928944317959	7.97847825104172	8.85929329929329	8.02900538767274	8.83660878706746	9.22076963629541	8.97086899892765	536.434	3
133.065396122697	133.063478038024	133.066182898688	587.703294828644	586.591268089276	588.573978680336	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	1	7.7144184968031	7.53414708299532	7.17577735396563	7.46749905872626	7.77684959805403	7.33591473676104	7.49029174584192	7.56009350660345	7.5499874444276	7.66280244431673	7.80058852431237	7.53888410519642	7.57274031877782	7.27193128778443	7.55217568100733	7.18111431770564	7.23677294979522	7.58112419166249	7.51015404711666	7.16829634396956	7.84209651584697	7.47311647099359	7.20572913111652	7.36136077100597	7.72652719234576	7.49064999780382	7.4732418003893	6.95336471696045	7.05844025630857	6.78307271120006	6.53104087970567	6.61720425001758	6.96228891777863	7.3178483132053	7.32141075427399	7.4126401147648	7.36658673122463	7.21829857421598	6.92470985442618	7.15762332842797	6.61776654823843	6.80601027035739	7.46307384707967	7.26966131686017	7.55961349873221	7.74649783491372	7.17240107617828	7.06766019993456	6.67229095547075	6.92798134602678	7.23250710260224	6.64274437445061	6.75610818075926	6.33322488966239	6.94459727028946	7.0660692715107	6.63326672462643	7.01102812697751	7.03749217095102	7.02666834258304	7.49712822701256	7.43112185813612	7.22791014063608	7.12232300854401	7.25650090653337	6.57362126311266	7.03553561238027	6.48537813576354	6.67024907683208	7.52730163850877	7.60334311350425	7.65614733075711	7.31903826371137	7.16193588214958	7.41081050867162	6.57997235543245	7.11293361791901	7.01405934935217	6.94889803492386	6.60192552904897	6.96385835281331	7.56683006473705	7.59814213616432	7.63502558666811	7.76805207854654	7.70877007525105	7.63246590952192	7.7650193116812	7.83741246278327	7.88017374310205	8.216448258806	7.75793660788968	7.74921211374432	7.88372072282767	7.95013315030523	7.88786261972727	7.46083493179626	7.62981639370671	7.58804547028657	7.63734712248163	7.45187926162773	7.86556819601922	7.54717251472103	7.4844275646975	7.57257420434767	7.81438314442227	7.8790851108722	7.86583572898098	252.104	4
228.195087507039	228.19002064763	228.197201226315	1016.91368373469	1015.77782659979	1018.92811025707	16	0	0	0	0	0	0	0	0	0	3	0	1	2	0	1	0	0	0	2	3	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	8.23168475490528	8.67976907929188	8.57769697101694	8.52806778846478	8.34555611176569	8.48148808327541	8.08446899050909	8.68896760548259	8.23285608402229	8.50441428792065	8.67300648832937	8.46215990039877	8.69035928743589	8.53319566609374	8.8340443237178	8.61500206506521	8.6703813157926	7.97057944441358	8.75144663865187	8.8819029694487	8.63066186692415	8.25361507052302	8.35358190080338	8.28359922422721	8.77510534696792	8.71616732125172	8.74777266118879	7.65351851208404	7.7316780584528	7.60402388060571	7.60603327437109	7.71421603181775	7.59300291911683	8.25876230108024	8.00187078112508	7.95294688203632	7.78590043153946	7.61534959528898	7.95826453503692	7.48115088113373	7.69183094982965	7.67486576676988	8.17456315439808	7.73993415761567	7.82451949874323	8.60230757024208	8.49346427432216	7.97015161567721	7.69443651752091	7.785760795988	7.49402078751231	7.67422501265562	7.5350446685506	7.64294994284411	7.93525867050848	7.64359406524965	7.55339859273735	7.47438640181146	7.55335791926102	7.46461341981331	7.48971164735493	7.90798707926871	7.858042716002	7.49910214290758	7.77042242449883	7.6279224340536	7.43550881376878	7.54379863244753	7.43558316381739	7.77381993626077	8.00779038445696	7.70907473214018	7.70765959946606	8.00293769234702	7.55432114094928	7.54290887351351	7.50499049870389	7.33574870807079	7.49158746857651	7.68107198434878	7.46037062087284	7.95745983186874	8.2653851918448	7.89154015981947	7.73270936609488	7.70952732323186	8.0652400671612	7.32096630982224	8.16531140534968	7.3735701476064	7.72279437550956	8.91313205588325	7.85586090697973	8.35233009726315	8.30268425429436	8.88474540280627	7.63437591959957	7.60703561324554	7.50271479408058	7.57123416951729	7.52022154825994	7.81683285850981	7.266615034481	7.49276513171943	7.59968010697812	8.59057449961364	8.11337632421242	7.45260660671659	227.188	5
128.070768808049	128.069375144158	128.071429993449	640.053529212302	638.933135632097	640.818579656277	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8.03236239182866	8.06015854024105	8.3255711387115	8.35761018317492	8.72231679431765	7.95911682336703	7.15318670904118	7.7953532378537	7.78734878216891	7.77133553264533	8.40141055362925	8.24373077013182	8.16179742897588	8.19669165505259	8.0152792908902	7.86454589717899	7.81404930296914	7.90281795139707	8.15175429182043	8.26068149915129	8.10316028431715	8.45359374920598	7.38760032225873	7.56824696311357	8.25736905808231	8.40517590185381	8.11235573243816	7.26591072643448	7.8721204733026	7.43887282208614	8.04884451198531	7.5912955413363	7.34468804591699	7.99752861898303	7.84781818241123	7.99120599998805	7.56067822568658	7.64985261091288	7.60105669399137	7.54397934742828	7.25356487179355	7.84130422741256	8.16394157911834	7.94090348804483	7.87562986302784	8.09745253285338	8.14400352733222	8.06849877210355	7.68026062527794	7.80731156786511	8.28648909961259	7.33946496549019	7.84604856946928	7.26963181609501	7.63789528346229	7.67966760147592	7.67932909283982	7.50072847057157	7.77270724014918	7.41934510357909	8.44141736763246	7.97657563081889	8.07418810778081	7.88422705195239	7.77829681850143	7.74184913462682	7.97316646026136	8.22171117836398	8.80823282095952	7.81181072349976	8.14204465662101	7.86503940264159	7.64520255843865	7.83321346108095	8.05309638628534	7.87384069133182	7.64034968232776	7.68125099515638	7.89089820790718	7.89404957142493	7.74135981223735	7.83520907140198	7.7318556568126	8.47134634492873	8.4177881579515	9.16367634597229	8.82432583928758	8.238663698013	7.69321177762502	7.94128703298322	8.388959739885	8.55724652524687	8.14093221407756	8.47614549446207	8.64706025357473	8.59332319081805	7.62195136872979	7.69489540854236	7.61136750938985	7.98730706491151	8.42493791777368	7.65358710050699	8.13565457381289	7.81764476653816	7.65239269936216	8.99932300045983	8.39207057206066	8.75383625293716	232.149	6
135.080856637716	135.080184958006	135.081645044785	664.219013302973	662.559302893509	664.676192495891	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	7.46832570469998	9.80048691683659	8.16915286166984	7.42217317969939	8.03642333376342	8.02743670414773	7.90008061675854	8.51967394586193	7.84755570805018	7.80339007745224	8.06407782919422	7.74546264092616	7.91242605079935	8.31214913584493	6.67957908513987	7.91383785835372	7.76058435952402	7.80170687528647	7.90860128212003	7.6468695809283	9.00139554006178	6.86197099263207	7.26115351002708	7.25634604241316	8.18535320931853	7.32606470246082	9.13189376723714	7.5174860673894	7.69336495216771	7.44615560203623	6.49194215435435	7.02338559920842	6.33624945588817	7.85781187332658	7.68731825105178	7.69351810325155	7.79507353269319	7.48364312320594	7.74259494793023	7.7615849007855	""	7.05021799334734	8.28431054957699	8.10153140606732	8.00361177393644	8.17103678602573	7.8245043757465	8.61231717206839	7.29066360803025	7.27726135728976	6.98512520473789	7.37240046061408	7.07978020398876	6.88592180740631	7.48127751771868	8.26616501214311	7.44357758219226	7.13137996974003	7.14653361740754	7.00128933696096	7.83798803106401	7.57159266133012	7.59017969895382	6.86320658843933	7.70886500178995	6.88423870560607	7.52715466261668	7.15663506064991	7.23308655129071	8.29204252438156	8.34544937319619	8.06143134482528	8.37743444903595	7.61938814093652	8.54711852841746	7.52244078166257	7.4372121012078	6.88732397410961	7.69790243705449	8.31542749666111	7.67719640322252	8.03195733864924	8.03863745381864	7.67917375303369	8.54307074213247	7.81126710736067	8.37643457758828	7.01183593504316	7.7082610846631	7.54232651869211	7.3317987358515	6.68269905200005	7.77701013102486	7.31298578588519	7.3217221252394	7.60378127364295	7.6496926237115	7.76163395748178	7.61948079470601	7.26350452569709	6.59353880283226	7.97197330642644	7.40348513279875	7.42314327926247	7.53347861224109	6.82067038174631	8.16427953524236	7.91892555249476	218.166	7
145.101135913197	145.100289890061	145.10196216394	853.052910816465	851.237549581547	853.406043663293	13	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	7.99288508609088	8.1541731000489	7.90099388184859	7.84617095464054	8.01998640880823	7.75815233190701	7.92209860861078	7.9955542257047	7.88148219790735	7.88722088320538	7.61452130070007	8.17545123345803	8.43822270870402	8.15958153560796	7.69926106910112	7.90973773497598	7.89830117217716	7.67184177924952	8.4236452978729	7.96525599623585	8.21076802616332	8.11703386722391	7.89387189493287	7.8691886346083	7.92848971364962	7.8681599843324	8.38980785946395	7.14046572130922	8.11533531333411	7.16388476292081	7.01661824887996	7.5346357060111	7.13693491624615	7.64375503104476	7.97847825104171	7.84516538872126	7.84525940725549	7.80662799411505	7.61768474212613	7.91598761428164	7.27749767582376	7.41730737578949	8.20304497849593	7.5565437649644	7.67675779949764	10.0253943005713	9.6441844478825	9.62741146928148	7.51463038713649	7.67302773197252	8.57908120305483	7.58375440230665	7.72517598276691	7.92550452359281	7.44340618946373	7.68979398099354	7.58611364206864	7.68589596660472	7.75080412507994	7.51944742811891	7.6350255866681	7.60892232096359	7.61661771730597	7.62449942978306	7.38863949932409	7.88492561688262	7.81641917358543	8.37028515101073	7.64969262371153	8.13714316656097	8.78536945651644	8.76611863501096	8.64110567026288	9.15512968999123	8.98130010317775	7.73726384395966	7.89913264192857	7.75022550507245	7.93384848638673	7.93408930517177	7.89329740892236	7.7217711465095	7.62736521182742	7.61534959528899	8.01884179751326	7.29644038705029	7.54858604753726	7.15172935853828	7.58105620815455	8.18941224012601	7.8253128323983	7.654958733384	7.44172792556413	7.95387776826231	7.77341916462744	8.249671329379	7.47434497883194	8.00338713055686	7.59669628870855	7.60874828089004	7.90081447789566	7.23029330782411	7.50849021924446	7.57850978120505	7.95635345476107	7.86583572898098	7.77529513619314	7.91561976436026	186.097	8
224.200372878758	224.196223752277	224.202133660534	243.27043427414	235.200230413777	245.34330718465	17	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	2	8.64755596927902	8.63195632567011	8.00503197180583	8.80688707699602	7.57932579188971	7.58674027415439	8.69524163143702	8.6429443967218	8.72996249987928	8.34833428904898	8.3410782536518	8.3780524960272	8.72526826126124	8.61858491382275	8.68561977163585	8.6641113797168	8.60255440763918	8.73061052825698	9.88068261622251	9.97482168114046	9.55356741719433	8.80928711731441	8.54406814570442	8.64169917731337	8.15020736408473	7.61779071916157	7.54875507885345	7.21279448022	7.50459503712088	8.43813468967572	6.46324113498331	8.77605402922026	9.06984720231951	9.02233420837762	8.98901577218435	8.84968063872805	7.63481296862676	8.92559159320894	8.65209235221925	9.19296866746355	9.04324017231034	9.12699702317477	8.70134061942281	8.62623350974246	8.62177119198897	8.95003586133556	9.57956553019253	9.78708985948222	8.91742864870727	8.7890812601438	8.87792868017313	7.84361620629267	9.09554802724213	9.29243957473767	8.19600893580641	8.4397881847075	7.32864153603052	7.64089998254082	8.79670640095287	8.70920793326068	""	8.63174113312797	7.41466216473044	7.69627335687065	8.21336872881989	8.14018491938457	8.26640921385004	8.62283238823886	8.72185812111179	7.45273596796974	7.42027790005516	8.428657536063	9.03021131939439	9.42336958538881	9.21657606305147	7.97997430978211	8.22279421096082	8.39528569001448	7.68786077413219	8.39383705484236	8.69862072869381	7.95463517029215	8.72359867170083	8.01180839286353	7.3504389115244	8.08189191608873	8.03665515682317	7.39843386199632	7.92026235123408	7.81262746670528	7.79840359986448	""	7.72124638664837	8.81714162548147	7.8808043446749	7.96572888965982	7.99561579462463	7.86220473372403	7.91807034362389	8.61829094940731	8.65197948729808	9.3581057981972	7.87953369647345	7.91439261977137	8.00675149394112	7.61344134064989	8.00484641127831	7.93387479035458	546.169	9
267.267824587222	267.265125975646	267.27037021152	996.29844922899	995.153537276158	1000.7475235654	104	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	8.42199158368342	8.24297385853319	8.24315191626639	7.86660882526996	7.90996238855295	8.1428946354227	8.91732984851034	8.88515339947133	8.24645267520018	8.74639730363189	8.35587448254191	8.5401813278218	8.73720351930845	8.30841397725644	8.30904630275126	8.66718388378602	8.39453761605983	8.42701466207993	8.25195183207771	8.25430351042027	8.3913632306378	8.21791130045418	8.08104259681673	8.10782608038675	7.95821925438598	8.14272895206782	8.42351384747982	7.79424308281847	7.55546985246414	7.68825768063634	7.99469976278258	7.66635868532921	7.46109185239291	8.12343319560859	7.95106434417538	7.68023186417422	8.04863126848813	7.87999146713833	7.52693724642855	8.19757784533543	7.4638732568824	7.79052012958944	7.80149961209529	7.72170042091581	7.90835774709279	8.35158059410621	7.89191697323853	7.90798707926872	7.92457185760981	7.55423843353821	7.68644876383662	7.80169242061908	7.8045744647467	8.13625955476024	7.80411584625798	7.68484065082718	7.8655455468222	7.51967505038678	7.70720652991213	7.39819532052209	7.84775628745408	7.97362947682246	7.86851574469935	7.77919444643461	7.8037518707875	7.51529228223169	7.53090908772156	7.39037622945094	7.31282015014344	7.74296436367194	8.0143357372994	8.09550601415604	8.04195090433239	8.2074158281894	7.79073475572601	7.25350646560501	7.17834491189351	7.45221681914591	8.0645006174893	7.74855348528692	7.39450047779455	7.43630136383997	8.06143134482526	7.84486459248428	7.48957598665698	7.21764219782601	7.42714889246928	8.04173471148758	8.19998508418604	7.8296227664652	8.09857094671223	7.59460265739355	7.63788850781961	7.58252665385167	7.61302173858469	7.6991393971007	8.33044328393493	7.74398410299844	7.66628929955077	7.73511823537244	7.70038573802701	7.60837050414958	7.73378858152427	7.61783037056273	7.67143449202135	7.41265517563665	7.84382598332228	7.80525944319665	464.207	10
