"mz"	"mzmin"	"mzmax"	"rt"	"rtmin"	"rtmax"	"npeaks"	"X2016.09.27.summer_QC"	"X2016.12.05.autumn_QC"	"X2017.02.08.winter_QC"	"X2017.06.16.spring_QC"	"neg_MM8_1_F.8_01_5714"	"neg_MM8_1_F.8_01_5723"	"neg_MM8_1_F.8_01_5734"	"neg_MM8_1_F.8_01_5744"	"neg_MM8_1_F.8_01_5750"	"neg_MM8_1_F.8_01_5757"	"neg_MM8_1.F.8_01_6617"	"neg_MM8_1.F.8_01_6626"	"neg_MM8_1.F.8_01_6635"	"neg_MM8_1.F.8_01_6646"	"neg_MM8_1.F.8_01_6654"	"neg_MM8_1.F.8_01_7156"	"neg_MM8_1.F.8_01_7157"	"neg_MM8_1.F.8_01_7166"	"neg_MM8_1.F.8_01_7175"	"neg_MM8_1.F.8_01_7185"	"neg_MM8_1.F.8_01_7193"	"neg_MM8_1.F.8_01_7435"	"neg_MM8_1.F.8_01_7436"	"neg_MM8_1.F.8_01_7451"	"neg_MM8_1.F.8_01_7462"	"neg_MM8_1.F.8_01_7475"	"neg_MM8_1.F.8_01_7484"
169.040232110598	169.038872626534	169.04155456549	210.29046578527	209.65734787662	210.966012866098	17	6	5	6	0	3310.52706000001	4244.36890909091	4231.58399999999	2253.72696521738	2308.50736363637	2663.58891428572	2333.88234782608	2311.17995	2413.19066086956	2718.23999999998	2313.36	2362.9864	1868.16	2139.64419130434	2734.032	2523.54024	2953.67972727273	""	""	""	""	""	""
170.044418514324	170.043775356993	170.045857136675	210.217052742558	209.774101497589	210.966012866098	3	3	0	0	0	398.16	""	313.152000000001	228.816	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
174.055887642448	174.053529762228	174.05756624307	401.303735856016	399.919902907938	401.809603132289	11	6	5	0	0	869.567999999996	1214.17445714286	1394.736	1193.47200000001	1193.136	1082.256	980.783999999997	968.688000000002	1201.53599999999	910.895999999994	868.223999999996	""	""	""	""	""	""	""	""	""	""	""	""
174.956166263326	174.955463757062	174.95741034097	1160.48874275282	1140.52298135563	1201.04277429364	44	6	5	6	0	25373.0887500005	28494.4800000005	21632.6880000008	21768.0959999995	25934.4960000003	25798.0799999996	1051.00800000004	10697.2320000001	10063.5360000001	6462.62400000005	4166.06400000016	5752.32000000022	9494.35200000001	10793.3279999998	9335.42399999981	5186.832	3909.69600000015	""	""	""	""	""	""
180.973025743411	180.971797951188	180.973357297431	1139.2349544786	1138.04070260741	1139.96191529474	10	6	0	3	1	14843.7241578946	9610.27200000011	8325.07200000008	9955.6800000001	11502.6239999998	21143.5665217392	""	""	""	""	""	6345.69600000006	6524.11199999988	""	""	6707.23200000007	""	""	""	""	2738.06399999994	""	""
180.973130650315	180.972592464134	180.973192443405	24.7114412030885	24.0077660413043	25.0825401749038	4	3	1	0	0	8834.8933675	8748.432	11646.738804	""	""	""	""	2726.976	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
182.988791186905	182.98794792544	182.98911044537	1127.02908553728	1118.66826020964	1133.57714909708	6	1	3	2	0	""	""	""	8654.016	""	""	""	""	13990.0297419354	22614.8231999999	34861.1542962962	""	""	""	14595.7113999999	6574.51200000003	""	""	""	""	""	""	""
182.988815031622	182.98832479469	182.989046575754	1043.93038630972	1019.34364352487	1078.28451405341	9	0	3	1	0	""	""	""	""	""	""	""	2716.22399999993	3185.61600000002	""	6032.54400000002	""	""	""	""	14461.10578125	""	""	""	""	""	""	""
185.035657797045	185.033841794369	185.03803181465	387.874935131422	387.066747508384	388.555875889882	18	2	5	6	5	471.071999999997	""	""	""	""	456.662828571429	1215.46166896552	1416.7868	1333.24800000001	1247.17432499999	1132.32	2820.91373076923	2759.232	3047.5240875	2987.04000000001	3364.704	3470.93133750002	""	1381.296	1675.968	1972.31999999999	1532.832	1288.500048
185.035352731644	185.033683410905	185.036915520325	165.19281229057	164.440004149932	165.942151797749	11	6	5	0	0	2649.02400000001	2400.048	2268.4917923077	1949.136	2031.24506896552	1689.072	2055.54055384616	2205.91142068966	2258.25600000001	2372.77844	1534.848	""	""	""	""	""	""	""	""	""	""	""	""
185.035924940552	185.033876942521	185.036362314095	327.620078338116	327.060033809731	328.898535672891	3	3	0	0	0	""	""	""	612.191999999994	968.351999999998	1049.328	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
187.051192725337	187.049296059063	187.053118590382	387.884309601727	387.079726446213	388.966256554563	21	4	5	6	6	539.615999999996	""	337.007999999999	456.705539999997	""	541.665351724138	2591.26612800001	2427.4446	2915.680248	3343.0254	2338.22399999999	5663.39546666667	4890.81599999998	5173.9693875	5289.648	5042.688	4997.98272857145	2313.65944615385	2087.23200000001	2413.152	2595.60000000001	2380.896	2684.16446666667
187.050211649057	187.048598601067	187.051502064507	194.967425218197	193.970307290712	195.433542804543	5	3	2	0	0	568.848000000001	""	714.335999999998	""	644.447999999999	""	615.551999999997	""	""	449.625342857144	""	""	""	""	""	""	""	""	""	""	""	""	""
187.097689244794	187.094307272521	187.099586815472	308.962168262346	307.870250639131	311.090812689302	14	5	3	4	2	1864.128	1463.616	1120.224	1540.224	""	1152.816	""	686.112000000005	691.947540000001	642.432000000005	""	""	""	895.662083333337	904.848000000001	1269.40799999999	1024.26867692307	""	""	1054.44041538462	525.503999999998	""	""
188.036730838069	188.033561948982	188.056307491115	374.425849354381	372.619444304802	388.191462816801	6	0	3	1	2	""	""	""	""	""	""	470.400000000004	297.36	410.255999999998	""	""	""	""	""	""	436.8	""	296.688000000002	242.592000000001	""	""	""	""
190.928740818415	190.928249693838	190.929315732083	1187.63083018279	1171.47477429364	1193.93717597979	6	0	3	1	0	""	""	""	""	""	""	2729.32800000002	3306.23999999998	""	2402.40000000003	""	""	""	1330.89599999999	""	""	""	""	""	""	""	""	""
190.928943193862	190.928690107218	190.929636728717	1154.19583018279	1143.9893699954	1159.51818256596	4	0	3	0	1	""	""	""	""	""	""	18538.3489411765	17828.5624077669	""	9478.86213698626	""	""	""	""	""	""	""	4099.87199999998	""	""	""	""	""
192.029981207357	192.028702357631	192.0306754749	90.9825703652044	90.2495330696281	92.0405200556686	7	6	1	0	0	1662.864	1072.176	1881.37236774194	1582.38545142857	1214.976	940.128000000001	""	""	1449.33495483871	""	""	""	""	""	""	""	""	""	""	""	""	""	""
192.929990917021	192.928747512081	192.932762160492	1141.07856570536	1140.29997820358	1142.2308077087	5	0	1	0	4	""	""	""	""	""	""	""	""	""	544.99200000001	""	""	""	""	""	""	""	464.688000000018	""	""	366.911999999996	289.145999999991	430.079999999992
194.08184409694	194.080995989007	194.082854026223	578.748325014079	576.31541605142	580.131641605093	23	6	5	6	6	3106.78225	3905.32800000003	3896.59199999998	4003.44000000003	2790.14399999998	3900.10017446806	2107.05600000002	2305.73002857142	2776.58355652175	2700.16175000004	2886.912	3016.72084999996	3204.30485714289	3503.84249999997	3640.22400000003	4031.99999999999	3285.74400000003	3570.57954545459	3636.52800000002	2662.80000000003	2458.37552727273	2882.99981538464	3093.21600000002
196.062590609662	196.057869440997	196.064273458671	184.634185581709	182.741726567825	186.101943682271	14	6	4	4	0	1353.072	2214.55632	2130.09904615385	1515.024	1624.56	1612.53925714285	1173.312	""	1583.94504	639.072	769.592666666668	""	1365.168	""	1481.23493333333	899.837045454547	1565.088	""	""	""	""	""	""
199.03759113219	199.036581712853	199.038028156185	1088.48394288246	1083.33909601747	1093.44678111281	11	5	2	2	1	""	5225.13599999994	9312.91200000001	5754.15062068969	4134.48000000016	10180.128	""	""	3011.5908888889	2656.75200000002	""	3352.47177777777	""	""	""	""	3295.48799999995	""	""	561.792000000021	""	""	""
200.038277494063	200.03798196561	200.038597060976	1089.19151972214	1084.45650610979	1093.59165249607	38	6	5	6	6	59326.2251111113	55989.0240000006	52455.9839999998	51546.9467647062	63929.039999999	72372.4784999999	25942.8959999999	25416.3540000001	35721.5064	25957.344	39068.4362142847	30046.7999999999	31124.3519999999	27065.4719999999	33712.8959999994	65176.644375	65979.6480000003	33106.540548387	14897.904	16801.0080000003	22470.0673333333	36399.8880000001	37252.9919999997
201.039205984831	201.038833459231	201.039433743613	1088.96207383236	1084.70197793844	1093.59165249607	43	6	5	6	6	250242.720000003	253354.080000003	213599.567999999	278106.573461539	255566.975999995	304263.627555555	105604.128	117216.288	155094.493846154	144271.677333333	121302.048	111635.664000002	113669.472000002	119026.320000002	126150.864000001	113927.519999997	119200.367999999	53778.8647741937	70286.1600000006	59734.752000001	86780.8253076919	63289.968000001	97741.7279999991
201.031502150235	201.030050470523	201.115915594282	387.193375000252	360.848375652299	388.395447157021	9	2	0	4	2	""	""	292.320000000001	""	""	383.712000000001	""	""	""	""	""	""	351.119999999994	886.704000000004	405.551999999998	""	403.872000000002	""	""	510.383999999995	353.807999999999	""	""
202.042581139122	202.041567532654	202.043902349014	1088.81984991826	1084.51888737439	1093.33205883937	29	6	5	6	4	25166.0640000001	13009.5840000001	10293.6960000002	16100.1120000002	27502.6080000004	11277.1680000004	7519.12869230746	7509.93600000008	8067.35999999989	13466.7730285713	6788.54399999999	7979.09238461556	6942.768	6578.54399999996	7083.13200000005	14100.0307499999	6568.12799999993	6769.7603389831	""	7759.07836363641	4383.12000000017	3240.38400000004	""
203.046278434124	203.045549413411	203.04811058693	387.735080930007	387.017482164845	388.900673642447	8	0	1	5	2	""	""	""	""	""	""	""	""	""	382.432012499998	""	871.78700869566	1053.024	""	817.823999999994	494.927999999997	798.672000000001	""	""	""	309.12	""	414.7474
203.043672852913	203.042655788155	203.044890158167	1087.3221282574	1084.78671191048	1092.8155422601	8	3	3	1	0	""	""	4861.91999999983	""	3488.016	5099.47199999994	2332.84799999995	3434.25599999998	2433.18025	""	""	""	""	""	""	""	3893.90400000006	""	""	""	""	""	""
206.972589538226	206.972074736553	206.973349230017	1145.66128422722	1143.88216183119	1167.90030252672	23	6	5	6	5	21689.4720000004	16878.2880000002	19686.9120000003	21539.616	23943.6960000005	20695.688909091	13860.0886666666	15791.1323636368	18327.456	13831.7760000002	12826.7999999999	19853.2319999999	15955.6164	16833.264	11422.3200000002	19127.8079999999	19634.1599999998	8305.24799999988	""	11513.376	14127.7723448277	10890.0960000002	11009.712
209.079939515112	209.077760257141	209.081973432896	308.757779759089	306.470188625072	310.137308797472	6	3	2	1	0	690.143999999996	1148.784	""	""	""	559.104000000001	""	238.896000000002	325.36416	""	""	""	""	""	""	""	394.198379999997	""	""	""	""	""	""
214.013235830049	214.009041053042	214.014892721128	90.8979617693246	90.2654185048113	91.2936454484215	4	3	1	0	0	707.952000000001	1137.36	1236.2289	""	""	""	498.288	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
214.06383816161	214.06320221073	214.064573438437	255.65324231259	255.074768989438	255.703702953644	3	3	0	0	0	""	""	""	560.783999999997	809.883942857146	560.112000000003	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
214.073150891981	214.070130437963	214.074131237196	184.601760850533	183.750494381286	185.765967068632	23	6	5	6	6	160718.777723077	158187.538992	164691.685733334	128567.04	126127.008	133775.247222222	97212.1919999999	95910.5279999999	99044.3865230771	98274.0366000002	96846.1492153843	102458.939648276	114382.8	108866.653572414	107452.255406897	108198.775862069	115039.26152	45456.3583111111	47602.8230142858	47893.2978461539	51291.4400666666	51392.5439999998	52682.7840000002
215.075689469213	215.072717960777	215.076943590705	184.490157928602	183.785330566967	185.765967068632	23	6	5	6	6	20770.454784	21018.794256	19449.36	17327.52	16845.024	16635.227928	14724.528	14511.84	12915.833184	13155.6657333333	13448.4	15309.0938	12942.72	14061.264	13976.592	14964.9344	12768.336	6805.8	6463.8148888889	6276.70454399999	6571.60331538462	7995.13220487805	7288.17599999997
215.12813965254	215.126098333473	215.13172358827	410.905091912488	409.941194174252	411.988264425013	7	3	1	2	1	""	326.664899999998	""	513.522600000002	""	490.896	""	186.816000000003	""	""	""	""	""	311.893661538456	""	""	527.520000000005	""	""	287.279999999999	""	""	""
