"mz"	"mzmin"	"mzmax"	"rt"	"rtmin"	"rtmax"	"npeaks"	"X2016.09.27.summer_QC"	"X2016.12.05.autumn_QC"	"X2017.02.08.winter_QC"	"X2017.06.16.spring_QC"	"neg_MM8_1_F.8_01_5714"	"neg_MM8_1_F.8_01_5723"	"neg_MM8_1_F.8_01_5734"	"neg_MM8_1_F.8_01_5744"	"neg_MM8_1_F.8_01_5750"	"neg_MM8_1_F.8_01_5757"	"neg_MM8_1.F.8_01_6617"	"neg_MM8_1.F.8_01_6626"	"neg_MM8_1.F.8_01_6635"	"neg_MM8_1.F.8_01_6646"	"neg_MM8_1.F.8_01_6654"	"neg_MM8_1.F.8_01_7156"	"neg_MM8_1.F.8_01_7157"	"neg_MM8_1.F.8_01_7166"	"neg_MM8_1.F.8_01_7175"	"neg_MM8_1.F.8_01_7185"	"neg_MM8_1.F.8_01_7193"	"neg_MM8_1.F.8_01_7435"	"neg_MM8_1.F.8_01_7436"	"neg_MM8_1.F.8_01_7451"	"neg_MM8_1.F.8_01_7462"	"neg_MM8_1.F.8_01_7475"	"neg_MM8_1.F.8_01_7484"
396.891801751452	396.890145722568	396.89400852048	1140.7299458274	1139.85113942315	1141.71588687056	19	5	2	6	6	""	1124.92800000001	1168.94399999999	891.072000000009	1383.64800000001	1236.14399999997	""	""	""	1316.112	591.023999999999	1472.01600000006	1126.94399999999	1097.04000000001	985.152000000037	733.151999999983	1159.87200000004	2257.58399999999	1718.63999999999	2488.75200000002	1371.888	1084.272	1859.08799999995
397.04618910924	397.039157629703	397.051709419799	530.41572048669	529.074243603391	531.979101022636	19	6	4	4	5	2031.792	2028.096	1507.29599999999	2499.168	2367.84032727272	2650.03199999999	758.351999999992	917.615999999994	777.021163636358	""	646.20757241379	756.335999999998	686.210015999992	816.815999999997	807.480089999999	""	""	491.568000000004	348.514960000008	342.719999999994	433.775999999993	""	399.504
397.22654371745	397.223734630213	397.22845827356	723.379496200243	720.525271384563	734.84591080364	11	6	0	4	1	1477.19400000001	1439.42399999998	1418.256	2165.85599999999	2008.272	1982.40000000001	""	""	""	""	""	1193.13600000001	1250.92800000001	""	""	828.239999999995	1062.432	""	333.648000000013	""	""	""	""
398.048729466999	398.04517869767	398.050743341748	529.85590613909	528.823604321882	531.075423888158	4	3	0	1	0	440.159999999999	""	""	631.08848571429	493.328072727276	""	""	""	""	""	""	""	""	218.736000000001	""	""	""	""	""	""	""	""	""
398.888259971285	398.883873275027	398.97819800734	1140.63537743625	1140.33498622109	1141.48857784832	7	0	2	0	5	""	""	""	""	""	""	209.951000000017	303.071999999982	""	""	""	""	""	""	""	""	""	884.687999999984	868.56	911.232	618.911999999985	""	880.275000000004
400.909881438719	400.902515907115	400.913328370591	1139.65527048748	1138.84337037077	1140.70774803805	14	3	3	6	2	1780.95313846154	""	833.952000000002	1048.32000000004	""	""	746.284736842117	861.840000000003	""	664.608	""	884.688000000034	1239.50400000005	1136.01600000001	993.888000000008	826.895999999991	947.183999999987	470.735999999999	738.192000000008	""	""	""	""
401.007849545434	401.003341880644	401.012035736781	210.386029133179	209.437598867848	210.966012866098	6	5	1	0	0	830.927999999998	959.860799999998	687.119999999997	429.072000000001	""	484.981199999998	""	""	107.52	""	""	""	""	""	""	""	""	""	""	""	""	""	""
401.925249754153	401.921419736637	401.927906655726	1138.54629668635	1137.70454684366	1139.69960905179	12	4	1	6	1	850.416000000032	""	""	581.615999999997	685.439999999997	1088.97600000001	""	506.016000000004	""	""	""	2250.86399999996	2514.62400000002	1232.11200000005	1380.624	2128.224	2055.64800000003	""	""	""	""	491.799000000004	""
402.913325496169	402.906151008717	402.923704397065	1140.45838604001	1139.28983575069	1141.62084134841	6	5	0	1	0	931.395306122451	556.080000000021	416.976000000016	371.280000000014	""	614.376738461539	""	""	""	""	""	""	""	""	""	266.111999999984	""	""	""	""	""	""	""
403.082173759631	403.078177671267	403.084118122394	373.320468035371	372.763586023851	374.593698729449	22	6	5	6	5	6967.47837500008	7158.39750000002	6865.306344	6474.04800000001	7469.00284799996	6628.60799999998	4594.82309999999	4359.21465600001	4148.92800000002	5188.68218181819	4775.52760000002	3223.05555	3543.709104	4114.29009999999	3812.43998918918	4270.78429411765	3606.2446909091	1317.792	""	1538.05508	1295.14507826087	1505.15899199999	1560.6936
403.010739575138	403.006134010021	403.010940552393	210.217052742558	209.774101497589	210.29046578527	3	3	0	0	0	301.728	446.666676923078	462.672000000003	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
403.118931730071	403.11716492626	403.122033104329	679.622219004136	679.247999544038	683.444450668947	7	6	0	1	0	779.519999999994	898.464000000004	433.103999999999	1213.968	1363.488	986.832000000004	""	""	""	""	""	""	""	628.320000000001	""	""	""	""	""	""	""	""	""
404.083288277418	404.080943465517	404.086634404375	373.426120235107	372.501870173792	374.92966253575	15	6	4	5	0	1456.51293333333	1437.56356363636	1320.91034400001	1197.168	1345.008	1411.77605714286	790.749180000008	""	964.992	998.074956521738	955.361720000002	376.730733333332	646.52813333333	758.687999999997	591.740024999999	""	592.420889999999	""	""	""	""	""	""
404.0012508107	403.998493739646	404.004121825098	1100.28233660633	1098.86219697215	1101.15910995441	11	4	3	1	3	737.184	""	465.024000000005	""	667.295999999999	436.464000000001	902.234888888892	""	""	758.996857142846	396.816	""	""	""	""	1224.08070967742	""	""	369.263999999996	455.95199999999	""	317.184000000005	""
405.002330769034	404.999049489024	405.004389313424	1100.49195228342	1098.86219697215	1109.20167842057	23	6	5	6	6	3037.44000000002	1605.40800000001	1474.032	2008.60800000001	2141.664	1765.68	2897.6088	2409.45599999997	1662.86399999997	3094.56000000003	1972.99200000002	13094.928	10826.928	6167.61599999994	3084.14399999998	4998.73135135139	3133.75679999998	2379.55200000009	2473.96800000001	1611.79200000001	873.600000000033	591.359999999996	2145.696
406.091191346487	406.089625736718	406.092484888895	1089.17827133292	1084.32934631009	1094.13942326401	26	6	5	6	4	5948.91062068969	9264.19200000001	8373.79199999987	5042.01599999999	5082.33600000005	4907.61600000019	6358.06893103446	6956.88000000001	3445.86021428571	3055.24800000001	3100.27200000003	4336.28000000009	7510.27200000002	4291.05600000004	4688.54399999994	4639.64838461524	3746.06400000002	4930.38425454542	""	2737.23862499995	2965.68103448276	""	4388.16
407.092115920786	407.091386851515	407.092844761695	1088.72183954744	1085.01547104067	1093.04625087964	28	6	5	6	6	33260.9760000003	37640.7359999995	35300.8319999995	42406.5030000003	33437.3760000003	29851.2480000002	47637.413672727	30741.1271111112	26521.4473636362	21532.56	33652.9655172406	51217.4600689653	35447.3280000005	22671.9359999998	28867.4399999994	26160.0019999996	33206.2079999995	21965.3279999998	32245.584	14484.2879999999	21819.1551724138	19551.8400000007	36310.1759999995
407.100358901666	407.091452479342	407.104382827052	373.254420374261	371.493861463927	375.26562629097	10	5	3	2	0	686.842399999995	""	604.199919999998	562.800000000001	681.072000000001	755.663999999999	""	581.279999999999	470.063999999997	486.27092727273	""	326.320733333333	""	368.256000000001	""	""	""	""	""	""	""	""	""
408.092905255514	408.09259558241	408.093273243787	1088.24406727606	1084.36248298808	1093.04625087964	33	6	5	6	6	131827.038782607	159231.071999998	148085.951999998	150023.371153846	133674.576000001	138526.845120003	118727.016479996	111774.096000001	93561.9398999992	113028.719999998	113999.169214286	101529.12	142614.527999999	123186.672000001	121786.224000001	121069.717304347	111422.304000001	75552.9600000008	79062.1440000009	138312.122571429	81246.3436800017	61712.4479999996	86055.3119999986
408.933527227224	408.888892841188	408.937347744208	1140.65281672323	1139.85113942315	1143.54624487032	16	6	3	4	2	1294.17184615387	1132.31999999999	766.079999999977	1132.65600000004	900.479999999996	1268.06399999998	825.710999999988	502.31999999997	""	""	498.959999999977	489.215999999977	384.384000000001	276.527999999984	""	376.655999999989	""	231.839999999998	""	231.839999999986	""	""	""
409.093974804177	409.093648511086	409.094181959443	1088.36821973693	1084.69806486057	1092.78661233889	31	6	5	6	6	267422.400000003	272386.800000003	201314.399999999	257569.200000003	279851.375999997	273613.609777777	236421.8916	185562.720000001	181504.599999999	196928.256000002	190287.271428569	150095.568000002	220320.239999996	227144.736000002	220908.240000002	401217.028983049	245497.727999997	139658.400000002	136264.463999997	138963.046249999	140912.734695656	117927.599999999	134958.767999997
409.097616963645	409.094417878662	409.100227785925	373.393805619985	372.837473557749	374.593698729449	23	6	5	6	6	6676.12483200004	5620.85437500002	6077.94223448275	5662.92433548389	5923.82159999998	5976.09600000003	3401.08975714286	3311.95200000001	3457.44000000001	3413.64207272726	3502.21389090909	3889.87480975611	4077.53335714287	4512.81599999999	4459.01488888887	4571.18407058823	4646.47563870966	1847.328	2038.2771	2144.89501621623	2283.12	2630.79509999999	2204.98343076922
409.931944833433	409.92992789398	409.936630808922	1140.68835376081	1139.96675262859	1141.2841366675	4	3	1	0	0	267.119999999997	450.239999999995	""	279.887999999987	""	""	""	""	""	""	286.943999999999	""	""	""	""	""	""	""	""	""	""	""	""
410.097288845489	410.096596582546	410.098270447417	1088.81984991826	1084.61773710184	1093.25559359917	29	6	5	6	6	34548.3900000003	31306.1280000004	53343.0240000001	30507.1536	31285.2960000004	50801.5446545457	18392.3040000003	24262.8960000003	21876.9962727272	41219.1360000001	27516.7628888888	22886.2510434787	19306.5599999999	18810.9599999999	27722.0160000011	26827.5808799998	27615.8400000003	10504.5908888889	12164.88	18472.6215	27927.1456521737	19630.1279999999	13056.2879999999
410.102964121202	410.101647634394	410.105750983737	609.614522902362	606.57754401229	611.48314681912	23	6	5	6	6	12313.3920000001	14340.4799999999	11162.5919999999	17308.032	14837.0880000001	14487.312	2511.28472727274	2552.25599999999	2834.49599999994	2007.26399999998	2372.83200000002	1641.36000000001	2296.22399999998	2875.15199999998	2757.88799999998	2598.62399999998	2515.63200000001	1609.10400000001	1919.232	2167.19999999999	2061.36000000004	2334.46704545454	2162.496
410.100696516083	410.09380589988	410.104093166478	373.745975112489	372.972506532714	374.340828870954	11	6	3	2	0	1525.18910625	979.910584615384	1268.15109230769	789.936000000002	1055.5854	1211.28000000001	631.203965217389	697.536000000002	""	623.720400000001	""	""	""	820.511999999989	871.617114893617	""	""	""	""	""	""	""	""
411.098634766447	411.096955853935	411.099870485575	1088.82124242389	1084.34904068576	1093.66821125422	29	6	5	6	5	8956.30826086948	8657.37599999984	7311.36	9705.02399999997	8489.37600000006	8570.01600000006	13709.3855094338	6898.08000000004	14162.064	13681.738888889	7902.38399999998	6322.39400000009	14687.232	14992.6560000002	8737.3440000001	15302.7107999999	8836.1280000001	5370.28800000005	4003.10399999995	""	4278.295263158	4670.40000000008	5611.87200000004
411.106141695653	411.104310299353	411.111124369485	609.05571124696	606.57754401229	610.310415001349	18	6	5	3	4	3080.78399999999	3599.56799999996	3309.60000000002	5241.60000000004	4316.59200000004	4489.29600000003	676.704000000006	788.591999999995	664.943999999995	683.760000000004	383.712000000003	""	""	504.671999999998	""	376.655999999995	763.727999999999	226.044000000003	""	421.343999999996	638.223130434795	678.751090909094	""
412.108829954293	412.106287902111	412.111951498094	607.007061586006	606.240954540307	607.353714460791	6	6	0	0	0	327.936000000001	745.920000000002	612.192000000012	681.071999999997	691.824	753.984000000015	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
413.018473500115	413.012569884351	413.021115005468	530.80123481939	528.823604321882	532.315789985754	23	6	5	6	6	2457.83999999998	2912.78399999998	2407.43999999998	3109.18149374998	2568.14868571431	2999.47200000002	1497.21599999998	1598.35199999999	1839.67454999999	1308.04800000002	1598.2538	1515.02399999999	1496.60382222222	1598.688	1987.14812142858	1320.71580000001	1607.25267499999	794.640000000006	894.009375	885.024000000005	836.639999999996	830.928	643.440000000006
414.022050915211	414.018345904467	414.026766161976	529.319763483372	528.551467626541	530.705615773165	6	5	1	0	0	374.975999999995	""	368.928000000001	733.487999999999	484.903858064515	311.136000000004	265.776	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
414.953511140087	414.952832777316	414.959637374286	1140.29997820358	1139.72148025172	1141.55760840772	5	1	3	0	1	""	""	""	""	""	386.064000000015	617.44680000001	564.815999999987	""	470.400000000018	""	""	""	""	""	""	""	326.928000000012	""	""	""	""	""
415.986223584343	415.983544180969	415.98835914039	38.9888129465454	38.1477133323805	39.4014213063973	4	3	1	0	0	1438.25655	1143.52220237288	""	""	1506.099906	""	943.570982686567	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
416.972903583897	416.967330368605	417.045718504934	268.809251061737	265.248099167336	270.022322613466	13	5	3	2	0	870.731459999999	""	830.592000000002	662.927999999998	826.02845714286	682.08	996.631612499997	""	875.616000000005	718.704000000002	""	""	652.021875	""	""	201.263999999999	""	""	""	""	""	""	""
418.895115632693	418.892689479467	418.897260565937	1141.16296843727	1140.1870607551	1141.62084134841	7	6	1	0	0	1413.21600000005	1378.272	1123.58399999999	599.088000000023	1441.776	1373.568	678.801724137931	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
419.032905577605	419.026872500664	419.036528193236	530.780236416035	528.927421148224	532.553841185045	22	6	5	6	5	1830.864	1670.256	1926.96000000002	1837.08464210529	2191.07563636363	1946.78399999998	689.807999999997	946.848000000004	1004.57301	680.735999999992	957.076591304347	1483.44	1418.76088000001	1495.2	1392.9460909091	995.694985714304	1635.59530909092	""	959.615999999996	1068.81600000001	992.208000000006	1059.07200000001	825.215999999995
419.055225996262	419.045487808132	419.060661440959	373.035162099975	371.947501583954	373.7862988999	12	4	4	2	2	376.384000000001	314.832	716.747067692307	""	313.151999999998	""	475.882200000001	457.734149999997	""	513.173799999999	365.630171428573	""	329.951999999999	""	""	""	289.318460869566	204.288000000001	246.288	""	""	""	""
419.239855628242	419.237179889115	419.241655527305	997.11118725021	995.727057739011	998.129766223683	9	5	0	4	0	""	655.535999999995	493.248000000008	547.344000000021	976.752000000012	1707.21599999999	""	""	""	""	""	532.224000000006	603.120000000004	""	""	387.743999999998	286.944000000011	""	""	""	""	""	""
419.893154109204	419.889217092038	419.899091927774	1141.25619632842	1140.52298135563	1141.64700679498	4	4	0	0	0	458.639999999992	177.071999999997	258.719999999996	256.367999999996	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
420.036158304336	420.033459598412	420.041271197378	529.860848471183	528.402370080959	531.363787958946	7	3	0	3	1	""	306.768000000002	364.559999999996	387.072000000004	""	""	""	""	""	""	""	302.063999999998	263.15064	""	""	521.879676923086	""	""	243.600000000001	""	""	""	""
420.24919970767	420.244152746425	420.25129113058	563.644831111278	559.162522581618	564.324725389213	15	3	0	6	6	""	""	""	5708.97599999998	6673.29599999997	7053.98399999997	""	""	""	""	""	2110.07999999999	2738.06399999999	3123.45600000003	2901.42797142859	3161.69863636363	2951.88229565217	920.789454545466	994.556887499996	1362.59585714286	1413.55200000001	1408.95282500001	1364.15999999999
420.975931769207	420.974224982181	420.978593033495	1102.24625011581	1099.86997294001	1115.91332979191	16	6	4	3	3	3687.93600000004	1782.14400000001	1347.696	2305.29599999999	2905.39199999999	2454.14400000009	3454.75199999996	""	1761.64799999998	3492.86111999998	1751.232	8618.39999999996	14912.9094957983	""	""	4887.95714999997	""	""	3273.64799999995	""	""	1077.88799999998	2931.26400000004
421.253407362802	421.247160142126	421.26084514624	563.478103359358	559.162522581618	564.468643267008	11	3	0	5	3	""	""	""	1556.35199999998	1885.63200000001	1937.37599999998	""	""	""	""	""	683.424	870.911999999992	723.408000000006	673.869947368411	""	780.527999999994	316.878583783782	157.982666666669	""	""	""	318.864000000001
421.225320476041	421.223979289851	421.226536718021	753.117033171701	744.150279022124	756.631120978663	3	3	0	0	0	""	""	""	1365.50399999999	1587.264	1561.72799999999	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
423.065902170042	423.062307774472	423.070255597183	1097.67344810864	1096.94288476245	1098.29647943486	17	4	5	4	4	1501.40478260868	1542.24000000001	""	1122.912	""	1193.80799999998	1226.83121052633	748.943999999982	798.000000000002	1002.95999999994	1016.06399999997	1088.64000000001	1438.07999999997	""	""	1225.72799999997	1133.32800000001	633.359999999976	""	450.575999999983	623.59835294116	""	550.367999999999
422.984630479732	422.981915491099	422.990349086356	269.669474680862	268.866680514354	270.023097060021	4	3	1	0	0	""	""	692.496	596.400000000002	445.64208	""	423.726264000003	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
424.067395373664	424.065036251571	424.068841712825	1097.05935780482	1084.3000327426	1098.29647943486	26	6	5	6	6	6943.11443478254	6888.67200000006	7140.33600000008	6328.22400000004	6493.87199999986	5367.2640000002	5077.63200000004	5322.91199999977	4269.15517241369	5300.48735999997	4445.28000000005	6790.8959999999	7302.62400000016	5727.12000000007	5640.43199999992	5835.64800000006	6135.3599999999	3323.71200000002	3592.84800000002	3369.07200000002	3184.94400000002	2950.75200000002	3979.58399999997
424.911509945482	424.908985055818	424.915328557136	1141.07856570536	1139.85113942315	1142.62207094011	23	6	5	6	6	5910.57600000004	6157.872	4536.00000000004	4727.52000000018	5993.90399999984	5394.81600000001	2151.91750000001	2371.82399999998	1483.43999999999	1675.29599999998	2944.36799999999	2404.75200000002	1279.15199999999	1397.75999999999	1745.51999999999	1451.52000000001	1893.024	566.15999999999	671.664000000025	944.832000000002	644.111999999991	531.491399999962	1160.88000000004
425.068233604817	425.066570377896	425.069547637778	1097.00150477235	1081.7300123665	1098.09215131537	29	6	5	6	6	14328.1951199999	14498.0640000002	12897.3600000001	14857.2480000002	13389.5999999998	12971.6160000001	10418.6880000001	10726.1279999998	9328.03200000008	10466.4537499999	11294.9759999999	14805.5040000002	14312.9280000002	13707.12	11917.5839999999	12250.5600000001	13126.8479999999	7760.25600000006	7681.96799999984	8206.79999999993	6645.30874999995	7128.57599999996	7152.43199999988
425.064742020915	425.060855757816	425.069733563444	373.479975961029	372.721244063504	374.92966253575	15	6	5	4	0	2497.99555384617	2640.15987692309	2959.12082307693	2262.96000000001	2425.248	2307.68656363636	1695.48035714285	1549.296	1494.192	1888.40542500001	1549.18127999999	1180.51855714286	1476.82142307692	1209.350376	894.095999999992	""	""	""	""	""	""	""	""
425.913969383435	425.909915767196	425.916362632432	1140.85906151116	1140.1870607551	1141.89420828978	12	6	4	2	0	1336.60800000005	1297.29599999996	884.687999999991	866.880000000033	1232.44799999999	1303.34399999996	413.772000000004	495.935999999988	""	327.263999999994	616.56	""	358.848000000014	""	""	""	317.184000000012	""	""	""	""	""	""
426.072255562455	426.063023303552	426.077213030975	1097.2235265951	1096.2930322576	1097.96042021777	19	4	5	5	5	""	1693.43999999996	1409.52000000005	1578.19200000002	""	1570.12799999997	1263.34172727272	1100.73600000001	1290.52654054053	1280.49600000003	1399.10399999997	2288.83200000001	1988.78400000003	1471.34400000001	1758.69827586207	1668.23999999996	""	704.591999999977	643.440000000024	511.392000000002	977.75999999999	""	972.72000000001
426.90963183621	426.90703227856	426.915476493697	1141.16296843727	1140.1870607551	1142.38797933539	13	6	3	3	1	902.160000000034	1141.728	703.248000000027	1058.73600000001	967.344	1245.66979591839	598.712833333327	""	""	389.424000000015	516.431999999998	""	""	""	299.040000000001	295.343999999983	459.648000000002	""	""	""	""	""	144.815999999992
427.176830379057	427.175960902247	427.178172850866	495.903606004735	495.166821418982	497.898170946606	4	4	0	0	0	444.580919999994	""	590.7759	335.328000000001	""	544.412571428573	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
429.154824824496	429.14471911629	429.156561382213	184.299280659069	183.414238450035	184.848896258566	6	1	3	2	0	180.5394	""	""	""	""	""	""	347.76	408.912000000001	374.976	""	""	""	""	370.944	""	293.0792	""	""	""	""	""	""
430.928605824392	430.927192890358	430.931813447431	1140.33498622109	1139.17929429779	1142.29126931918	23	6	5	6	6	6251.28000000003	4779.60000000004	3723.55199999997	3740.352	4885.77600000005	4825.29600000006	2975.91870000005	3398.64	1865.80799999997	2255.56800000001	2544.52799999999	3486.33600000002	2764.272	2805.936	2526.72	2958.816	3615.36000000001	1912.17600000001	1465.63200000006	1851.024	1246.55999999999	1206.09642857138	1730.39999999994
431.079415200977	431.077258169201	431.082106957031	373.745975112489	372.384963486878	374.92966253575	11	6	3	2	0	2234.52431538463	1787.21616923078	1973.44951034483	2141.66399999999	2227.26456774193	1899.744	1314.807552	945.504000000004	""	""	1215.79272	""	""	""	""	1495.29206896552	827.169444444438	""	""	""	""	""	""
431.931746922769	431.927366497773	431.938722912271	1140.25918092185	1139.17929429779	1141.37984061073	18	6	2	6	4	1124.928	1069.82400000001	810.096000000031	540.62400000002	1024.464	1148.44799999997	""	523.823999999994	""	415.631999999997	""	634.032	507.813000000009	475.103999999995	535.58400000002	412.943999999985	568.511999999992	""	332.975999999996	265.439999999994	""	246.287999999995	360.527999999991
432.927550641309	432.916560191644	432.933807593361	1140.14635045515	1139.38532488606	1142.29126931918	15	6	4	4	1	1027.73279999998	710.639999999958	432.43199999999	596.063999999988	800.688000000005	374.639999999997	509.68928571429	429.743999999992	301.056	""	333.648000000013	474.432	489.339473684201	403.871999999999	""	""	382.032000000014	""	""	""	""	""	327.936000000012
434.023619328065	434.021900821407	434.024622783748	1085.36558363714	1084.97281834752	1087.20653717569	6	6	0	0	0	4430.45699999997	4258.80000000003	4760.44800000007	4175.80799999997	3929.85600000002	4682.71568181817	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
434.873875624882	434.871458473985	434.878869809345	1141.26920650067	1140.52298135563	1141.6997776302	8	6	1	1	0	2045.82214285726	2002.89600000008	1387.68000000005	1608.76799999999	1782.81599999997	1894.70399999999	""	805.055999999994	""	""	""	414.95999999999	""	""	""	""	""	""	""	""	""	""	""
435.024632939618	435.02425405716	435.025818514902	1085.41789528464	1084.59208225256	1086.09703883863	6	6	0	0	0	7924.84055999995	6945.11999999979	11056.7519999999	10726.7999999999	6833.23200000004	8397.31200000011	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
435.12945553241	435.126456997925	435.130675858427	319.766090855964	319.341250563114	321.505960737983	23	6	5	6	6	348489.169056001	342429.842175001	345069.991728002	313395.676416001	319837.051872002	316988.447999999	214696.63215	212993.194699999	223369.103999999	214140.863999999	219588.044250001	420019.047000001	437841.254769229	443541.503999999	435136.726823077	431524.8	437527.775999999	204414.066960002	201429.312000001	204578.293295999	210206.975999999	214132.638096001	218899.810584
435.100556511464	435.093448794564	435.110462635295	372.959178328218	372.651633685546	374.257734872043	10	5	3	2	0	""	1311.60314999999	1244.29345384615	799.680000000003	673.10815	1188.2592	573.410971428567	653.520000000002	669.984	""	""	""	""	""	756.058695652171	""	357.168000000014	""	""	""	""	""	""
436.132351401728	436.129863355788	436.134132456843	319.721464306451	319.341250563114	321.505960737983	23	6	5	6	6	83257.0596000001	81115.1768869566	82461.3784499997	69567.39075	71804.0704173921	72734.5920000001	49196.71185	50627.2681565217	49970.5919999998	50870.0639999999	51927.2843250002	93813.1759680002	98501.8486153843	97090.2239999999	100592.062824	103927.824	106380.288	46655.8088400004	48932.6880000002	49342.2214999997	50694.0000000003	51636.8080800003	51798.2537499999
436.949382923566	436.877420096544	436.951671480046	1140.14635045515	1137.61678447966	1141.95445285808	15	2	4	5	4	""	""	753.311999999999	""	""	237.887999999998	""	2295.88800000002	1660.84800000001	2693.71200000002	1915.87200000002	3235.67999999995	3237.09472727268	1418.92800000001	1582.224	2310.33599999997	""	3880.79999999995	""	""	1422.28799999998	1834.56	3000.14400000005
436.949303597892	436.94696868312	437.022899597127	1107.38351079322	1083.02831484874	1115.06152363024	6	3	1	0	2	302.736000000011	""	""	""	6690.51734693869	6855.40800000006	""	""	""	10171.728	""	""	""	""	""	""	""	""	14053.8350000001	""	""	""	7874.49600000008
437.134921879844	437.130999451126	437.135853611418	319.725912789479	319.341250563114	321.505960737983	23	6	5	6	6	16116.3901565217	16486.8312750001	16437.4282499999	14773.5256695652	14745.2127545455	15548.4	10349.4718363636	10281.9248727272	10635.072	10254.384	10765.82655	20132.0834	20885.7232285715	19996.368	20155.2854608694	21057.4560000001	20372.6880000001	9279.06675000001	9236.97600000001	9965.89879999994	10099.152	9062.93027500005	10389.893
437.110922093097	437.069013743415	437.115107788355	598.014468446875	597.847380888166	621.037052819377	3	3	0	0	0	""	259.681499999998	""	402.953925000001	417.311999999996	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
438.137082502746	438.134218271583	438.139938556156	319.861175834197	319.341250563114	321.843132789003	23	6	5	6	6	2597.70163636365	2582.40030000001	2573.32627499999	2193.76407272727	2071.97071578945	2107.39200000001	1416.80596363637	1866.75775	1744.17599999999	1393.056	1529.66035862069	3387.76587272726	3282.5576347826	3346.22400000001	2945.42105454543	2851.632	3186.96000000001	1645.74458400001	1644.04800000001	1374.19263529412	1297.96799999998	1552.73579999999	1572.41137142856
439.153865846012	439.149955414167	439.15570668793	595.359005782981	592.784767136212	596.031216420942	8	2	3	3	0	706.272000000005	""	""	""	""	5827.40836799993	1949.24125000001	361.603957894733	""	""	5922.08697599996	1133.234784	1035.3582	""	""	""	2888.82646363637	""	""	""	""	""	""
440.040844318998	440.03762605804	440.045667811413	1098.71049260536	1097.85442105979	1099.64071653914	23	6	5	6	6	1513.33559999999	1288.89599999999	1175.99999999999	1235.76070588232	1439.424	1447.82400000005	1558.36799999995	1491.16799999997	1061.75999999995	1385.64503999999	1001.27999999998	2783.76000000004	2579.80800000003	1795.58400000002	1459.32499999999	2013.5300869565	1769.40469565216	1101.40800000001	1291.58399999996	836.640000000032	966.336	622.271999999985	1037.232
440.888898813119	440.886509643076	440.890405580567	1141.16296843727	1140.1870607551	1142.62207094011	23	6	5	6	6	13890.5760000001	14826.3360000001	10175.7599999997	10401.8880000001	13547.5199999996	12663.5040000001	5487.88800000001	5028.91200000003	3750.09600000004	4294.41599999982	6374.59199999973	4434.86400000017	4436.54399999991	3898.944	3840.81599999987	3552.19199999999	4653.59999999999	1911.84000000007	1294.27200000005	2327.136	1584.91199999998	1474.89218181816	3132.52800000012
441.042187987189	441.039716926684	441.045259434011	1098.80302813683	1097.85442105979	1099.64071653914	23	6	5	6	6	3540.43200000003	3350.25600000002	2914.46399999999	2771.38666666671	3456.43199999998	3035.76000000011	3490.36800000003	3678.86400000004	2489.93124999998	3562.60800000003	2823.40800000003	7510.60799999993	7659.79199999991	6315.11999999986	3967.48800000005	5054.8462500001	4206.38400000004	2802.91200000002	2902.03200000002	2391.984	1955.78820000005	1581.55200000006	2680.27200000002
441.0352058589	441.031730368192	441.042008570416	373.888386652519	373.040294428057	374.826597195649	6	3	1	1	1	""	""	""	337.008000000006	726.432000000003	874.732944000008	""	873.694545454546	""	""	""	""	""	""	""	""	424.743915789476	""	""	265.469625	""	""	""
441.20269405992	441.199252377779	441.206166650474	984.688657188284	980.268400938308	986.109578346287	9	3	0	6	0	315.503999999992	""	219.744	""	""	340.367999999994	""	""	""	""	""	840.336000000018	967.007999999994	552.048000000006	485.520000000011	411.599999999996	642.095999999997	""	""	""	""	""	""
441.252777937841	441.24936792378	441.25948283224	734.030284038059	730.095198015103	748.221225936571	9	4	0	5	0	""	587.663999999995	714.000000000006	823.536000000003	568.176000000006	""	""	""	""	""	""	503.663999999997	452.928	454.944000000002	""	422.687999999999	291.647999999996	""	""	""	""	""	""
441.892218844102	441.888733373781	441.899258618826	1141.06603682713	1140.52298135563	1141.6997776302	8	6	2	0	0	1210.27199999999	1446.81600000001	988.848000000037	998.256000000038	997.919999999967	1050	""	682.416000000026	""	""	578.591999999997	""	""	""	""	""	""	""	""	""	""	""	""
