"mz"	"mzmin"	"mzmax"	"rt"	"rtmin"	"rtmax"	"npeaks"	"summer.Brarut"	"summer.Calcus"	"summer.Fistax"	"summer.Gripul"	"summer.Hypcup"	"summer.Marpol"	"summer.Plaund"	"summer.Polstr"	"summer.Rhysqu"	"autumn.Brarut"	"autumn.Calcus"	"autumn.Fistax"	"autumn.Gripul"	"autumn.Hypcup"	"autumn.Marpol"	"autumn.Plaund"	"autumn.Polstr"	"autumn.Rhysqu"	"winter.Brarut"	"winter.Calcus"	"winter.Fistax"	"winter.Gripul"	"winter.Hypcup"	"winter.Marpol"	"winter.Plaund"	"winter.Polstr"	"winter.Rhysqu"	"spring.Brarut"	"spring.Calcus"	"spring.Fistax"	"spring.Gripul"	"spring.Hypcup"	"spring.Marpol"	"spring.Plaund"	"spring.Polstr"	"spring.Rhysqu"	"neg_18_Brarut_1.C.4_01_5739"	"neg_19_Brarut_1.C.5_01_5740"	"neg_24_Brarut_1.D.3_01_5751"	"neg_14_Calcus_1.B.7_01_5732"	"neg_15_Calcus_1.C.1_01_5735"	"neg_17_Calcus_1.C.3_01_5737"	"neg_01_Fistax_1.A.2_01_5715"	"neg_02_Fistax_1.A.3_01_5716"	"neg_03_Fistax_1.A.4_01_5717"	"neg_08_Gripul_1.B.1_01_5724"	"neg_22_Gripul_1.D.1_01_5745"	"neg_23_Gripul_1.D.2_01_5746"	"neg_07_Hypcup_1.A.8_01_5721"	"neg_20_Hypcup_1.C.6_01_5741"	"neg_21_Hypcup_1.C.7_01_5742"	"neg_25_Marpol_1.D.4_01_5752"	"neg_26_Marpol_1.D.5_01_5753"	"neg_27_Marpol_1.D.6_01_5754"	"neg_09_Plaund_1.B.2_01_5727"	"neg_10_Plaund_1.B.3_01_5728"	"neg_11_Plaund_1.B.4_01_5729"	"neg_04_Polstr_1.A.5_01_5718"	"neg_05_Polstr_1.A.6_01_5719"	"neg_06_Polstr_1.A.7_01_5720"	"neg_12_Rhysqu_1.B.5_01_5730"	"neg_13_Rhysqu_1.B.6_01_5731"	"neg_16_Rhysqu_1.C.2_01_5736"	"neg_06_Brarut_1.A.7_01_6623"	"neg_12_Brarut_1.B.5_01_6631"	"neg_24_Brarut_1.D.3_01_6649"	"neg_16_Calcus_1.C.2_01_6637"	"neg_17_Calcus_1.C.3_01_6638"	"neg_20_Calcus_1.C.6_01_6642"	"neg_01_Fistax_1.A.2_01_6618"	"neg_02_Fistax_1.A.3_01_6619"	"neg_03_Fistax_1.A.4_01_6620"	"neg_05_Gripul_1.A.6_01_6622"	"neg_11_Gripul_1.B.4_01_6630"	"neg_23_Gripul_1.D.2_01_6648"	"neg_04_Hypcup_1.A.5_01_6621"	"neg_10_Hypcup_1.B.3_01_6629"	"neg_22_Hypcup_1.D.1_01_6647"	"neg_25_Marpol_1.D.4_01_6650"	"neg_26_Marpol_1.D.5_01_6651"	"neg_27_Marpol_1.D.6_01_6652"	"neg_13_Plaund_1.B.6_01_6632"	"neg_14_Plaund_1.B.7_01_6633"	"neg_15_Plaund_1.C.1_01_6636"	"neg_07_Polstr_1.A.8_01_6624"	"neg_08_Polstr_1.B.1_01_6627"	"neg_09_Polstr_1.B.2_01_6628"	"neg_18_Rhysqu_1.C.4_01_6640"	"neg_19_Rhysqu_1.C.5_01_6641"	"neg_21_Rhysqu_1.C.7_01_6643"	"neg_05_Brarut_1.A.6_01_7162"	"neg_20_Brarut_1.A.5_01_7181"	"neg_22_Brarut_1.A.7_01_7183"	"neg_17_Calcus_1.A.2_01_7178"	"neg_18_Calcus_1.A.3_01_7179"	"neg_19_Calcus_1.A.4_01_7180"	"neg_01_Fistax_1.A.2_01_7158"	"neg_02_Fistax_1.A.3_01_7159"	"neg_03_Fistax_1.A.4_01_7160"	"neg_09_Gripul_1.A.2_01_7168"	"neg_23_Gripul_1.A.8_01_7186"	"neg_24_Gripul_1.A.1_01_7187"	"neg_04_Hypcup_1.A.5_01_7161"	"neg_10_Hypcup_1.A.3_01_7169"	"neg_21_Hypcup_1.A.6_01_7182"	"neg_25_Marpol_1.A.2_01_7188"	"neg_26_Marpol_1.A.3_01_7189"	"neg_27_Marpol_1.A.4_01_7190"	"neg_11_Plaund_1.A.4_01_7170"	"neg_12_Plaund_1.A.5_01_7171"	"neg_13_Plaund_1.A.6_01_7172"	"neg_06_Polstr_1.A.7_01_7163"	"neg_07_Polstr_1.A.8_01_7164"	"neg_08_Polstr_1.A.1_01_7167"	"neg_14_Rhysqu_1.A.7_01_7173"	"neg_15_Rhysqu_1.A.8_01_7176"	"neg_16_Rhysqu_1.A.1_01_7177"	"neg_05_Brarut_1.A.6_01_7446"	"neg_10_Brarut_1.B.3_01_7455"	"neg_11_Brarut_1.B.4_01_7456"	"neg_15_Calcus_1.B.8_01_7463"	"neg_17_Calcus_1.C.2_01_7466"	"neg_20_Calcus_1.C.5_01_7470"	"neg_01_Fistax_1.A.2_01_7437"	"neg_02_Fistax_1.A.3_01_7438"	"neg_03_Fistax_1.A.4_01_7439"	"neg_04_Gripul_1.A.5_01_7440"	"neg_23_Gripul_1.C.8_01_7476"	"neg_24_Gripul_1.D.1_01_7477"	"neg_09_Hypcup_1.B.2_01_7453"	"neg_21_Hypcup_1.C.6_01_7472"	"neg_22_Hypcup_1.C.7_01_7473"	"neg_25_Marpol_1.D.2_01_7479"	"neg_26_Marpol_1.D.3_01_7480"	"neg_27_Marpol_1.D.4_01_7481"	"neg_12_Plaund_1.B.5_01_7458"	"neg_13_Plaund_1.B.6_01_7459"	"neg_14_Plaund_1.B.7_01_7460"	"neg_06_Polstr_1.A.7_01_7447"	"neg_07_Polstr_1.A.8_01_7449"	"neg_08_Polstr_1.B.1_01_7452"	"neg_16_Rhysqu_1.C.1_01_7464"	"neg_18_Rhysqu_1.C.3_01_7467"	"neg_19_Rhysqu_1.C.4_01_7469"	"adduct"	"pcgroup"
107.050099594714	107.049351994595	107.050847194833	442.233647097918	441.812411502395	442.654882693442	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14829989379236	6.99545841665016	7.83054643723044	""	7.02806579631629	5.79486555101588	""	7.11703030533634	7.38293369233586	6.93487226747008	8.94050353770609	8.08001943580435	7.23500053619637	7.20803827329569	7.91134223695547	7.69592829859802	7.89283238326868	8.39140137088588	6.8204248647419	""	7.1332512611599	7.16142344172217	8.14669893315756	7.08525188093155	6.46159316854187	6.41264551165615	6.63727508692488	7.3975992630224	6.52646692127649	""	""	""	""	6.34006296352703	6.01484960067678	""	6.71276241322815	6.34253326549016	5.52850686752548	7.07822373854886	""	6.20237356075385	7.69444002604821	7.63649057852176	7.55958460035984	""	""	""	6.1108014518074	""	6.6608747628348	""	""	""	6.44579048290251	""	6.45854362829363	""	""	""	6.5657742129484	""	6.21612017205375	""	""	""	6.88153691682754	""	""	7.75022550507247	7.7817028599641	7.83712009682826	""	""	""	7.00373432595403	""	""	6.70672155652255	""	6.54672762297452	7.33359872165112	7.91886286250979	7.22590059891046	6.88550862821809	8.25945819533241	7.53880902023793	""	""	""	""	""	6.50424026819758	6.84124106313525	""	7.60820374020355	7.89799022262669	7.60900533326667	7.73454335235044	""	""	""	7.25407954682276	7.27627205783592	7.35265536817243	7.34295004852099	7.59527867567179	6.70551411089117	258.089	1
291.195890821743	291.194363267428	291.197042939597	595.018651661912	593.524055409763	598.734937221142	33	0	0	2	1	0	0	0	3	0	2	0	3	3	1	0	0	2	2	1	0	2	3	0	0	0	0	1	0	1	1	1	0	0	2	2	0	""	""	""	6.14857085476087	""	""	6.92994752529975	7.31681537192726	""	7.59764114723972	""	""	""	""	""	""	""	""	""	""	""	7.91507517185486	8.34281223231127	8.20419208152021	""	""	""	""	8.60849796358043	7.11860574290463	""	""	""	7.42489775370514	7.66966793991447	7.60499283254863	8.00501438836504	8.98990116063605	10.0223612667863	8.70896477701383	""	""	""	""	""	5.6039179395022	""	""	7.30343240819188	6.97932403004091	""	6.97974910974975	""	7.14031848571274	""	""	7.08802455737964	5.13391431025637	""	""	7.99762353686417	6.38412806337895	8.17793173148226	8.51231297752038	9.47836484873573	7.72709801055591	""	""	""	6.19713971066791	""	""	""	""	""	""	""	""	5.19535397548995	8.42034120077506	""	""	""	""	6.43067386118031	""	""	""	""	8.03003985650534	7.27100055096518	""	""	""	""	""	""	""	""	""	7.2853807201868	7.38239454276038	""	7.36881310920774	6.97571871643584	""	""	""	292.203	2
227.072508103371	227.072313590966	227.072702615776	534.06031064223	533.663807586365	534.456813698095	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	""	""	""	""	""	""	""	5.28947841788083	""	7.11375429913045	""	""	""	""	8.35183420207321	8.23463079104934	7.94878930097855	""	""	""	""	""	""	5.24277286232473	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	8.07008575240392	8.09591572429184	8.07937986209075	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	8.16629353833402	8.44393094857348	8.01597730517237	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	8.93324118101641	8.75535298398682	""	""	""	""	""	""	""	""	""	""	456.159	3
195.085517037672	195.079188584772	195.087841709435	578.170053169674	576.39512721607	579.128066918545	19	0	1	1	0	1	2	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	2	0	2	1	0	0	0	0	0	1	""	""	""	5.89869114695563	""	""	""	6.0687851389826	""	""	""	""	5.7709030124462	6.85718971973112	""	7.74918833929556	8.06620166568909	7.92362299568972	""	""	""	""	""	""	""	6.10828712166924	""	5.78665195247851	""	""	5.83128875267684	""	""	""	""	""	""	""	5.96151633551987	""	""	""	8.34627390100573	8.46665127782931	7.67267588586402	""	""	""	""	""	""	""	""	5.50632299549335	""	""	""	6.32332617117153	""	""	""	""	5.26198527730063	""	""	""	6.60928331877647	""	""	8.46865053161507	8.31320499914178	8.15071539120248	""	""	""	5.62497733421367	""	""	5.90053276810229	5.78562049287182	""	""	""	""	""	5.67115183916224	5.4561412917416	""	""	5.45731984915857	""	""	""	""	""	""	8.56813898361376	8.12114578478282	8.20111391667658	""	""	""	""	""	""	""	5.38786552318967	""	470.175	4
85.0290177548178	85.0282522656985	85.029844770122	47.3932739527573	39.6139914472785	49.0353613499614	18	0	0	0	0	0	3	3	1	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	""	""	""	6.68295034834126	""	""	6.65683138387138	7.39567740873022	6.85029564330886	""	6.31441351016448	""	""	""	6.60965108440119	8.73576300829965	8.78926039565952	8.78803459105316	8.7755526383418	9.00133083078096	8.80012858652189	""	""	6.00026570306105	""	""	7.38857629765983	""	""	""	5.5662133489669	""	""	""	""	""	""	5.63822256096369	""	""	""	""	8.12623877548294	8.8218237283038	8.18863264949612	9.016403750567	8.71212664559288	9.08173986189161	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	8.94499671081099	8.73445689388027	8.54439265655074	9.2349176579342	8.83270558285143	9.83212581685942	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	7.58662502024394	7.79366294159556	7.65518112240438	8.98062607125312	9.32496944643026	7.88004154058631	""	""	""	""	""	""	131.027	5
151.039819444213	151.039559663519	151.041227154258	219.167352257919	216.074100552	220.560727552795	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	8.44248824892787	8.63869701947205	7.36617128776724	""	""	""	""	""	""	""	""	""	7.92977717350409	7.50298936942045	""	""	""	""	""	""	""	""	7.23743535818064	""	""	""	""	8.83616818913432	8.51814683521233	8.4685018143672	""	""	""	""	""	""	""	""	""	8.32365630818885	6.83848236828787	""	""	""	""	6.35486271941131	""	""	""	""	""	""	""	""	9.18795242161046	9.14602659564018	9.23426068275974	""	""	""	""	""	""	""	""	""	8.69580387141584	""	7.07114746701191	""	""	""	""	""	""	""	""	""	""	""	""	9.71983102506521	8.62136114505457	9.56459314009003	""	""	""	""	""	""	""	""	""	276.101	6
163.039826094942	163.03882246295	163.04140901115	188.752407081875	185.562974784814	190.152908647533	21	0	2	1	0	2	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	8.63830603387523	8.56132921924688	8.64819917861352	9.07495331765384	8.55860434568113	8.63082105815449	8.91508017103716	9.02494434584114	8.83267747334102	8.42423751631024	8.69748869715417	8.84317863331327	7.96865303345149	8.01211104227731	7.87488018755262	8.74415553277968	8.25675890334559	8.00775859971639	8.59193325449199	8.52253843551503	8.76868609292014	8.16717360576655	8.24990015061728	8.08188203820773	8.98331529881093	8.63453624915367	9.01816941913897	8.80937429112706	9.20003760909287	9.67557733815094	8.42611090172182	8.55157950248694	8.29323902066124	8.95827217475692	8.97486094314582	9.14364728456964	9.74501701650262	9.57293706130832	9.60985180051958	8.3925643792305	8.24967132937899	8.37596270971579	9.45414595970929	8.95974746673024	8.11653811338539	8.94115498183646	8.81119280269119	9.07571288851603	8.7371116720199	8.42236856343259	7.68693788619698	8.37725550381162	8.42961842342514	8.24694545387271	9.10028414351007	9.22842009855276	9.90864890689199	8.66329497897665	8.69353082754207	8.77794732134586	9.18526868754716	9.42716276310676	8.77101158639836	9.36254075026618	9.54890096244939	8.40971069785034	9.03971071659799	8.35960846441688	8.59948034408411	7.96257392937719	8.06044221289296	8.06671732816636	9.0114065372977	8.97566024894209	9.24733891924657	7.76173476749305	8.04820025125218	8.62560983236222	8.61023809768736	8.54372662776401	8.4093077818038	8.58816592168869	8.70768727032454	8.87921744879179	8.64211483933031	8.51571300770216	8.47007139474746	9.03202079873463	8.78464969914641	9.23942568968977	8.90358245336945	8.90359779678566	9.25042071554134	8.10237240222996	8.71093013068331	8.708079846528	7.67556005927061	7.97368136993221	8.29488506768276	8.01301324260498	8.26212274197073	8.15685819895213	""	8.31657796108253	9.14555610582225	9.28626674244713	8.74164933573249	8.71081070795204	215.08	7
203.082322645292	203.080920307416	203.083548489089	142.447570900613	128.092972953443	146.402020682048	88	3	3	3	3	3	3	1	3	3	2	0	0	2	1	3	0	3	3	2	3	0	3	2	2	0	1	3	0	1	0	3	0	0	0	1	2	9.62446275153404	9.45161362261081	9.34634989150624	10.32101187335	10.4368349269588	10.0147103820174	9.73181026121256	10.0010784837342	8.90983401883082	9.57740388736031	9.73073873635291	9.93580620126589	8.39092522471339	9.23457551408923	10.3373693981012	9.33903702044938	9.35449098654782	9.30888225335677	""	""	9.27855181072213	9.40583503342733	9.16537921877888	8.95138671616326	9.71433828641635	10.032771185864	9.72194186989945	9.35171031223497	8.68960177665915	""	""	""	""	""	""	""	9.33576559823041	""	9.55325771563066	8.94363443176586	""	""	8.66984615361815	10.2111381497233	9.25724985448628	""	""	""	8.76107171715639	9.24209017029016	8.76081589834897	9.18371692977384	9.41178981867831	8.97267006253719	9.32625420641039	9.20082177241183	6.35710716102897	9.4512535632664	10.1000180111931	9.13080916330344	""	10.3074763714655	""	9.79321489549012	9.89713264965503	9.02476192366419	9.01042299270013	7.94731493986665	""	10.7754391073416	9.95164168802717	10.157894735354	""	""	""	""	8.39914452048193	""	9.18815856467448	9.2258921573793	9.33739918048189	""	""	""	""	9.32562683749689	""	""	""	""	9.08162453768111	9.84420158935937	8.99699282277539	""	""	""	""	""	""	""	""	""	""	8.26420045934989	""	9.09523654403537	9.54655973993708	""	203.082322645292	8
231.06097045937	231.059928389303	231.062012529436	39.0794581792978	38.8382085252803	39.3207078333153	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4973802531579	8.93537654190534	7.62245450832655	6.76751151132593	7.78951702458311	8.06954408001639	7.43042468477234	8.99500262988664	6.46995704374962	8.66147435840844	8.29016594640159	8.65508006076631	7.90361280337149	6.9516681247473	6.76915622997051	8.0419509043324	8.08956430576405	7.84723114631033	7.23530271893239	7.59141655260333	7.64178151986233	8.39311185163425	8.29028255353278	9.05939096261042	6.63733142308663	8.1929261540618	""	9.3935717214848	8.79053921098091	8.88883177951653	8.70711806505327	8.08479420094798	""	10.1343235305256	""	""	8.53133010569211	8.86964900733865	9.33807479459079	8.90405431357058	""	""	7.61294427978209	""	7.08619752718548	""	""	""	8.43007584838607	""	""	""	""	""	9.07021981267602	9.73216955393487	8.74951356737609	""	""	""	9.11016638300566	8.74432818352173	8.80332353656168	9.00752300865637	9.14121236939515	8.69454612566857	9.38701478864675	8.19886536920951	""	9.13672030939061	""	""	""	""	""	""	8.61986529653471	""	""	""	""	9.78150002590406	9.5991129239437	10.1097124642525	""	""	""	8.4246041060741	8.13409207497257	""	""	9.84849817287514	7.82532519235467	7.52892513901417	""	""	""	""	""	""	""	""	7.10909484161185	""	""	""	""	""	644.236	9
235.133422398305	235.130892652718	235.136274850182	873.539228120984	871.862892007323	875.295395083778	35	0	0	0	0	0	0	0	0	0	3	0	1	1	2	0	3	0	3	2	3	0	0	2	0	3	0	3	1	0	1	0	0	0	3	3	1	7.48914821415382	7.48979737479481	7.06911273270271	7.50720697541475	7.65448114044332	7.36118536616765	7.46788293589028	7.58338186642407	7.21703213800248	7.16751924251868	7.26872498720373	7.39825957917414	7.6173347076034	7.81289931664579	7.31985433372635	6.7719926224805	7.51416953469015	7.25442760114549	7.327055043119	7.45377488819015	7.92072297468769	7.80772148793644	7.34048652742082	7.67870758878003	6.86977504463029	7.94819172135984	7.39181570460461	7.08123788710888	7.09360840219356	6.75241989767311	7.09745437894516	7.09943293070012	7.10358518580088	7.48707957213735	7.67287239916084	7.01948268292216	6.74888146268575	6.61326609059739	7.36275693930953	7.18651365341288	7.46692296653559	6.94428900629923	6.90134775448734	6.7580848382014	6.99545841665018	8.03558216067832	7.65781588537016	7.52652014206683	6.74490601413476	6.45732157021988	6.88946309161852	6.71808518772546	7.24310688793465	6.86443015424376	7.19512130149538	7.0742480029986	7.55880465151778	6.51275522072173	6.9551655953218	6.92674591720502	7.56932842922829	6.98637686631618	7.30279826496111	6.77787999743131	6.81700747569215	6.87177156110213	7.52675633281434	6.65262558181009	7.20448872191131	7.0224784977563	7.56561512052029	7.38447629597541	8.04594206436857	7.1054455221247	7.76859391490265	6.80666445915232	7.25267176238601	6.99515058226263	7.29277256500746	7.55459042227821	7.6900536044182	7.19063666910585	6.95782462464995	6.84780143214585	7.48519526783004	7.50381645973523	7.08873348961221	7.307895677203	6.90991292799708	6.99306237759097	7.10758686406733	7.02316174114621	7.53306891577499	7.06325520486587	6.96024246145775	7.33793641404071	6.38171003405455	6.32030775656473	6.21865157171966	6.94966677856153	7.03882564576528	7.18438490657397	6.92170552030886	6.78978222527347	7.07374052855667	7.06615292765671	7.15053203147601	7.22108430000357	236.141	10
224.093983398846	224.091312859854	224.096218096533	243.873385441565	241.629493128661	245.394708820199	32	2	2	2	1	3	1	0	3	3	3	0	2	1	3	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63291835325904	6.16706355814111	7.32915672638866	6.61744055794324	6.94032369721279	""	6.74216339750593	""	6.83143284749146	5.57758412939846	""	""	6.22359979171135	6.6087452872378	6.67110086563998	""	""	6.13455561570088	""	""	""	6.4859656479541	6.44571981938557	6.69132911541545	6.64827963842053	6.55293798948685	6.83974064315233	6.96116423627579	6.76606267407691	6.73585481845155	""	""	""	6.68277801619622	6.60626102940546	""	""	""	5.96380553911401	6.77569480402761	6.61807705903118	6.25034023355711	""	""	""	""	""	""	6.56055722222093	6.68434900085057	6.60055597850393	6.49022568677291	6.70632550549314	6.43296473644104	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6.62358702583015	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	224.093983398846	11
239.034028417475	239.029956513856	239.037941448663	530.040287176347	529.09159401502	541.306219630078	27	0	2	2	2	1	1	1	0	1	2	2	1	2	2	0	0	2	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	7.50849765504447	7.21780140136683	7.69042157151104	7.35612660810076	7.23873298732984	7.49400661533269	7.32842330158174	7.16123581886546	7.2770096880036	7.60358411351249	7.47776902380593	7.60679559245251	7.481388958175	7.42878824773488	7.51307256253237	7.18608342939667	7.07457351606933	7.28765377716388	7.66099537854476	7.59070665856358	7.53987223687177	7.83795408979953	7.52474492557704	7.22840152841118	7.55796265280121	7.46018224150076	7.52582543071362	7.37218297483192	7.13686365419979	7.20000441825408	7.0793525088863	7.15817415565966	7.22491054849182	7.12965236209905	7.01966123840876	7.09624729134498	7.06577654676283	7.0728122278394	7.20839306259412	7.13686411134844	7.01222481627684	7.2174104618626	7.19877174686785	7.1030325469363	6.57067312300138	7.08610385129548	7.00074236631044	7.26863211716999	7.45264736454648	7.25535227833922	7.17346164471002	7.10913675825586	7.04735972106521	6.97462108987878	7.30884539174882	7.3127953601938	6.96181470500673	7.76450138063892	6.96247594739493	7.13250992254714	7.21045184609882	7.41769146115835	7.65795686412711	6.83270409291121	7.6349239952694	6.86167815276449	7.10858915268844	7.68550217274242	7.25100449988238	7.65991581647629	7.12820239037315	7.15789865474625	7.15657593372629	7.96886033088767	7.58889954989997	7.37201466240964	7.59423819054884	7.49652940398644	7.28868954628307	7.36034165556137	8.22695355599957	9.69654614247401	8.48823377865986	8.09306386754142	8.45832355449835	8.40106410285883	8.80359606953244	8.38543487738699	8.32963297678418	7.79565560770754	8.12077565104877	7.89332687723237	8.3681660416247	8.0487966860548	7.52508223068573	7.23666097640079	8.2564390103607	7.97308367001462	7.70894814220062	7.36288891173508	8.42608747522223	7.89420992376652	7.92998747772928	8.10499057050177	8.46051944833972	8.43388347407207	7.41515712191028	8.31807045109925	282.931	12
211.133666550305	211.130993877173	211.137165265088	407.166685908753	391.526526777884	415.146722486108	19	0	0	2	0	1	0	0	3	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	3	0	1	0	0	0	1	0	0	0	0	3	0	7.42805295242585	7.47896157846559	7.83733334198307	8.43231481069906	7.60913506514612	7.96508213063209	7.18352490648021	6.47316057979385	7.12236551922484	8.70598491432595	7.43550849945184	8.167284599741	""	6.86091521213632	7.3009791558139	7.4526066067166	7.30375200221294	7.49705483566579	7.55652414881905	8.00552430938133	7.21309357198703	7.85598698908737	7.77381993626074	7.91193257558381	7.29674918380425	8.0711403513462	7.1717799678952	7.59854273612491	6.69698138431638	6.90909227774938	7.24999629720658	7.1494898902522	7.43581369162194	7.25957664956424	7.00364528668747	7.61976482891275	8.42394813412562	7.32267833509398	7.10535656073562	6.93487226747008	6.9251457619231	7.00837405594494	7.24454746441427	7.06385605613301	7.18549610053953	7.47540497374177	7.22055482657815	6.86238307544602	7.49640453174835	6.78599434195654	6.2560110441576	8.30713003951199	7.43867525219515	7.64840185313727	7.56384626997273	8.59868452931816	6.3026189757449	6.83027716118491	6.76257226913713	6.92534369200831	6.73659678273388	5.97760577750208	""	6.95565640807698	""	""	""	""	""	7.97559790582791	8.00489347531192	7.58805651808514	6.9315967977876	""	""	7.32221440400457	7.21150595711696	5.71839518702406	8.08137113863559	7.87975369412224	8.65960792507061	8.78254438832885	8.31836529850296	9.81496648618912	7.87302815659609	5.78023706948726	7.93574954156826	""	""	5.62595065450204	""	""	7.75886373793962	""	""	""	8.08019161328496	8.38603280301177	8.29959821823244	9.9547385353857	""	7.80594395277228	6.87616564836473	6.99495546393483	7.23937831910348	8.54042930484503	8.6812184538749	9.08487977357036	212.141	13
285.54402272291	285.541821706943	285.545102750695	437.515311721756	435.707295590802	438.29594686148	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	""	""	""	""	""	""	""	""	6.44752260156011	""	""	""	""	""	""	""	""	6.96001350951775	7.02825044885993	7.33131423998834	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	5.69219595221841	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	7.2856190275491	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	583.089	14
231.102904216979	231.102193461885	231.103533647672	220.642139441601	219.219396785289	220.82250896494	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	""	""	""	""	""	""	7.1246328399177	7.4962616848086	""	""	""	""	""	""	8.09656574836727	7.59974766149592	7.31203568560854	""	""	""	""	""	""	""	""	""	5.61660079745203	""	""	""	""	""	6.45072259887575	""	6.55761891188299	""	""	""	""	""	""	7.83483438139039	7.57071255093852	7.6189306174707	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6.3784397659023	""	""	""	""	""	""	""	""	7.69428350703939	7.48046070060804	7.44044117455283	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	7.50997068053638	8.28904417111779	7.69717100338985	""	""	""	""	""	""	""	""	""	324.082	15
247.13094215936	247.130836061432	247.135523834117	674.063057576244	673.177318111976	674.890587017656	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8.84777612005722	""	6.45118657145835	6.90789628028291	6.80813823795138	8.99737088886031	""	""	""	""	8.99583143485429	7.70327130461275	""	""	""	9.03382464866671	8.72193355815735	8.27383315300279	""	8.00976977357865	7.0606892188815	8.45099639484845	8.16899590802441	7.78246648917833	6.36696517069668	""	5.98600969642504	7.40143306442374	7.24505544292161	7.89342280863413	6.61776654823843	7.7202629170808	7.0212592935452	7.20190439495683	6.74313533417056	7.18727613915321	7.38463893722017	7.55117429873846	7.63437591959962	7.39299228886845	7.11430104600028	7.4005208691292	7.51081278255202	9.19028622505159	7.84859034938132	8.05958109029306	7.55718814058847	8.39078713166332	7.46072864429775	7.43867525219515	7.62228031610119	6.45550713311057	7.64375503104477	6.85683593078713	7.46133689788298	7.05141916408521	7.78396468524081	7.86686639127268	8.47562091550527	7.36136160124141	6.39048224862044	6.44411853801862	""	8.24271784497333	8.25915598956291	7.76423322684143	7.92825631033915	7.42373734805215	7.80649122327438	9.13153703105756	7.41469320877118	7.94298958286505	7.70465693529889	8.05334275240723	7.87195757954766	8.0689291359036	7.38114039257096	8.61998657480786	7.31293234561033	8.39124894347914	7.7918863894147	5.44459715199471	""	6.6842116476466	""	""	""	""	""	6.04182280977195	""	5.966392862679	9.48543070011178	""	""	""	""	""	""	""	""	""	7.80854082431983	7.49532858779214	""	""	""	""	372.206	16
