"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Site]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Harvest date]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Fresh weight]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"
"HAI14_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"1.3"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN248"
"HAI14_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"1.456"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN249"
"HAI14_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"2.0771"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN250"
"HAI15_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.6088"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN251"
"HAI15_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"0.32"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN252"
"HAI15_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"0.445"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN253"
"HAI15_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"1.372"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN254"
"HAI15_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"1.35"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN255"
"HAI15_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"0.578"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN256"
"HAI15_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"0.375"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN260"
"HAI16_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"0.4101"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN261"
"HAI16_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.228"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN262"
"HAI16_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.67"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN263"
"HAI16_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.7224"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN264"
"HAI16_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"1.394"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN265"
"HAI16_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.974"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN266"
"HAI16_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.7897"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN267"
"HAI16_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.4611"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN268"
"HAI16_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.8591"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN269"
"HAI19_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.6491"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN272"
"HAI19_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"1.1236"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN276"
"HAI19_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"1.931"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN278"
"HAI19_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"1.675"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN279"
"HAI21_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.3834"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN281"
"HAI21_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.6317"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN282"
"HAI21_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.0954"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN283"
"HAI21_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.5644"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN284"
"HAI21_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.6188"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN285"
"HAI21_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"1.2342"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN286"
"HAI21_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"1.853"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN288"
"HAI26_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.543"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN291"
"HAI26_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.831"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN294"
"HAI26_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.8295"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN296"
"HAI26_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"1.874"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN299"
"HAI26_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.6649"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN300"
"HAI27_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.2773"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN301"
"HAI27_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.3122"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN302"
"HAI27_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"1.3005"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN306"
"HAI27_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"1.0256"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN307"
"HAI27_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.4952"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN308"
"HAI27_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.4671"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN310"
"HAI33_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"0.47"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN311"
"HAI33_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"0.151"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN312"
"HAI33_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"0.6351"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN313"
"HAI33_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"0.8928"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN314"
"HAI33_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"0.733"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN315"
"HAI33_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"0.961"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN316"
"HAI33_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"1.413"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN317"
"HAI33_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"08.09.2014"	""	""	"1.227"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN319"
"HAI40_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.186"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN322"
"HAI40_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.43"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN323"
"HAI40_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"1.322"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN324"
"HAI40_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.693"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN326"
"HAI40_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"1.2417"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN327"
"HAI40_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.6077"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN328"
"HAI40_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.24"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN329"
"HAI41_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.301"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN331"
"HAI41_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.2384"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN332"
"HAI41_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.4005"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN333"
"HAI41_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.7464"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN334"
"HAI41_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.5384"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN335"
"HAI41_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"3.9257"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN336"
"HAI41_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"1.584"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN337"
"HAI41_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.548"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN338"
"HAI41_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"1.2888"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN339"
"HAI41_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.8061"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN340"
"HAI42_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.263"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN341"
"HAI42_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.2125"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN342"
"HAI42_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"1.328"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN344"
"HAI42_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.074"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN345"
"HAI42_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.7299"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN346"
"HAI42_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.9346"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN347"
