"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Genotype]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"Oy-151"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Oy-C-1"	"Oy"	""	""	"1"	""	""
"Oy-149"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Oy-C-1"	"Oy"	""	""	"1"	""	""
"Oy-152"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Oy-C-1"	"Oy"	""	""	"1"	""	""
"Oy-226"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Oy-C-2"	"Oy"	""	""	"2"	""	""
"Oy-227"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Oy-C-2"	"Oy"	""	""	"2"	""	""
"Oy-225"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Oy-C-2"	"Oy"	""	""	"2"	""	""
"Oy-228"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Oy-C-2"	"Oy"	""	""	"2"	""	""
"Oy-333"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Oy-C-3"	"Oy"	""	""	"3"	""	""
"Oy-334"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Oy-C-3"	"Oy"	""	""	"3"	""	""
"Oy-332"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Oy-C-3"	"Oy"	""	""	"3"	""	""
"Oy-335"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Oy-C-3"	"Oy"	""	""	"3"	""	""
"Po-188"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Po-C-1"	"Po"	""	""	"1"	""	""
"Po-187"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Po-C-1"	"Po"	""	""	"1"	""	""
"Po-185"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Po-C-1"	"Po"	""	""	"1"	""	""
"Po-186"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Po-C-1"	"Po"	""	""	"1"	""	""
"Po-265"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Po-C-2"	"Po"	""	""	"2"	""	""
"Po-268"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Po-C-2"	"Po"	""	""	"2"	""	""
"Po-266"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Po-C-2"	"Po"	""	""	"2"	""	""
"Po-267"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Po-C-2"	"Po"	""	""	"2"	""	""
"Po-368"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Po-C-3"	"Po"	""	""	"3"	""	""
"Po-371"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Po-C-3"	"Po"	""	""	"3"	""	""
"Po-369"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Po-C-3"	"Po"	""	""	"3"	""	""
"Po-370"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Po-C-3"	"Po"	""	""	"3"	""	""
"Rsch-177"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Rsch-C-1"	"Rsch"	""	""	"1"	""	""
"Rsch-180"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Rsch-C-1"	"Rsch"	""	""	"1"	""	""
"Rsch-178"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Rsch-C-1"	"Rsch"	""	""	"1"	""	""
"Rsch-179"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Rsch-C-1"	"Rsch"	""	""	"1"	""	""
"Rsch-231"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Rsch-C-2"	"Rsch"	""	""	"2"	""	""
"Rsch-230"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Rsch-C-2"	"Rsch"	""	""	"2"	""	""
"Rsch-229"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Rsch-C-2"	"Rsch"	""	""	"2"	""	""
"Rsch-232"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Rsch-C-2"	"Rsch"	""	""	"2"	""	""
"Rsch-337"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Rsch-C-3"	"Rsch"	""	""	"3"	""	""
"Rsch-338"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Rsch-C-3"	"Rsch"	""	""	"3"	""	""
"Rsch-336"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Rsch-C-3"	"Rsch"	""	""	"3"	""	""
"Rsch-339"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Rsch-C-3"	"Rsch"	""	""	"3"	""	""
"Sf-158"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Sf-C-1"	"Sf"	""	""	"1"	""	""
"Sf-159"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Sf-C-1"	"Sf"	""	""	"1"	""	""
"Sf-157"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Sf-C-1"	"Sf"	""	""	"1"	""	""
"Sf-160"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Sf-C-1"	"Sf"	""	""	"1"	""	""
"Sf-203"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Sf-C-2"	"Sf"	""	""	"2"	""	""
"Sf-204"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Sf-C-2"	"Sf"	""	""	"2"	""	""
"Sf-201"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Sf-C-2"	"Sf"	""	""	"2"	""	""
"Sf-202"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Sf-C-2"	"Sf"	""	""	"2"	""	""
"Sf-314"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Sf-C-3"	"Sf"	""	""	"3"	""	""
"Sf-315"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Sf-C-3"	"Sf"	""	""	"3"	""	""
"Sf-312"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Sf-C-3"	"Sf"	""	""	"3"	""	""
"Sf-313"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Sf-C-3"	"Sf"	""	""	"3"	""	""
"Tsu-156"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Tsu-C-1"	"Tsu"	""	""	"1"	""	""
"Tsu-155"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Tsu-C-1"	"Tsu"	""	""	"1"	""	""
"Tsu-153"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Tsu-C-1"	"Tsu"	""	""	"1"	""	""
"Tsu-154"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Tsu-C-1"	"Tsu"	""	""	"1"	""	""
"Tsu-236"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Tsu-C-2"	"Tsu"	""	""	"2"	""	""
"Tsu-233"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Tsu-C-2"	"Tsu"	""	""	"2"	""	""
"Tsu-234"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Tsu-C-2"	"Tsu"	""	""	"2"	""	""
"Tsu-235"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Tsu-C-2"	"Tsu"	""	""	"2"	""	""
"Tsu-344"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Tsu-C-3"	"Tsu"	""	""	"3"	""	""
"Tsu-345"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Tsu-C-3"	"Tsu"	""	""	"3"	""	""
"Tsu-346"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Tsu-C-3"	"Tsu"	""	""	"3"	""	""
"Tsu-347"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Tsu-C-3"	"Tsu"	""	""	"3"	""	""
"Wil-167"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wil-C-1"	"Wil"	""	""	"1"	""	""
"Wil-166"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wil-C-1"	"Wil"	""	""	"1"	""	""
"Wil-168"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wil-C-1"	"Wil"	""	""	"1"	""	""
"Wil-252"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wil-C-2"	"Wil"	""	""	"2"	""	""
"Wil-251"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wil-C-2"	"Wil"	""	""	"2"	""	""
"Wil-250"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wil-C-2"	"Wil"	""	""	"2"	""	""
"Wil-249"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wil-C-2"	"Wil"	""	""	"2"	""	""
"Wil-360"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wil-C-3"	"Wil"	""	""	"3"	""	""
"Wil-362"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wil-C-3"	"Wil"	""	""	"3"	""	""
"Wil-363"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wil-C-3"	"Wil"	""	""	"3"	""	""
"Wil-361"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wil-C-3"	"Wil"	""	""	"3"	""	""
"Ws-125"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Ws-C-1"	"Ws"	""	""	"1"	""	""
"Ws-126"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Ws-C-1"	"Ws"	""	""	"1"	""	""
"Ws-127"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Ws-C-1"	"Ws"	""	""	"1"	""	""
"Ws-128"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Ws-C-1"	"Ws"	""	""	"1"	""	""
"Ws-257"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Ws-C-2"	"Ws"	""	""	"2"	""	""
"Ws-258"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Ws-C-2"	"Ws"	""	""	"2"	""	""
"Ws-259"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Ws-C-2"	"Ws"	""	""	"2"	""	""
"Ws-260"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Ws-C-2"	"Ws"	""	""	"2"	""	""
"Ws-353"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Ws-C-3"	"Ws"	""	""	"3"	""	""
"Ws-354"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Ws-C-3"	"Ws"	""	""	"3"	""	""
"Ws-355"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Ws-C-3"	"Ws"	""	""	"3"	""	""
"Ws-352"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Ws-C-3"	"Ws"	""	""	"3"	""	""
"Wu-162"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wu-C-1"	"Wu"	""	""	"1"	""	""
"Wu-163"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wu-C-1"	"Wu"	""	""	"1"	""	""
"Wu-164"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wu-C-1"	"Wu"	""	""	"1"	""	""
"Wu-161"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wu-C-1"	"Wu"	""	""	"1"	""	""
"Wu-217"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wu-C-2"	"Wu"	""	""	"2"	""	""
"Wu-219"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wu-C-2"	"Wu"	""	""	"2"	""	""
"Wu-218"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wu-C-2"	"Wu"	""	""	"2"	""	""
"Wu-320"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wu-C-3"	"Wu"	""	""	"3"	""	""
"Wu-321"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wu-C-3"	"Wu"	""	""	"3"	""	""
"Wu-322"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wu-C-3"	"Wu"	""	""	"3"	""	""
"Wu-323"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Wu-C-3"	"Wu"	""	""	"3"	""	""
"Zu-170"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Zu-C-1"	"Zu"	""	""	"1"	""	""
"Zu-171"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Zu-C-1"	"Zu"	""	""	"1"	""	""
"Zu-169"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Zu-C-1"	"Zu"	""	""	"1"	""	""
"Zu-172"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Zu-C-1"	"Zu"	""	""	"1"	""	""
"Zu-210"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Zu-C-2"	"Zu"	""	""	"2"	""	""
"Zu-211"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Zu-C-2"	"Zu"	""	""	"2"	""	""
"Zu-212"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Zu-C-2"	"Zu"	""	""	"2"	""	""
"Zu-209"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Zu-C-2"	"Zu"	""	""	"2"	""	""
"Zu-329"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Zu-C-3"	"Zu"	""	""	"3"	""	""
"Zu-330"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Zu-C-3"	"Zu"	""	""	"3"	""	""
"Zu-331"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Zu-C-3"	"Zu"	""	""	"3"	""	""
"Zu-328"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"exometabolome"	""	""	"Sample collection"	"Zu-C-3"	"Zu"	""	""	"3"	""	""
