"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS1.1_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS1.2_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS1.3_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS2.1_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS2.2_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS2.3_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS3.1_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS3.2_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS3.3_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS4.1_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS4.2_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS4.3_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS5.1_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS5.2_700"
"in-house standard"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHMO"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"CS5.3_700"
