"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Sample dry weight]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Dose]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Compound]"	"Term Source REF"	"Term Accession Number"
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B8_069"	"94"	""	""	"0.0363"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"64"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"MeTCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B9_063"	"108"	""	""	"0.053"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"64"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"MeTCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B10_070"	"115"	""	""	"0.0434"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"64"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"MeTCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B1_060"	"12"	""	""	"0.035"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B2_052"	"24"	""	""	"0.0336"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B3_051"	"30"	""	""	"0.0471"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B4_054"	"39"	""	""	"0.0419"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B5_059"	"52"	""	""	"0.0372"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B6_056"	"65"	""	""	"0.0396"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B7_057"	"82"	""	""	"0.0332"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B8_055"	"86"	""	""	"0.0398"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B9_053"	"105"	""	""	"0.0483"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B10_058"	"116"	""	""	"0.0376"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B1_044"	"2"	""	""	"0.0482"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0.25"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B2_046"	"14"	""	""	"0.0344"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0.25"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B3_050"	"36"	""	""	"0.0407"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0.25"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B4_042"	"46"	""	""	"0.0339"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0.25"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B5_047"	"59"	""	""	"0.0488"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0.25"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B6_045"	"64"	""	""	"0.0381"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0.25"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B7_043"	"81"	""	""	"0.035"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0.25"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B8_048"	"87"	""	""	"0.0431"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0.25"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B9_041"	"101"	""	""	"0.0464"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0.25"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B10_049"	"112"	""	""	"0.0297"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"0.25"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B1_031"	"7"	""	""	"0.0357"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"1"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B2_032"	"13"	""	""	"0.036"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"1"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B3_039"	"25"	""	""	"0.0439"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"1"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B4_038"	"37"	""	""	"0.0402"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"1"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B5_040"	"53"	""	""	"0.0375"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"1"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B6_036"	"61"	""	""	"0.0367"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"1"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B7_037"	"84"	""	""	"0.0441"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"1"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B8_033"	"89"	""	""	"0.039"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"1"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B9_034"	"107"	""	""	"0.0561"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"1"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B10_035"	"120"	""	""	"0.0378"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"1"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B1_028"	"8"	""	""	"0.0412"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"4"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B2_024"	"17"	""	""	"0.0332"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"4"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B3_030"	"35"	""	""	"0.038"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"4"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B4_023"	"42"	""	""	"0.038"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"4"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B5_026"	"58"	""	""	"0.039"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"4"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B6_025"	"63"	""	""	"0.0369"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"4"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B7_029"	"75"	""	""	"0.0391"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"4"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B8_022"	"88"	""	""	"0.0442"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"4"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B9_021"	"98"	""	""	"0.0426"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"4"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B10_027"	"113"	""	""	"0.0341"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"4"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B1_018"	"1"	""	""	"0.0563"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"16"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B2_016"	"23"	""	""	"0.0481"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"16"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B3_017"	"33"	""	""	"0.0371"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"16"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B4_019"	"44"	""	""	"0.04"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"16"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B5_011"	"60"	""	""	"0.0566"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"16"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B6_020"	"71"	""	""	"0.0459"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"16"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B7_014"	"73"	""	""	"0.045"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"16"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B8_012"	"95"	""	""	"0.0448"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"16"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B9_013"	"103"	""	""	"0.0455"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"16"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B10_015"	"117"	""	""	"0.0314"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"16"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B1_007"	"3"	""	""	"0.0534"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"64"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B2_001"	"15"	""	""	"0.0317"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"64"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B3_009"	"29"	""	""	"0.0396"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"64"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B4_010"	"38"	""	""	"0.0485"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"64"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B5_005"	"51"	""	""	"0.0353"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"64"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B6_008"	"62"	""	""	"0.0453"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"64"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B7_006"	"76"	""	""	"0.0358"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"64"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
"IWM Lab"	"Eisenia fetida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6396"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"SAMP_B8_004"	"90"	""	""	"0.0485"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"64"	"milligram per kilogram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000308"	"TCS"	""	""
