"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[area]"	"Term Source REF"	"Term Accession Number"	"Factor Value[drug intervention]"	"Term Source REF"	"Term Accession Number"
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-GS-AR-H-1"	"Gansu"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-GS-AR-H-2"	"Gansu"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-GS-AR-H-3"	"Gansu"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-GS-AR-H-4"	"Gansu"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-GS-AR-H-5"	"Gansu"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-GS-AR-H-6"	"Gansu"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-GS-AR-H-7"	"Gansu"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-GS-AR-H-8"	"Gansu"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-L-1"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-L-2"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-L-3"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-L-4"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-L-5"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-L-6"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-L-7"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-L-8"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-H-1"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-H-2"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-H-3"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-H-4"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-H-5"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-H-6"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-H-7"	"Shanxi"	""	""	"Drug intervention"	""	""
"lung"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"lung-SX-AR-H-8"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-NS-1"	""	""	""	"Control"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-NS-2"	""	""	""	"Control"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-NS-3"	""	""	""	"Control"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-NS-4"	""	""	""	"Control"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-NS-5"	""	""	""	"Control"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-NS-6"	""	""	""	"Control"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-NS-7"	""	""	""	"Control"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-NS-8"	""	""	""	"Control"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-L-1"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-L-2"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-L-3"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-L-4"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-L-5"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-L-6"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-L-7"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-L-8"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-H-1"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-H-2"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-H-3"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-H-4"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-H-5"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-H-6"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-H-7"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-GS-AR-H-8"	"Gansu"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-L-1"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-L-2"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-L-3"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-L-4"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-L-5"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-L-6"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-L-7"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-L-8"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-H-1"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-H-2"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-H-3"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-H-4"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-H-5"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-H-6"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-H-7"	"Shanxi"	""	""	"Drug intervention"	""	""
"liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"liver-SX-AR-H-8"	"Shanxi"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-NS-1"	""	""	""	"Control"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-NS-2"	""	""	""	"Control"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-NS-3"	""	""	""	"Control"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-NS-4"	""	""	""	"Control"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-NS-5"	""	""	""	"Control"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-NS-6"	""	""	""	"Control"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-NS-7"	""	""	""	"Control"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-NS-8"	""	""	""	"Control"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-L-1"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-L-2"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-L-3"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-L-4"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-L-5"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-L-6"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-L-7"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-L-8"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-H-1"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-H-2"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-H-3"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-H-4"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-H-5"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-H-6"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-H-7"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-GS-AR-H-8"	"Gansu"	""	""	"Drug intervention"	""	""
"spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. Kunming"	""	""	"spleen"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001281"	"Sample collection"	"spleen-SX-AR-L-1"	"Shanxi"	""	""	"Drug intervention"	""	""
