"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Survival]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Term Source REF"	"Term Accession Number"
"Pig Urine 301"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M102511UB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 302"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M102511UFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Urine 303"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M102511UFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Urine 304"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M102511UFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Urine 305"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M102511US45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 306"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M110111UB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 307"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M110111UFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Urine 308"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M110111UFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Urine 309"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M110111UFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Urine 310"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M110111US45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 311"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M110810UB"	"Died"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Urine 312"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M110810UFR2"	"Died"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Urine 313"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M110810US45"	"Died"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Urine 314"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M110909UB"	"Died"	""	""	"Negative Control"	""	""	"B"	""	""
"Pig Urine 315"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M110909US45"	"Died"	""	""	"Negative Control"	""	""	"S45"	""	""
"Pig Urine 316"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M111510UB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Urine 317"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M111510UFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Urine 318"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M111510UFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Urine 319"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M111510UFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Urine 320"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M111510UPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Urine 321"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M111510US45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Urine 322"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M111609UB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Urine 323"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M111609UFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
"Pig Urine 324"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M111609UFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
"Pig Urine 325"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M111609UFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Urine 326"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M111609UPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
"Pig Urine 327"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M111609US45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
"Pig Urine 328"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M112911UB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 329"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M112911UFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Urine 330"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M112911UFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Urine 331"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M112911US45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 332"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M120610UB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Urine 333"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M120610UFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Urine 334"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M120610UFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Urine 335"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M120610UFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Urine 336"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M120610UPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Urine 337"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M120610US45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Urine 338"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M120709UB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Urine 339"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M120709UFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
"Pig Urine 340"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M120709UFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
"Pig Urine 341"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M120709UFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Urine 342"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M120709UPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
"Pig Urine 343"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M120709US45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
"Pig Urine 344"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M121310UB"	"Died"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Urine 345"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"urine"	"BTO"	""	"Sample collection"	"M121310US45"	"Died"	""	""	"Fasted"	""	""	"S45"	""	""
" Pig Liver 1"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M011112LB"	"Died"	""	""	"Negative Control"	""	""	"B"	""	""
" Pig Liver 2"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M011112LS45"	"Died"	""	""	"Negative Control"	""	""	"S45"	""	""
" Pig Liver 3"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M011811LB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
" Pig Liver 4"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M011811LFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
" Pig Liver 5"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M011811LFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
" Pig Liver 6"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M011811LFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
" Pig Liver 7"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M011811LPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
" Pig Liver 8"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M011811LS45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
" Pig Liver 9"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M012412LB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
" Pig Liver 10"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M012412LFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
" Pig Liver 11"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M012412LFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
" Pig Liver 12"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M012412LFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
" Pig Liver 13"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M012412LPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
" Pig Liver 14"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M012412LS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
" Pig Liver 15"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M012510LB"	"Died"	""	""	"Fasted"	""	""	"B"	""	""
" Pig Liver 16"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M012510LFR2"	"Died"	""	""	"Fasted"	""	""	"FR2"	""	""
" Pig Liver 17"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M012510LFR8"	"Died"	""	""	"Fasted"	""	""	"FR8"	""	""
" Pig Liver 18"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M012510LFR20"	"Died"	""	""	"Fasted"	""	""	"FR20"	""	""
" Pig Liver 19"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M012510LS45"	"Died"	""	""	"Fasted"	""	""	"S45"	""	""
" Pig Liver 20"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M013111LB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
" Pig Liver 21"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M013111LFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
" Pig Liver 22"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M013111LFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
" Pig Liver 23"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M013111LFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
" Pig Liver 24"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M013111LPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
" Pig Liver 25"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M013111LS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
" Pig Liver 26"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020209LB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
" Pig Liver 27"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020209LFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
" Pig Liver 28"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020209LFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
" Pig Liver 29"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020209LFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
" Pig Liver 30"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020209LPR24"	"Lived"	""	""	"Prefed"	""	""	"PR24"	""	""
" Pig Liver 31"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020209LPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
" Pig Liver 32"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020209LS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
" Pig Liver 33"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020612LB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
" Pig Liver 34"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020612LFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
" Pig Liver 35"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020612LFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
" Pig Liver 36"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020612LFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
" Pig Liver 36a"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020612LPR48"	""	""	""	""	""	""	"PR48"	""	""
" Pig Liver 37"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020612LS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
" Pig Liver 38"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020711LB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
" Pig Liver 39"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020711LFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
" Pig Liver 40"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020711LFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
" Pig Liver 41"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020711LFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
" Pig Liver 42"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020711LPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
" Pig Liver 43"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M020711LS45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
" Pig Liver 44"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M021510LB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
" Pig Liver 45"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M021510LFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
" Pig Liver 46"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M021510LFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
" Pig Liver 47"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M021510LPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
" Pig Liver 48"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M021510LS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
" Pig Liver 49"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M022012LB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
" Pig Liver 50"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M022012LFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
" Pig Liver 51"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M022012LFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
" Pig Liver 52"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M022012LFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
" Pig Liver 53"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M022012LPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
" Pig Liver 54"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M022012LS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
" Pig Liver 55"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M022111LB"	"Died"	""	""	"Fasted"	""	""	"B"	""	""
" Pig Liver 56"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M022111LS45"	"Died"	""	""	"Fasted"	""	""	"S45"	""	""
" Pig Liver 57"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M022210LB"	"Died"	""	""	"Fasted"	""	""	"B"	""	""
" Pig Liver 58"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M022812LB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
" Pig Liver 59"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M022812LS45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
" Pig Liver 60"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M030209LB"	"Died"	""	""	""	""	""	"B"	""	""
" Pig Liver 61"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M030512LB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
" Pig Liver 62"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M030512LFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
" Pig Liver 63"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M030512LFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
" Pig Liver 64"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M030512LFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
" Pig Liver 65"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"liver"	"BTO"	""	"Sample collection"	"M030512LPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
