"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Factor Value[Salt_Quantity_after_initiation]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Salt_Quantity_after_08d]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Salt_Quantity_after_12d]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Salt_Quantity_after_16d]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Sample Name"
"rg4"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"0"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"100"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"150"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_31"
"rg4"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"0"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"100"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"150"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_38"
"rg4"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"0"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"100"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"150"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_44"
"rg4"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"0"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"100"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"150"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_50"
"rg5"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_18"
"rg5"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_25"
"rg5"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_32"
"rg5"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_39"
"rg5"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"25"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_45"
"rg6"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_12"
"rg6"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_19"
"rg6"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_26"
"rg6"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_33"
"rg6"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_40"
"rg6"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_46"
"rg6"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"50"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_52"
"rg7"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_13"
"rg7"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_20"
"rg7"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_27"
"rg7"	"Lotus japonicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/34305"	"Lotus japonicus var. Gifu B129"	""	""	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"Sample collection"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"75"	"millimolar"	"UO"	"http://purl.obolibrary.org/obo/UO_0000063"	"6320if_34"
