"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Sample type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Injection order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Polarity]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Experiment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Temperature]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Preservative]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T12-2_NEG"	"sample"	""	""	"45"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T12-3_NEG"	"sample"	""	""	"48"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T24-1_NEG"	"sample"	""	""	"23"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T24-2_NEG"	"sample"	""	""	"55"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T24-3_NEG"	"sample"	""	""	"59"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T48-1_NEG"	"sample"	""	""	"19"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T48-2_NEG"	"sample"	""	""	"20"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T48-3_NEG"	"sample"	""	""	"52"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T72-1_NEG"	"sample"	""	""	"30"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T72-2_NEG"	"sample"	""	""	"66"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100910_RT-T72-3_NEG"	"sample"	""	""	"22"	""	""	"negative"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T0-1_POS"	"sample"	""	""	"45"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T0-2_POS"	"sample"	""	""	"36"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T0-3_POS"	"sample"	""	""	"17"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T12-1_POS"	"sample"	""	""	"71"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T12-2_POS"	"sample"	""	""	"40"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T12-3_POS"	"sample"	""	""	"70"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T24-1_POS"	"sample"	""	""	"23"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T24-2_POS"	"sample"	""	""	"16"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T24-3_POS"	"sample"	""	""	"19"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T48-1_POS"	"sample"	""	""	"55"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T48-2_POS"	"sample"	""	""	"67"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T48-3_POS"	"sample"	""	""	"57"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T72-1_POS"	"sample"	""	""	"28"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T72-2_POS"	"sample"	""	""	"58"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_AcB-T72-3_POS"	"sample"	""	""	"44"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"yes"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Blanc-1_POS"	"blank"	""	""	"1"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Blanc-2_POS"	"blank"	""	""	"2"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Blanc-3_POS"	"blank"	""	""	"3"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Blanc-4_POS"	"blank"	""	""	"13"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Blanc-5_POS"	"blank"	""	""	"25"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Blanc-6_POS"	"blank"	""	""	"37"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Blanc-7_POS"	"blank"	""	""	"49"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Blanc-8_POS"	"blank"	""	""	"61"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Blanc-9_POS"	"blank"	""	""	"73"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T0-1_POS"	"sample"	""	""	"29"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T0-2_POS"	"sample"	""	""	"56"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T0-3_POS"	"sample"	""	""	"54"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T12-1_POS"	"sample"	""	""	"47"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T12-2_POS"	"sample"	""	""	"59"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T12-3_POS"	"sample"	""	""	"72"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T24-1_POS"	"sample"	""	""	"68"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T24-2_POS"	"sample"	""	""	"35"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T24-3_POS"	"sample"	""	""	"30"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T48-1_POS"	"sample"	""	""	"31"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T48-2_POS"	"sample"	""	""	"24"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T48-3_POS"	"sample"	""	""	"48"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T72-1_POS"	"sample"	""	""	"34"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T72-2_POS"	"sample"	""	""	"21"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_F-T72-3_POS"	"sample"	""	""	"52"	""	""	"positive"	""	""	"ex2"	""	""	"fridge"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool-1_POS"	"pool"	""	""	"14"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool1-2-1_POS"	"pool"	""	""	"6"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool1-2-2_POS"	"pool"	""	""	"9"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool1-2-3_POS"	"pool"	""	""	"12"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool1-4-1_POS"	"pool"	""	""	"5"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool1-4-2_POS"	"pool"	""	""	"8"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool1-4-3_POS"	"pool"	""	""	"11"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool1-5-1_POS"	"pool"	""	""	"4"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool1-5-2_POS"	"pool"	""	""	"7"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool1-5-3_POS"	"pool"	""	""	"10"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool-2_POS"	"pool"	""	""	"26"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool-3_POS"	"pool"	""	""	"38"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool-4_POS"	"pool"	""	""	"50"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool-5_POS"	"pool"	""	""	"62"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_Pool-6_POS"	"pool"	""	""	"74"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
