"variable.name"	"HU_neg_011_b2"	"HU_neg_014_b2"	"HU_neg_015_b2"	"HU_neg_017"	"HU_neg_018"	"HU_neg_019_b2"	"HU_neg_020"	"HU_neg_021"	"HU_neg_022_b2"	"HU_neg_023_b2"	"HU_neg_024_b2"	"HU_neg_025_b2"	"HU_neg_026_b2"	"HU_neg_027"	"HU_neg_028"	"HU_neg_029_b2"	"HU_neg_030_b2"	"HU_neg_031_b2"	"HU_neg_032"	"HU_neg_033_b2"	"HU_neg_034"	"HU_neg_035_b2"	"HU_neg_036_b2"	"HU_neg_037"	"HU_neg_038_b2"	"HU_neg_039_b2"	"HU_neg_040_b2"	"HU_neg_041"	"HU_neg_042_b2"	"HU_neg_043"	"HU_neg_044"	"HU_neg_045_b2"	"HU_neg_046_b2"	"HU_neg_047"	"HU_neg_048"	"HU_neg_049"	"HU_neg_050"	"HU_neg_051"	"HU_neg_052"	"HU_neg_053_b2"	"HU_neg_054_b2"	"HU_neg_055"	"HU_neg_056_b2"	"HU_neg_057_b2"	"HU_neg_058_b2"	"HU_neg_060"	"HU_neg_061"	"HU_neg_062_b2"	"HU_neg_063_b2"	"HU_neg_064"	"HU_neg_065"	"HU_neg_066"	"HU_neg_067_b2"	"HU_neg_068"	"HU_neg_069_b2"	"HU_neg_070_b2"	"HU_neg_072"	"HU_neg_073_b2"	"HU_neg_074_b2"	"HU_neg_075_b2"	"HU_neg_076_b2"	"HU_neg_077"	"HU_neg_078"	"HU_neg_079"	"HU_neg_080_b2"	"HU_neg_081_b2"	"HU_neg_082_b2"	"HU_neg_083"	"HU_neg_084_b2"	"HU_neg_085_b2"	"HU_neg_086"	"HU_neg_087_b2"	"HU_neg_088"	"HU_neg_089"	"HU_neg_090"	"HU_neg_091"	"HU_neg_092_b2"	"HU_neg_093"	"HU_neg_094"	"HU_neg_095_b2"	"HU_neg_096_b2"	"HU_neg_097_b2"	"HU_neg_098_b2"	"HU_neg_099"	"HU_neg_100"	"HU_neg_101"	"HU_neg_102_b2"	"HU_neg_103_b2"	"HU_neg_105"	"HU_neg_106_b2"	"HU_neg_107"	"HU_neg_108"	"HU_neg_109"	"HU_neg_110"	"HU_neg_112_b2"	"HU_neg_113_b2"	"HU_neg_114_b2"	"HU_neg_115_b2"	"HU_neg_116"	"HU_neg_117_b2"	"HU_neg_118"	"HU_neg_119_b2"	"HU_neg_120_b2"	"HU_neg_121_b2"	"HU_neg_122_b2"	"HU_neg_123"	"HU_neg_124_b2"	"HU_neg_125"	"HU_neg_126"	"HU_neg_127"	"HU_neg_129_b2"	"HU_neg_130"	"HU_neg_131"	"HU_neg_132"	"HU_neg_133"	"HU_neg_134"	"HU_neg_135_b2"	"HU_neg_136_b2"	"HU_neg_137_b2"	"HU_neg_138"	"HU_neg_139_b2"	"HU_neg_140_b2"	"HU_neg_142_b2"	"HU_neg_143_b2"	"HU_neg_144"	"HU_neg_145_b2"	"HU_neg_146_b2"	"HU_neg_147_b2"	"HU_neg_148"	"HU_neg_149"	"HU_neg_150"	"HU_neg_152"	"HU_neg_154"	"HU_neg_155_b2"	"HU_neg_156"	"HU_neg_157"	"HU_neg_158"	"HU_neg_159_b2"	"HU_neg_160_b2"	"HU_neg_162_b2"	"HU_neg_163"	"HU_neg_164_b2"	"HU_neg_166_b2"	"HU_neg_167_b2"	"HU_neg_168_b2"	"HU_neg_169_b2"	"HU_neg_170"	"HU_neg_171"	"HU_neg_172"	"HU_neg_173"	"HU_neg_174"	"HU_neg_175"	"HU_neg_177_b2"	"HU_neg_179"	"HU_neg_180"	"HU_neg_181"	"HU_neg_182"	"HU_neg_183_b2"	"HU_neg_184"	"HU_neg_185"	"HU_neg_186"	"HU_neg_187_b2"	"HU_neg_188_b2"	"HU_neg_189"	"HU_neg_190_b2"	"HU_neg_191_b2"	"HU_neg_192"	"HU_neg_193_b2"	"HU_neg_194_b2"	"HU_neg_195_b2"	"HU_neg_196"	"HU_neg_197_b2"	"HU_neg_198_b2"	"HU_neg_199_b2"	"HU_neg_200"	"HU_neg_201"	"HU_neg_202"	"HU_neg_203_b2"	"HU_neg_204"	"HU_neg_205_b2"	"HU_neg_206_b2"	"HU_neg_207"	"HU_neg_208"	"HU_neg_209"
"X464.30083_7.75"	6558	13451	36525	506.5	236974	3541	5575	82840	607.5	3432	12992	21121	607.5	5567	142468	607.5	4640	607.5	4646	271054	5022	24534	607.5	31673	607.5	131822	71261	5464	70345	73377	506.5	6291	6565	25368	384790	186574	41370	4517	55364	607.5	55588	506.5	22416	46891	12686	62881	10610	87993	61474	11231	188454	74626	154698	100268	18590	212912	66595	89087	95647	62093	46576	35155	84819	19536	104598	162230	21544	51432	607.5	43022	124475	83428	31541	91038	58179	37486	151939	19084	40713	109254	607.5	13400	607.5	89978	94045	506.5	29383	5327	36209	4980	56584	2353	506.5	506.5	64696	61142	70674	30337	3933	3219	506.5	134764	45014	607.5	14961	219006	2330	16056	123679	121041	607.5	54969	506.5	7151	53811	93993	33678	607.5	63527	19468	28846	26230	43859	607.5	81041	75682	32146	35077	62298	88242	5279	107809	13102	20361	32433	46621	19567	42704	98578	607.5	33098	6611	87187	607.5	607.5	3713	105882	12974	2669708	32469	27485	58059	11815	94162	32369	11458	9547	18887	24970	9817	4151	607.5	607.5	37788	100408	11903	134370	607.5	11227	607.5	31960	33691	17480	15895	17131	95042	130691	607.5	72653	261313	61096	18351	26012	61421
"X464.30083_7.12"	4963	13451	21817	506.5	169395	3541	506.5	43234	34543	11208	3307	8039	607.5	13661	205455	607.5	607.5	607.5	4646	524247	506.5	15881	607.5	25950	13118	164399	30228	506.5	49215	63328	506.5	607.5	607.5	7414	390191	157959	50085	506.5	35324	607.5	33596	506.5	607.5	10116	23080	12530	16187	607.5	69158	12453	179768	67020	204880	109079	13901	39113	97999	52170	110521	24701	61168	15762	56846	506.5	47693	104110	14523	35354	607.5	11072	69118	48546	16316	63562	34332	3146	127608	3736	21047	162272	607.5	30008	2658	67344	12157	506.5	26579	5559	25214	607.5	29615	506.5	506.5	4630	61043	61142	48862	9257	506.5	607.5	7241	135914	50054	3485	24447	179405	607.5	16056	131915	105680	607.5	54474	506.5	506.5	10233	90545	15441	607.5	56682	8188	4591	24068	80028	607.5	35275	31213	26820	20189	31946	107182	2442	51431	11351	20266	3834	23183	11366	99023	79924	607.5	48895	36749	87187	6838	4029	3809	89055	506.5	4311	18187	16696	106046	2807	62696	40084	10437	16103	12627	506.5	9563	506.5	607.5	6519	26946	8997	24826	70194	607.5	607.5	607.5	31343	19125	3015	607.5	2160	58198	52218	607.5	19499	1265203	48464	11011	15606	42822
"X201.112663_6.05"	5654520	5237507	4370159	830114	3437466	5019547	2507864	3690638	3095371	156728	2693295	2365462	2476261	864725	4241168	2878255	4816568	6708367	2050965	3747967	2621324	7651612	4011737	2147371	466797	7214623	8129316	1324751	9032784	3912196	1367222	864798	3151819	2258523	5253736	2909481	3201173	643930	2136711	1193412	132019	1066962	4340714	2889414	4774785	3299845	1140991	6971048	3027717	1018703	3670871	3143313	4882843	3803199	3245075	4211635	3415414	3932163	3865656	5523509	6013224	2944051	3160260	2632867	2613320	13386233	5538206	4282448	1516305	4924768	4540372	2884913	3420385	3260311	3469478	2003231	4005817	1515010	3743521	11735326	6288	3465122	5078614	4495355	3237823	1401698	6470093	3053550	3224543	1282466	3622832	448914	2047220	668131	9639914	7164418	5140884	4943534	1393559	7077967	979478	7495832	3214674	1767880	9541625	4184450	4148939	2125726	2908313	3583967	5450657	1559906	1503960	4326425	3437969	2407862	8714714	460462	5588478	4095269	6460170	6374704	6031936	2607006	2263358	5403490	2858746	3719391	3004582	3612400	853283	4124405	2036399	2013077	2432096	1816095	1742057	5664453	5733014	1785962	4581531	1963245	7464950	1765624	3967714	2121582	3766451	1991293	1971358	1373067	2486936	3018191	3079694	2166719	2370554	712181	769079	2938432	1476926	1136595	854039	1841280	2114898	3601151	6388553	8503546	3836320	8924909	9696903	6815312	2347508	4827915	4262426	5173684	1032113	2323143	2088674	4589905	3169138	3956643	9490696	710723	1015036	3367255
"X172.097037_6.45"	412618	797973	897646	218273	1928010	436589	213929	637846	555748	292057	307321	36277	384083	149114	2710745	326718	719781	551255	1209550	4821260	379964	6135246	599745	1664396	41015	1143360	918204	109573	398249	529969	47651	53787	510510	249878	1148815	385247	1042833	43020	419554	419652	137869	356518	2225754	516853	466169	684970	481521	1864574	1272281	324507	1035461	1288101	825670	1853200	210434	1180674	935072	738429	701187	234026	916611	1832472	577979	669508	171277	3803108	1260935	621723	310838	227489	4902848	1688495	3907978	1079060	1126202	452944	203688	34391	282604	823106	607.5	814722	1098758	1255037	1159593	534510	2216231	259755	1471634	177702	451843	40214	75230	283252	4644756	1614299	1871807	843535	726537	686014	525313	2803754	407801	150118	2770479	635747	1019406	1003447	850122	516577	448044	363380	272526	476425	2000161	745441	1060393	139656	1906654	3271113	1546571	1226587	1646403	476686	623780	1841654	127713	612265	562920	1025781	74812	1870892	319792	241625	149623	559264	151855	726780	919711	2736861	436528	329474	1220978	222143	209861	283020	1128772	315653	1074629	90449	370168	794186	1851171	683078	599983	102770	244898	303345	671286	57708	85665	101548	206411	387047	8737914	446259	285496	761038	274580	354019	1914641	297116	133766	734310	416194	490544	150633	215944	742988	567799	4077432	888438	106340	643315
"X178.050869_5.87"	186127684	89876059	101748028	82513780	106915869	143063626	106642615	98997927	202709360	93003936	110855292	136367542	118312604	96392807	224805711	112865796	163738463	160847805	101710239	274710784	109064408	156417373	211454341	19156165	65466674	252821794	182417632	64950116	193283492	123457728	74004419	58099893	133881850	114536570	180374718	88285634	244249594	80613367	258188095	47638574	168059673	59660333	152534621	192684202	132749509	172188795	87984680	78282786	345164436	73846363	224025814	106252379	71933424	144095744	98740991	213774532	128084106	97526352	151468410	158417760	165487570	149174378	347255256	93375780	293587123	148577979	148556488	223372887	141484072	127965675	294270298	127395486	111179915	72200041	79070433	143843241	210803125	171714438	128430864	128144177	5273412	191322115	199992654	117614329	159969939	52132481	152151968	160289219	186104653	207469502	44366556	33001422	109769667	76731373	169283201	173286047	176572621	205174401	66771005	192996295	102013765	329688562	164064021	54797314	265043100	131772375	140513090	142235326	153134254	154965223	242532765	107153459	52194610	316506359	88282965	167866183	204525677	105173512	140547071	109460993	159428605	43453078	191346222	159110267	54945440	156105213	108547536	84860294	40503653	71497570	13490380	74676571	41449617	169550555	116389344	109150196	80898326	119079373	143030064	578417834	191292391	310338277	215992039	124531021	70039307	67713431	64514747	62944702	46806464	83055332	86148895	43753771	125479633	26641823	107340749	37093933	59425753	119859091	22898425	39153206	37443365	92706862	104674927	52757029	133296159	128867525	66964368	81685094	265834868	141566446	58850522	114726747	191289622	177172698	50513639	48010167	59561059	110290148	141164546	102913618	203829700	47661671	44034584	22691143
"X123.044469_6.19"	647149	80846	461552	14881	380890	407474	60816	257677	1119493	258903	236257	735929	230753	39872	173134	702648	274733	288148	59788	1917248	145086	655073	630321	75962	157929	1114630	234773	69696	1455484	366682	78730	503022	634859	209724	438919	10226	327715	38761	467914	336161	1779918	71150	207081	312162	151625	741238	83172	355054	4534207	36335	534086	378017	242749	502243	750300	1064151	361793	345704	2358622	1821069	275774	166751	1159174	137156	1235702	458289	837492	212092	545860	640912	434362	573926	261142	378475	1043255	721154	2679766	149032	161276	217224	607.5	697357	307490	129055	551402	57921	824445	3785003	672976	2206239	388406	31335	33928	127317	346163	698400	832185	355945	934525	1157001	208312	810095	1942515	266670	595686	394574	1334923	349105	747146	417572	452472	239621	490595	324178	276910	1481041	674608	99089	222089	320972	104081	165810	1421884	634289	913467	1122067	697417	2412659	436798	518808	120121	797819	340045	677452	93317	824366	242193	469053	1186092	10639770	483452	415266	426584	284009	427898	250261	491764	350395	736275	201936	1315072	516252	933095	369640	380034	113552	174707	816574	207685	42014	129881	156272	46701	535133	311214	201500	403106	577098	568802	179543	982710	692867	521079	413779	458343	494613	303907	858944	518993	639955	503590	250065	106370	911133
"X181.049264_5.22"	11562776	37437337	3236368	1776125	28698232	23299263	10740605	4492658	17509898	5221271	2787047	4566269	5945428	3349174	8456496	6251826	11192061	33615017	15481205	23389295	17131740	9267939	20686187	17588281	3278739	70456033	20684843	13442136	22535287	15383285	4745881	2918131	16333649	15491489	19738486	28876218	30233943	11277720	16626550	7795393	6959195	1322905	19846579	23926750	32893149	13256747	6344012	43456156	18111121	3043805	28761741	3868470	1514235	14701743	1966644	16152548	6820730	7517638	26536548	10667678	25629348	16908843	11910109	4439443	5559339	29339253	7226268	9138312	12518179	9192849	60315461	7680773	13496694	6077069	952165	13356736	14462796	23760858	11538100	17170568	26066	23284087	35615902	4331271	15306747	1229846	27503038	19412796	11840608	13157642	2557571	878277	2572500	1719545	10579249	5451930	16428082	15949992	4880254	19753891	3170075	27371086	8010433	1933340	23102582	7931020	22396025	13477962	4862322	9946031	22842521	16790480	12369555	10024428	8036849	8062811	6671704	13485116	13898463	14770477	8227791	42040672	9009715	6706733	6286367	5336685	6616049	15512717	18308249	7093294	353107	4833065	1910045	18054065	4462519	6659193	4013410	12149943	1913063	22595025	7449149	13881044	3295681	12048770	11533554	2211954	17680638	10874615	6244053	10507770	4489362	1693001	9405680	2079977	9350503	942919	2296868	2878146	3218182	972834	6906239	14175391	8290839	3048522	6607397	2618651	5180644	6834564	63747644	2938232	6926259	3658633	45846315	10900100	4157685	2497581	2406557	3238247	16561122	21325673	83355675	4870894	3760431	9654320
"X189.075793_4.9"	263559	77601	250867	43932	382998	479246	124269	185823	146686	228046	294078	1574680	198908	62975	215835	360738	504919	434873	69602	582096	220395	337356	312433	60922	100993	436494	366398	293112	607527	106586	105853	153528	348626	226880	160957	189620	194833	82359	245484	297181	365231	66859	467357	193747	824068	286526	137138	359037	823089	56181	252926	221006	411864	321174	186636	469325	155183	550924	306074	394377	169493	171103	184262	114266	190953	580795	488514	150017	167697	331531	187732	152653	306649	174532	94348	65658	359517	34483	155659	886119	18729	181709	273933	172470	320995	136205	1521835	346467	102500	229285	274888	40940	78736	45320	523127	1035938	914957	238649	284890	388278	93248	657194	198070	193963	430728	97873	326328	60455	151587	123585	275453	197080	82044	477140	169306	142687	2912046	86986	278496	171422	846279	306352	495975	189911	110907	320766	281200	588710	152241	99275	35723	238105	46518	57693	73035	136589	79152	177553	241627	401740	21094	113585	23277	61786	105524	163602	84423	78059	109632	50527	95688	90953	728627	124834	43637	27652	33701	78901	155041	35971	38641	104686	163493	112694	1690858	663479	89769	367600	348805	381602	146051	445749	221118	721769	68838	421416	110072	274173	114267	395514	637392	84429	67486	844243
"X189.075793_5.15"	321131	201937	191685	105428	295219	197130	69121	314446	267570	158243	166367	157139	227452	77746	432440	210394	366030	531977	103383	527712	194065	399066	205813	107961	51423	245377	305011	25280	96817	185854	51417	66900	215616	77727	180294	80752	218828	18269	131381	100478	16374	103284	342424	92727	224867	179685	108315	555019	647018	85457	227904	432505	268352	154898	252348	20308	178657	305221	26619	223940	19868	240651	158165	217648	123660	698335	412687	134154	69942	179993	233143	474745	382344	452488	174887	133128	84100	94526	133610	713831	23168	54977	195059	283425	246603	322410	100955	180915	137590	95995	278922	51166	60367	63122	694234	1059959	894346	460715	124847	284947	107766	534706	132201	137935	597485	108534	16153	143803	91384	170174	149924	92182	81843	152570	444515	126603	595226	16772	537026	621851	804712	139355	398956	163312	325680	907233	221633	366185	59895	231014	15666	199789	100533	21346	51111	60485	46073	96936	428839	218243	69319	118772	50090	83429	161862	55618	62180	94207	129322	50527	75262	192692	859809	188135	52824	30474	55461	191145	42765	13106	35425	89360	90838	69730	4267364	489780	123461	274356	62832	170076	353751	180251	105130	643490	21673	135467	48123	230844	81627	353891	557767	37120	33444	50235
"X172.097036_6.5"	123808	130909	347400	129563	760500	140262	69541	335739	79600	29525	147071	42635	157460	99401	380556	60292	435505	778367	515757	599904	116086	350577	455217	219445	26041	386561	311508	117450	102698	174081	15047	13449	143559	48170	289870	197610	321028	71635	174560	133692	35885	144594	774425	33762	135835	222801	387111	575270	385234	167178	397538	476435	193907	317783	13545	313558	298014	342336	494248	198794	120867	315155	128472	132286	45547	832403	211956	184061	162995	166146	1630916	524821	675678	204109	494847	94580	224216	32122	180100	255660	607.5	136764	331135	551648	137044	183720	435918	69455	233008	132202	223288	23326	33661	80716	1485540	298631	522717	226476	90113	162706	108649	530904	38275	133152	480600	231941	62313	151206	179940	211616	111496	196487	178919	312925	589183	212171	381014	31363	549528	622992	355745	190794	504190	140346	192205	52119	134335	214122	209630	265669	27122	414032	51931	87397	60284	164920	81843	250816	116524	426606	125469	80252	412268	106086	53743	55599	306733	61591	88420	38458	127538	926701	138602	189173	89612	33539	55652	224748	246815	20678	28296	50751	145949	72110	811883	252911	94194	150600	97084	102351	209903	136071	57837	224322	71749	118896	52415	67165	94998	61220	602427	402284	46683	159734
"X129.055733_5.7"	453749	497484	798390	281487	878895	1022784	456811	1011355	349386	675897	1062577	604224	569436	216879	1015028	798484	1240900	1988163	533165	1574076	323710	1676466	793317	609777	9024	828677	1322110	244328	1281233	1049906	68185	263898	2036596	264036	478884	775585	917635	1644815	572375	547965	998884	268538	702452	1621043	1467973	1090060	413564	1584697	1439515	106414	1459279	586726	1231447	1062665	575355	2950914	518790	1434061	2030668	1154001	1185339	771991	1480245	463164	973132	2896677	1638041	1323203	57648	981629	2029217	1425908	896447	717474	1014707	1856833	611878	389281	708437	1182481	21023624	822566	1484598	1866041	1415122	261456	1010573	1170097	654897	340941	381110	79349	131476	264512	3603865	2344511	2538953	1147222	577719	941359	235875	1073618	549374	191524	2184102	1000850	732935	674429	801362	719179	1310029	404811	550896	683648	1251011	1115992	2842043	149649	1916998	1251945	3153081	1359906	2322517	886388	958557	562421	597964	963100	1001603	578502	140464	506916	593887	19852	250370	351885	177615	519092	1183725	3228751	1098520	704163	1547977	24251	443415	278010	426010	353064	352133	73113	395730	973140	1236323	962217	311398	54738	193779	182799	704310	76506	51148	173214	481661	977451	3913085	782864	611586	1964494	1966015	691609	585059	1047941	844883	667660	420053	471880	585026	808693	751709	983145	2462854	145491	117009	540126
"X188.034174_5.39"	2744346	1561823	3349073	1555609	3489092	3966918	995850	2930901	3347726	1696992	2305788	3597551	1304612	723899	3148974	2239705	4074879	2289070	1715510	12452286	1116204	4212247	3126198	1578297	732360	5207001	6867834	1346000	3723420	4523391	702424	556408	4775797	1797212	3018253	5877053	3998006	447803	2917652	762048	3933778	745417	2676228	6089838	5088412	5947997	2264215	9815936	6142005	760295	3279269	5364829	5901187	5649371	3740887	3434880	6326153	8360416	7457214	5066831	3796135	4419762	5919090	1963466	6671971	6052096	3853412	6077937	2185366	5978769	7614414	6285137	2447718	2442224	3098314	2947942	3860020	898248	3065495	8171502	607.5	5375053	4543903	2773090	3615565	1625343	8982370	4472861	1934894	3052416	4849841	659954	547265	892298	7222883	9573650	4999303	7089946	771663	3369609	1589217	1513158	2145939	1942877	9939020	4257439	2696055	2287730	4048121	3695383	2441736	3968445	2692754	4641070	2239933	3509840	6332850	719720	3544148	2906456	9162898	4113978	10891937	4161582	3639925	5663947	2399156	2042724	2236094	2244790	764337	3159121	970903	867214	762877	1388550	1533373	2915790	2305902	4832437	2489481	3564041	6786327	1625771	1864467	1526075	3200763	589507	1671662	250903	2098720	2480042	2684002	3722864	1701539	597762	874086	2574099	1384327	373676	503704	1408863	1859365	1480090	9462418	7057344	2843316	7155260	5890199	4966808	1967032	5923336	4339266	4617635	1412768	2676004	2071700	3410856	3629840	4319677	7128388	1076505	612975	3311000
"X133.013511_1.08"	128517	218001	139280	102186	554729	522279	198964	529892	344782	63310	87974	112759	401877	168938	701162	125062	405622	832121	350282	1168143	112959	998350	231967	193976	36219	795027	323545	166347	252697	948101	124783	190689	678486	442399	737624	740361	357916	1492090	363466	281354	362114	330472	394336	250849	284857	745469	800936	621246	1283240	107020	926569	463881	375827	1250401	53110	644144	402500	253155	2996845	312384	265556	429956	325365	283761	399695	1155983	401037	485062	144947	211756	606842	538577	725295	322011	384893	1014757	103160	299345	294968	454955	1070694	416971	565170	486834	513001	175822	845676	297563	299910	85665	230028	75757	56626	259272	751843	934756	1123817	617688	108715	228975	165820	991164	440582	63168	616421	370556	300296	210955	217994	250247	518411	181894	188613	469716	257424	480021	572964	137029	398838	447952	642271	351875	469195	245867	323233	513267	67163	397965	416466	567049	70378	346248	130467	251800	112245	178566	218085	301170	209394	1957912	537654	533853	1150750	122144	350859	139537	903688	174181	314266	89711	320117	959693	186924	285569	188444	34712	65047	360171	210236	66922	24078	204455	734536	351799	871338	285029	270737	1055780	406466	244000	352533	223969	323910	201300	88206	217418	183352	149873	233990	184773	1879539	155827	81537	188828
"X167.033931"	234953	134109	421428	142088	213727	596136	78305	81740	907141	964921	534025	448180	110548	170820	232214	441879	33158	18314	172158	475004	138457	517638	212677	32878	98625	507685	27699	38027	164294	1233225	189592	39537	1311066	120067	378169	37292	263857	506.5	798492	87419	91652	49840	38880	671550	83374	906224	167357	186113	429169	36811	271783	185717	2725717	574345	235928	866141	28037	350153	484713	135861	154193	355803	2058704	205128	1169905	9888	318837	452477	508497	181349	355736	201233	969320	163760	229457	509222	249982	156465	154044	520518	2628	1039403	290495	266933	247722	68906	274025	344288	185217	1467396	121250	10225	63903	128727	956195	963780	755235	26291	136146	93676	139693	31045	751495	165829	734563	397104	583523	173673	350486	499268	372336	449935	743247	780408	232759	617195	506005	50937	223719	117356	359741	156624	105100	265104	3228842	512321	271277	93044	138904	42934	281897	286939	185393	32609	40976	33510	37187	494732	99295	144528	84606	388847	139804	528089	152615	217774	239714	91015	277715	116048	172630	26693	306696	333366	50618	99922	90814	425610	14171	21240	175008	68694	114611	93532	196363	689731	93693	167311	186814	285808	150424	561354	315090	291519	68694	48700	210017	347193	44726	260750	438424	48673	32022	91888
"X158.08207_4.6"	688125	719802	2409331	415077	1297528	995721	496083	915630	496378	654145	5443359	1868122	92722	333733	1614193	1248007	4277016	4290260	522684	1909282	944549	483643	2052268	554751	31069	1672106	2456372	352627	1110508	2679584	75740	444646	1533228	440082	829856	1458087	3665294	93638	301902	867887	1355285	46154	6046470	2587203	1839206	1196190	222890	3603528	1742361	146545	3291079	563270	763063	2558947	531922	1047298	2164490	3514444	2690572	1187741	716059	1685263	3082266	187311	1774286	2381588	804746	941976	334582	1015709	2552875	1716188	2193078	1426282	278274	1049309	1769938	350715	2537755	805050	5017	1105692	1625382	341043	1244474	137084	4714702	850630	218450	508652	318631	118762	1046835	16383	10102704	9317541	6186480	2700108	56835	406938	243413	427556	402632	834765	2666309	1455273	691093	228394	867666	547657	3613721	825175	227190	801783	689043	184431	1087335	238184	3459233	1630781	3059916	3396628	1422848	1564861	333211	502661	987033	1636694	303359	1546876	165464	872983	166105	173266	613203	401947	371270	1546881	21508	697077	359314	1105541	2014757	342330	692301	178631	904042	69559	715363	86179	464554	431237	2678854	417351	124251	185019	105655	265589	714574	95911	94171	353042	1319665	360016	3048015	1218161	652952	834399	2381282	646936	763049	632971	1185378	2714328	266927	399235	1000763	919444	196327	2140449	3944241	390431	120872	922228
"X192.065356_6.25"	607.5	68790	119079	229516	8059	171408	207996	107967	16851	248615	880844	1078793	88678	256178	75181	468591	1145432	607.5	18558	93118	194473	61158	1285361	506.5	172756	375296	880446	228556	1154743	825968	455273	917309	61219	506.5	481846	43548	688445	366769	142693	526537	1353073	6694	53087	1056477	607.5	267233	133580	607.5	316537	85303	322223	45028	65767	18230	206700	293234	101723	607.5	447844	3579588	468538	506.5	1408308	506.5	4993768	15671	884917	349919	854197	1110910	85728	39760	506.5	506.5	86450	156879	2124216	1770223	1215985	55269	607.5	607.5	33623	617269	11094	53227	40397	171546	57996	1297044	38299	63153	273372	8304	12172	48389	163398	384374	506.5	368992	75779	99109	1792082	87067	164190	127715	162982	87285	506.5	227306	6049074	987294	453663	1985723	506.5	172373	207776	562940	109209	7148	870047	607.5	349979	607.5	136353	607.5	961634	761602	96473	120068	38247	4439	149323	1322194	2075553	13444	1344885	21248	1105402	643699	3058161	759971	33460	252325	823894	127902	21068	679039	506.5	729082	1134332	29677	229281	85102	615895	56410	142784	1012860	47342	437309	212113	674884	573464	108655	607.5	758894	34765	23639	12670167	629943	506.5	882984	3937541	516219	42190	99932	779128	647943	76313	326165	607.5	56225	219738	26681
"X281.088049_4.45"	80741	63939	175227	42107	193568	141950	48132	104835	52484	56662	84180	163184	93391	33354	136615	100115	174137	98568	54406	122888	59461	100855	121286	72789	9866	157164	245029	42275	301327	189914	7051	20989	129496	48681	120942	184191	111888	16598	45477	607.5	168202	23610	104954	81686	143883	105531	57947	234439	322394	32606	153890	205109	92704	283510	79178	116604	148595	107580	354216	144487	114558	153751	128663	52665	245256	327871	114950	147221	28749	180515	289350	105333	190866	90495	96999	117191	80454	31702	122310	189743	607.5	118194	137759	149355	212511	51749	98525	128201	98158	68329	105685	8420	20209	44553	140050	223997	281789	194435	51547	160017	59879	174786	102017	42165	253675	86839	185960	74746	132109	92828	116870	75375	79764	83798	91785	93050	227403	28264	174116	158167	290686	168603	181677	72672	101228	267086	95149	138557	95438	148332	30034	157861	59049	27362	51061	66391	58257	121910	27505	125934	48972	89121	203907	607.5	60295	2980	74118	40823	36280	14858	40862	102524	164117	95430	35000	11506	26678	55127	54479	24108	21326	29724	46964	179235	535231	153096	112433	173397	233086	123093	102805	142238	102745	142546	57042	64778	88379	106177	265529	139162	268052	41495	20361	105756
"X147.065655_4.55"	45642	105059	607.5	3074	175506	183890	13824	34897	607.5	59222	2235835	37200	25030	3018	2804775	82178	123754	184882	55822	607.5	26400	514042	85634	2996	607.5	1682653	521609	46420	43092	107055	506.5	107897	478354	17890	65035	6306255	8123221	80986	56804	2842815	128819	506.5	65578	76338	161324	3864036	24428	131847	275324	15887	118439	306413	87709	518076	119160	607.5	31628	2539937	693109	101426	607.5	166351	84419	53806	204243	384326	390350	90724	44885	176950	283841	190163	275695	54606	36956	176649	45165	506.5	29769	105040	607.5	225462	350166	42583	34694	13541	317999	170022	15154	65710	29746	14006	6794	4065	285320	134113	71453	375009	235721	50932	3796	29122	11181	607.5	439662	1599267	43331	17970	122144	110494	112520	20198	36750	459170	84865	22561	131269	13062	83098	852023	88317	683931	172684	376363	74238	207872	39640	129054	104717	351002	2073	22980	24633	17986	23058	102683	13895	40785	95930	203336	138885	21001	188394	607.5	89026	34979	32899	16744	32300	36926	383712	20355	73595	69141	19379	83021	1774	229035	30742	5673	5626	14525	11667	851506	134813	76592	320301	61513	252871	116013	366324	119215	110978	59406	10489	109449	34760	85047	44237	146846	273287	46763	6955	58022
