"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Time]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Experimental groups]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hB2a"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hB3a"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hC1a"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hC2a"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hC3a"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hD1a"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hD2a"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hD3a"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hA1a"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hA2a"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hA3a"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hB1a"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hB2a"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hB3a"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hC1a"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hC2a"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hC3a"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hD1a"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hD2a"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hD3a"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated24hA1a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated24hA2a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated24hA3a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated24hB1a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated24hB2a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated24hB3a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated24hC1a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated24hC2a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated24hC3a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated24hD1a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated24hD2a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated24hD3a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlA1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlA2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlA3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlB1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlB2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlB3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlC1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlC2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlC3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlD1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlD2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlD3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hA1b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hA2b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hA3b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hA1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hA2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hA3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hB1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hB2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hB3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hC1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hC2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hC3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated12hD1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
