"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Experiment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Disease]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Injection]"	"Term Source REF"	"Term Accession Number"
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_3a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_3b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_4a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_4b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_5a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_5b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_6a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_6b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_7a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_7b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_8a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_8b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_9a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_9b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_10a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_10b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_11a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_11b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_12a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_12b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_13a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_13b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_14a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_14b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_15a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_15b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_16a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_16b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_17a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_17b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_18a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_18b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_19a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_19b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_20a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_20b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_21a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_21b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_22a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_22b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_23a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_23b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_24a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_24b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_25a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_25b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_26a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_26b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_27a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_27b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_28a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_28b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_29a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_29b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_30a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_30b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_31a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_31b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_32a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_32b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_33a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_33b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_34a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_34b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_36a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_36b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_37a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_37b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_38a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_38b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_39a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_39b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_40a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_40b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_41a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_41b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_42a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_42b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_43a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_43b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_44a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_44b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_45a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_45b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_46a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_46b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_47a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_47b_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj2"	""	""
"Human blood serum"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Exp1_HCC_48a_POS"	"Exp1"	""	""	"HCC"	""	""	"Inj1"	""	""
