"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"foot"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000476"	"Sample collection"	"LeFC10"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"foot"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000476"	"Sample collection"	"LeFT1"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"foot"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000476"	"Sample collection"	"LeFT2"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"foot"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000476"	"Sample collection"	"LeFT3"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"foot"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000476"	"Sample collection"	"LeFT4"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"foot"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000476"	"Sample collection"	"LeFT5"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"foot"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000476"	"Sample collection"	"LeFT6"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"foot"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000476"	"Sample collection"	"LeFT7"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"foot"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000476"	"Sample collection"	"LeFT8"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"foot"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000476"	"Sample collection"	"LeFT9"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"foot"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000476"	"Sample collection"	"LeFT10"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGC1"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGC2"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGC3"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGC4"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGC5"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGC6"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGC7"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGC8"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGC9"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGC10"
