"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Elapsed time]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020415B-04 M2 Col-0 6am R2"	"21"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R2"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020415B-05 M3 Col-0 6am R3"	"21"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R3"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020415B-09 M7 Col-0 9am R1"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R1"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020415B-10 M8 Col-0 9am R2"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R2"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020415B-11 M9 Col-0 9am R3"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R3"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020415B-15 M13 Col-0 12pm R1"	"3"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R1"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020415B-16 M14 Col-0 12pm R2"	"3"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R2"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020415B-17 M15 Col-0 12pm R3"	"3"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R3"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020415B-21 M19 Col-0 3pm R1"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R1"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020415B-22 M20 Col-0 3pm R2"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R2"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020415B-23 M21 Col-0 3pm R3"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R3"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020515B-03 M25 Col-0 6pm R1"	"9"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R1"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020515B-04 M26 Col-0 6pm R2"	"9"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R2"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020515B-05 M27 Col-0 6pm R3"	"9"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R3"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020515B-09 M31 Col-0 9pm R1"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R1"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020515B-10 M32 Col-0 9pm R2"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R2"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020515B-11 M33 Col-0 9pm R3"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R3"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020515B-15 M37 Col-0 12am R1"	"15"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R1"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020515B-16 M38 Col-0 12am R2"	"15"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R2"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020515B-17 M39 Col-0 12am R3"	"15"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R3"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020515B-21 M43 Col-0 3am R1"	"18"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R1"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020515B-22 M44 Col-0 3am R2"	"18"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R2"	""	""
"arabidopsis"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"rosette leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003086"	"Sample collection"	"020515B-23 M45 Col-0 3am R3"	"18"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"R3"	""	""
