"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[replicate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[batch]"	"Term Source REF"	"Term Accession Number"
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Diuron1.3_B1_Rep2"	"Rep2"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Diuron1.3_B1_Rep3"	"Rep3"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Erlotinib_B2_Rep1"	"Rep1"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Erlotinib_B2_Rep2"	"Rep2"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Erlotinib_B2_Rep3"	"Rep3"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Gefitinib_B3_Rep1"	"Rep1"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Gefitinib_B3_Rep2"	"Rep2"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Gefitinib_B3_Rep3"	"Rep3"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Genistein_B3_Rep1"	"Rep1"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Genistein_B3_Rep2"	"Rep2"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Genistein_B3_Rep3"	"Rep3"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Glyphosate_B2_Rep1"	"Rep1"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Glyphosate_B2_Rep2"	"Rep2"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Glyphosate_B2_Rep3"	"Rep3"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Hydrocortisone_B1_Rep1"	"Rep1"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Hydrocortisone_B1_Rep2"	"Rep2"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Hydrocortisone_B1_Rep3"	"Rep3"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Ibuprofen_B3_Rep1"	"Rep1"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Ibuprofen_B3_Rep2"	"Rep2"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Ibuprofen_B3_Rep3"	"Rep3"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Lapatinib_B4_Rep1"	"Rep1"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Lapatinib_B4_Rep2"	"Rep2"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Lapatinib_B4_Rep3"	"Rep3"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B1_Rep1"	"Rep1"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B1_Rep2"	"Rep2"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B1_Rep3"	"Rep3"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B2_Rep1_2"	"Rep1"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B2_Rep1"	"Rep1"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B2_Rep2_2"	"Rep2"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B2_Rep2"	"Rep2"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B2_Rep3_2"	"Rep3"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B2_Rep3"	"Rep3"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B3_Rep1"	"Rep1"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B3_Rep2"	"Rep2"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B3_Rep3"	"Rep3"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B4_Rep1"	"Rep1"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B4_Rep2"	"Rep2"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Mebendazole_B4_Rep3"	"Rep3"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"NVP.BEZ235_B3_Rep1"	"Rep1"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"NVP.BEZ235_B3_Rep2"	"Rep2"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"NVP.BEZ235_B3_Rep3"	"Rep3"	""	""	"Batch3"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Octylmethoxycinnamate_B4_Rep1"	"Rep1"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Octylmethoxycinnamate_B4_Rep2"	"Rep2"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Octylmethoxycinnamate_B4_Rep3"	"Rep3"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Phthalate_B4_Rep1"	"Rep1"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Phthalate_B4_Rep2"	"Rep2"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Phthalate_B4_Rep3"	"Rep3"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Prednisolone_B2_Rep1"	"Rep1"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Prednisolone_B2_Rep2"	"Rep2"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Prednisolone_B2_Rep3"	"Rep3"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Quercetin_B1_Rep1"	"Rep1"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Quercetin_B1_Rep2"	"Rep2"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Quercetin_B1_Rep3"	"Rep3"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Rapamycin_B1_Rep1"	"Rep1"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Rapamycin_B1_Rep2"	"Rep2"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Rapamycin_B1_Rep3"	"Rep3"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Tamoxifen_B4_Rep1"	"Rep1"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Tamoxifen_B4_Rep2"	"Rep2"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Tamoxifen_B4_Rep3"	"Rep3"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Thiram_B4_Rep1"	"Rep1"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Thiram_B4_Rep2"	"Rep2"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Thiram_B4_Rep3"	"Rep3"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"TrichostatinA_B2_Rep1"	"Rep1"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"TrichostatinA_B2_Rep2"	"Rep2"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"TrichostatinA_B2_Rep3"	"Rep3"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Vinblastine_B1_Rep1"	"Rep1"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Vinblastine_B1_Rep2"	"Rep2"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Vinblastine_B1_Rep3"	"Rep3"	""	""	"Batch1"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Vincristine_B2_Rep1"	"Rep1"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Vincristine_B2_Rep2"	"Rep2"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Vincristine_B2_Rep3"	"Rep3"	""	""	"Batch2"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Wortmannin_B4_Rep1"	"Rep1"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Wortmannin_B4_Rep2"	"Rep2"	""	""	"Batch4"	""	""
"ATCC, www.atcc.org, Manassas, VA"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"MCF-10A cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001939"	"Sample collection"	"Wortmannin_B4_Rep3"	"Rep3"	""	""	"Batch4"	""	""
