"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"URI11"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI11"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI12"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI12"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI13"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI13"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI14"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI14"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI15"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI15"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI16"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI16"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI17"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI17"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI18"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI18"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI19"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI19"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI20"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI20"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI21"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI21"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI22"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI22"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI23"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI23"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI24"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI24"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI25"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI25"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI26"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI26"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI27"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI27"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI28"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI28"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI29"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI29"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI30"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI30"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI31"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI31"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI32"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI32"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI33"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI33"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI34"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI34"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI35"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI35"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI36"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI36"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI37"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI37"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI38"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI38"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI39"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI39"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI40"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI40"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI41"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI41"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI42"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI42"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI43"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI43"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI44"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI44"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI45"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI45"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI46"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI46"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI47"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI47"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI48"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI48"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI49"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI49"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI50"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI50"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"URI51"	"Extraction"	""	""	"N/A"	"Chromatography"	"N/A"	""	""	"N/A"	"N/A"	"N/A"	""	""	""	"Mass spectrometry"	""	""	"Radboud University PTR-MS"	""	""	"hollow cathode discharge ionization"	""	""	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"URI51"	"Copy of urine data final 03-02-2014.xlsx"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_vierdagse_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
