"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[flowering period]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[LED PPF]"	"Unit"	"Term Source REF"	"Term Accession Number"
"F_151_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_151_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_154_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_154_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"1000"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_157_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_157_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"1000"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_160_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_160_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"1000"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_163_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_163_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_166_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_166_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_169_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_169_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_172_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_172_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_175_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_175_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_178_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_178_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_181_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_181_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_184_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_184_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_187_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_187_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_190_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_190_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"F_193_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"fruit"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000486"	"Sample collection"	"F_193_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_037_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_037_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"1000"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_037_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_037_old_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"1000"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_040_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_040_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"1000"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_040_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_040_old_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"1000"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_043_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_043_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"1000"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_043_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_043_old_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"1000"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_046_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_046_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"200"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_046_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_046_old_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"200"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_049_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_049_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"200"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_049_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_049_old_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"200"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_052_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_052_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"200"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_052_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_052_old_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"200"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_055_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_055_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_055_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_055_old_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_058_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_058_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_058_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_058_old_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_061_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_061_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_061_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_061_old_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_064_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_064_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"200"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_064_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_064_old_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"200"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_067_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_067_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"200"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_067_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_067_old_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"200"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_070_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_070_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"200"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_070_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_070_old_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"200"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_073_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_073_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_073_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_073_old_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_076_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_076_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_076_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_076_old_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_079_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_079_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_079_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_079_old_1"	"2"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_082_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_082_1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_082_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_082_old_1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_085_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_085_1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_085_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_085_old_1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_088_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_088_1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_088_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_088_old_1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"0"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_091_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_091_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_091_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_091_old_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_094_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_094_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_094_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_094_old_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_097_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_097_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
"L_097_old_1"	"Solanum lycopersicum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4081"	"Solanum lycopersicum cv. Reiyo"	""	""	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"L_097_old_1"	"1"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"500"	"Micromole per Second"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85709"
