"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Time]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Diet]"	"Term Source REF"	"Term Accession Number"
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI007_DietC_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI007_DietC_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI007_DietC_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI007_DietC_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI009_DietB_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI009_DietB_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI009_DietB_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI009_DietB_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI011_DietA_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI011_DietA_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI011_DietA_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI011_DietA_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI012_DietA_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI012_DietA_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI012_DietA_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI012_DietA_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI014_DietA_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI014_DietA_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI014_DietA_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI014_DietA_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI015_DietC_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI015_DietC_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI015_DietC_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI015_DietC_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI016_DietC_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI016_DietC_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI016_DietC_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI016_DietC_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI019_DietB_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI019_DietB_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI019_DietB_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI019_DietB_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI024_DietA_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI024_DietA_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI024_DietA_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI024_DietA_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI025_DietC_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI025_DietC_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI025_DietC_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI025_DietC_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI028_DietA_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI028_DietA_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI028_DietA_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI028_DietA_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI034_DietB_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI034_DietB_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI034_DietB_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI034_DietB_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI035_DietC_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI035_DietC_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI035_DietC_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI035_DietC_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietC"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI036_DietA_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI036_DietA_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI036_DietA_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI036_DietA_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietA"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI047_DietB_V1"	"0"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI047_DietB_V2"	"6"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI047_DietB_V3"	"12"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
"FLAVUR_Project"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Batch1"	""	""	"Sample collection"	"JALI047_DietB_V4"	"18"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"	"DietB"	""	""
