bucket [0.04ppm]	JGOAd1kCON1.TX_1_1	JGOAd1kCON2.TX_1_1	JGOAd1kCON3.TX_1_1	JGOAd2kcon1.TX_1_1	JGOAd2kcon2.TX_1_1	JGOAd2kcon3.TX_1_1	JGOAd3kcon1.TX_1_1	JGOAd3kcon2.TX_1_1	JGOAd3kcon3.TX_1_1	JGOAd14kcon1.T_1_1	JGOAd14kcon2.T_1_1	JGOAd14kcon3.T_1_1	JGOAd1kOA1.TX_1_1	JGOAk1d3.BBI_1_1	JGOAd1kOA2.TX_1_1	JGOAd2kOA1.TX_1_1	JGOAd2kOA2.TX_1_1	JGOAd2kOA3.TX_1_1	JGOAd3kOA1.TXI_1_1	JGOAd3kOA2.TXI_1_1	JGOAd3kOA3.TXI_1_1	JGOAd14kOA1.TX_1_1	JGOAd14kOA2.TX_1_1	JGOAd14kOA3.TX_1_1	JGOAd1wCON1.TX_1_1	JGOAd1wCON2.TX_1_1	JGOAd1wCON3.TX_1_1	JGOAd2wcon1.TX_1_1	JGOAd2wcon2.TX_1_1	JGOAd2wcon3.TX_1_1	JGOAd3wcon1.TX_1_1	JGOAd3wcon2.TX_1_1	JGOAd3wcon3.TX_1_1	JGham14c1.txi_1_1	JGham14c2.txi_1_1	JGham14c3.txi_1_1	JGOAd1wOA1.TX_1_1	JGOAd1wOA2.TX_1_1	JGOAd1wOA3.TX_1_1	JGOAd2wOA1.TX_1_1	JGOAd2wOA2.TX_1_1	JGOAd2wOA3.TX_1_1	JGOAd3woa1.TX_1_1	JGOAd3woa2.TX_1_1	JGOAd3woa3.TX_1_1	JGham14o1.txi_1_1	JGham14o2.txi_1_1	JGham14o3.txi_1_1
2.22	1.1223	2.8882	0.8613	6.0834	2.5918	1.7203	1.1069	2.3036	2.9227	3.3886	14.5562	9.5299	2.3299	4.2487	1.9654	5.0613	5.4763	3.2869	1.983	5.4574	6.2785	12.2749	5.3676	4.5575	2.7637	1.9001	1.826	8.1569	1.7417	1.6613	1.2721	2.3438	1.8637	3.47	3.8697	3.9599	2.5515	2.1381	4.0815	11.4976	1.6679	2.1938	0.665	2.4766	2.3932	3.781	4.2982	3.5362
2.18	1.8212	1.7669	0.7746	3.406	1.2966	1.1506	0.976	3.6135	2.157	20.3165	8.7068	12.3724	1.3354	12.7018	2.0846	3.006	2.9209	1.479	0.8659	0.8759	2.4952	18.212	11.6705	13.8682	1.1371	0.4478	0.7904	1.4328	1.9166	2.0403	1.6982	1.2954	1.6634	2.7028	3.6672	3.1395	0.8268	0.4943	2.1817	1.5868	1.7494	0.9081	1.0489	1.4456	1.0208	2.8135	3.3503	3.1443
2.14	10.597	2.2161	4.5572	2.1363	1.6407	1.7073	1.6809	2.2669	1.1917	11.2808	5.238	5.9372	4.7535	16.0607	7.8096	1.3496	1.6235	2.111	1.3861	1.0833	2.5757	6.9907	16.8917	9.774	1.5461	0.964	1.4082	1.4652	7.8083	4.4084	1.1355	2.0177	6.179	3.4242	6.6728	4.1001	1.3924	1.0539	0.9354	1.5685	1.475	1.7051	0.4148	1.6897	1.4453	5.6299	5.8613	5.6514
2.1	12.4255	2.1191	11.5671	1.5125	1.1561	1.3843	2.0265	1.9927	0.993	5.5925	5.7998	6.5332	12.371	10.1485	16.4091	2.1572	1.8729	2.3318	4.6238	3.1462	2.8079	7.0686	10.0228	6.9232	1.2512	0.6558	0.8804	1.2003	14.1392	7.6673	10.1359	2.583	15.4183	5.9787	12.8738	6.4044	1.0308	0.651	1.1806	1.9723	9.2586	4.9659	3.6962	1.9184	1.1918	13.1861	12.569	12.0849
2.06	7.837	5.2655	11.0174	3.7296	3.8311	4.3983	4.9251	2.0579	1.632	8.2408	8.2016	9.171	13.3771	8.8917	12.9152	8.2271	7.0158	7.7124	8.0206	7.4926	9.3718	12.9583	10.5476	10.6526	3.8974	3.4814	4.1381	4.4027	10.3661	6.0933	2.9602	9.5	13.4838	12.1786	15.064	12.7485	4.2125	3.8805	1.0634	8.57	6.9009	10.3959	2.134	6.0206	3.7038	15.2418	14.2572	13.7022
2.02	4.1625	5.0857	5.772	2.0899	2.5451	4.8315	4.7262	3.7992	4.6144	6.9118	7.5685	8.2991	9.1965	6.1955	5.9433	2.9414	1.7221	2.3291	3.0276	1.7223	2.2959	8.9413	6.7767	7.0555	3.3353	4.0612	4.5642	2.1866	5.9149	3.325	1.715	3.9102	6.6183	13.8784	10.3922	12.1773	2.7859	2.1482	3.8172	2.0977	7.026	6.1529	0.6865	4.9064	2.8048	10.68	9.8476	9.5082
1.98	1.1406	7.7426	2.8584	1.408	2.8934	3.8517	4.7869	1.9419	2.3945	5.6677	7.5566	7.3371	3.4143	4.579	1.9004	1.4411	0.9676	4.1968	5.6278	1.7324	1.5639	7.2456	5.3885	6.0411	4.2678	4.3026	3.3189	2.2251	2.2784	1.6209	1.6837	4.6637	1.6502	11.2289	5.302	8.5095	4.9931	4.1956	2.4753	1.9417	5.7053	4.994	0.5825	3.8423	3.9655	4.0803	4.4839	4.3049
1.94	3.0577	8.6786	2.1437	5.9913	4.7921	4.0206	4.2204	1.6254	1.7862	4.7079	4.7533	5.7336	2.9533	5.2807	3.3848	4.3059	3.7301	5.194	8.058	8.0152	7.1238	5.9975	5.2864	5.5181	5.6183	4.77	3.8462	8.4455	2.5325	6.5357	4.4811	4.608	2.7608	6.6436	5.9311	6.5417	3.9595	3.4038	3.3988	8.9806	10.5548	8.149	3.1244	5.0667	4.6794	6.0391	5.5029	5.8456
1.9	3.5651	8.4308	2.3749	9.1587	3.7463	4.0209	5.1821	8.4355	5.591	4.5446	4.2418	4.9908	3.4874	5.3279	4.2875	6.6448	7.8303	5.0586	5.6601	7.1359	11.2334	4.9528	5.3251	5.181	5.0987	5.4013	1.9584	5.7637	3.3611	2.5756	2.0203	5.6714	2.806	6.5141	5.614	5.5569	3.897	3.447	2.8041	10.9366	3.4455	5.1813	0.9571	3.5921	4.2468	5.369	5.4571	4.6849
1.86	2.7717	7.6142	3.309	6.5697	4.7271	3.0625	3.3013	4.1202	4.8958	4.1801	4.4941	5.0616	4.637	4.0121	4.1841	5.4492	4.2912	5.2321	7.5842	4.9303	4.9373	4.9318	4.7957	4.6255	5.2422	3.0878	1.8219	5.3788	3.3158	2.9582	2.468	4.216	2.6551	4.6319	6.0191	5.4126	3.8781	3.361	3.8528	7.5428	3.8354	2.6382	2.0604	2.509	5.318	5.1779	5.4955	5.2499
1.82	2.11	4.4039	2.3557	5.5845	3.6312	2.7255	1.8803	3.8425	3.3917	4.0949	4.4397	5.2712	4.6039	4.037	3.3027	5.8167	5.3159	3.933	4.3237	6.5433	5.9609	5.1804	4.7214	4.4324	3.1652	2.3136	2.0199	7.0955	2.6767	2.4987	1.8946	3.4382	2.709	4.8667	5.8954	5.7256	2.3674	1.9569	2.5499	8.3082	3.1617	2.8986	0.9913	3.5629	3.7004	5.1763	4.9245	4.8987
1.78	2.2296	2.737	2.4884	4.3378	2.0913	1.6754	1.5248	3.6838	3.1057	4.5819	4.7872	5.3844	4.9002	4.2889	2.8998	2.9868	4.216	2.1846	2.2629	3.9237	3.0113	5.5774	5.03	4.9828	1.985	1.0595	1.777	4.0422	2.9201	3.7107	1.0522	2.0293	2.8948	4.3994	5.3086	4.7126	1.886	1.4729	2.1309	5.0724	3.2524	1.4091	1.4856	2.241	2.1792	3.9214	4.4162	4.2633
1.74	4.5395	2.3263	5.0183	2.2369	1.2411	2.5097	2.136	2.3181	2.4559	5.1704	5.532	6.2054	5.5437	5.5757	4.1399	2.5919	1.4765	1.7256	2.0885	1.6796	1.707	6.7365	5.9887	5.9001	1.4746	1.065	2.1703	1.2822	5.9232	3.9193	1.9215	2.5597	5.8541	4.7063	6.3437	5.2128	1.6956	1.207	1.8367	4.0265	4.4519	2.5627	1.4476	3.2728	1.3464	5.3546	5.5632	5.3162
1.7	2.8994	4.8925	4.0662	1.753	2.4425	3.9108	3.5503	1.6786	1.1174	7.4547	7.2296	8.2706	4.5189	5.7565	3.55	1.6378	1.9091	3.5395	5.2324	1.9353	1.2628	8.9359	6.5839	7.3159	2.7502	2.3587	3.2468	1.9007	2.9295	2.2602	2.3863	4.4962	2.6821	7.1365	7.7468	7.5927	3.7423	3.189	1.7746	1.4075	4.4123	3.6375	1.6503	3.8345	3.0143	6.7047	6.7482	6.2951
1.66	1.2345	5.489	1.5516	4.9362	5.1833	3.1252	2.8092	1.5256	1.8336	7.6906	7.9402	9.5429	2.3266	4.9472	1.7574	2.2191	3.8512	6.0596	6.5148	4.6891	1.4664	9.5822	6.1154	7.2679	3.1793	1.99	1.9914	5.034	1.4201	1.7239	1.7267	4.0425	1.4259	6.317	6.2075	6.2791	3.8795	3.5281	3.2773	2.0294	2.4296	2.5949	1.0028	2.993	4.0641	5.417	5.4601	4.9936
1.62	0.7033	2.9993	0.7957	3.4807	3.6415	1.881	2.1112	1.5316	3.5502	5.9544	6.5451	7.766	1.9449	4.2901	1.2736	5.3005	2.6087	3.3296	2.9064	9.102	2.4178	7.6304	5.6778	6.0027	1.7719	0.9817	1.1597	6.0692	1.0417	1.4472	1.2396	2.2465	1.191	5.4355	5.0205	5.5691	1.5823	1.22	2.9813	4.4259	1.6538	1.1945	0.5963	2.0168	2.3728	4.3846	5.0946	4.1817
1.58	0.4006	1.9375	0.2926	2.4834	1.8465	1.2909	1.2404	2.2203	3.38	4.6777	5.8677	6.5555	1.375	3.6183	0.8567	2.2516	2.4494	2.1508	1.1991	2.8897	2.9532	6.682	5.7181	5.2392	1.3279	0.5101	0.7997	2.0765	0.7272	1.4091	0.9296	1.559	0.8896	4.527	4.4663	4.8708	1.0552	0.7492	1.6922	5.906	1.0256	0.4993	0.3768	1.2539	1.3502	4.9338	6.2894	4.3667
1.54	0.6353	1.7128	0.3466	4.258	1.3411	1.0832	0.8632	2.1399	1.6034	3.6852	7.137	8.9182	1.7908	3.751	1.1835	1.8399	5.2874	1.8561	1.0003	1.3884	2.4642	6.7745	5.0187	4.6999	1.1591	0.5317	0.6206	1.5938	0.8159	1.386	0.8697	1.413	1.0669	3.7498	4.1873	4.1672	0.8987	0.5773	1.2945	2.126	1.0818	0.3451	0.2974	1.2373	1.0448	3.5336	4.2287	3.6348
1.5	4.5796	1.6727	1.4017	6.3177	1.1062	0.9855	0.5988	2.1216	1.0969	6.8194	4.5503	5.3589	2.2236	5.5475	2.2294	4.6419	4.8288	1.8204	1.1213	1.1389	1.5591	5.1299	6.1224	6.9884	1.1289	0.3757	0.8379	1.0352	2.0355	5.2137	0.7594	1.142	1.833	3.5899	4.8967	4.4608	1.2044	0.8812	1.2902	1.3023	1.16	0.0922	0.1913	1.1838	1.0523	4.0054	4.7703	4.5295
1.46	5.951	1.5627	5.7581	3.0773	1.0832	1.4131	1.2376	1.5555	0.8914	5.4624	6.3721	7.4301	6.0823	5.7562	4.2111	6.2595	1.6027	0.6948	0.9918	1.005	1.1419	6.8503	6.6767	6.6107	1.0215	0.3559	1.2909	0.9452	5.9988	1.9285	0.9989	1.3914	2.6451	6.7594	10.1924	9.3904	1.212	0.8306	1.4306	0.9767	2.734	0.6471	0.6503	1.7576	1.0214	7.01	7.6778	13.1848
1.42	1.2603	2.428	1.2977	1.7587	1.8109	3.7944	3.2597	1.4847	0.742	12.0459	13.5952	20.5275	2.4001	5.7823	1.6274	1.8009	1.1698	2.1567	2.3707	2.1043	1.2266	13.0173	7.2903	11.8756	1.359	0.7237	4.3077	1.5719	1.0978	1.8571	1.1885	2.1769	1.2059	8.3409	6.0279	9.0932	1.9182	1.4925	1.6179	1.0415	3.8613	3.1759	0.9068	5.5442	1.5298	5.3205	6.1244	5.0093
1.38	0.859	3.6546	0.5602	1.9843	1.5654	2.8172	1.3052	1.4284	1.129	7.4187	8.234	9.8934	2.0256	5.2684	1.1993	1.3962	1.7778	1.7634	2.1941	2.2592	1.5727	9.7462	9.0024	7.5131	1.8464	1.9247	0.9732	1.3456	0.8684	8.2528	3.8914	2.5917	0.9732	5.7476	5.6521	6.1929	3.5405	2.5773	2.2276	1.5277	2.0573	0.2884	5.8443	1.649	2.0336	5.6767	7.7616	5.2301
1.34	23.6933	14.0472	10.1599	19.7074	36.299	22.2024	7.3172	1.5974	1.1627	4.5371	5.1581	6.2083	23.7635	11.3382	18.9451	12.0536	13.9707	19.374	11.6763	9.6219	8.455	8.0985	9.3215	5.0777	10.3184	5.3147	7.5636	15.4932	11.9738	10.8401	3.7134	6.5202	5.3991	16.946	17.3246	26.0678	7.7435	7.3487	4.9441	7.7201	13.1263	9.6772	5.5515	20.8669	16.468	14.6271	19.9147	19.3999
1.3	2.755	2.1506	2.4217	2.5305	2.1181	1.2719	1.866	13.9657	15.3227	2.5856	3.0128	3.7436	7.5064	4.2928	3.5591	1.7611	1.4631	3.1242	1.4362	4.2083	1.6617	10.3192	12.3627	3.9614	1.6526	0.8592	0.8212	5.4711	3.4022	2.8789	1.2473	1.6357	2.0235	13.4447	8.1866	12.2363	1.0957	0.7968	8.1806	1.3012	1.3992	1.0583	1.3568	2.374	1.2761	18.851	26.4846	12.4679
1.26	0.8334	1.614	0.5297	2.1786	1.1151	1.4626	1.6406	1.6378	3.3081	3.1539	3.3097	3.8228	3.0805	4.2182	1.0406	1.3591	1.8218	2.7184	0.9286	2.4404	2.2886	6.3646	6.8215	4.5465	1.8092	1.2133	2.218	2.3252	1.0544	2.713	1.1313	1.7667	1.3237	11.6984	6.7396	10.6405	1.667	1.3849	2.0554	3.9815	2.1862	1.1327	0.386	2.3677	1.3435	10.21	11.998	8.1881
1.22	1.979	3.6662	2.0971	5.6738	2.6606	2.1109	1.8548	1.9525	1.0117	4.9077	5.0867	5.7138	2.9546	4.7995	2.1848	3.5721	3.5822	3.0621	1.7026	2.0159	1.7451	5.4158	5.7897	5.653	2.8813	2.093	1.9291	4.5406	1.9029	4.1472	2.1797	2.2063	2.2423	6.7358	5.2089	5.952	2.8945	2.4743	2.5394	2.5483	3.8924	2.0135	1.4628	2.2999	2.8203	4.2959	5.2369	4.2795
1.18	0.9794	2.2041	1.4023	1.8784	1.4685	1.2232	1.5411	2.1514	2.5664	3.8859	4.0744	5.011	2.1728	3.9093	1.6098	1.556	1.5925	1.6484	0.819	0.8597	1.0307	4.2771	4.2783	4.3763	1.5493	0.7588	1.0682	2.0362	1.3972	1.3463	0.8881	1.3746	1.622	4.9092	3.9826	4.3037	1.182	0.8776	2.3545	1.1378	0.5975	1.1566	0.2	1.6012	1.4285	3.7674	5.0224	4.8454
1.14	0.1246	0.7935	0.12	0.9207	0.4885	0.2686	0.4865	0.577	1.5806	2.2495	2.4458	3.0314	0.6982	3.0772	0.4265	0.5933	0.4887	1.9343	0.3345	0.3282	0.2632	2.5085	3.9035	3.082	0.5833	-0.0098	0.2734	0.0544	0.3833	1.0096	0.4229	0.9936	1.5316	3.0921	3.4898	3.166	0.3132	0.0451	1.6089	0.4513	0.4607	-0.2203	-0.237	1.448	0.6883	21.1253	16.1744	19.0914
1.1	-0.0115	0.5309	-0.0185	0.6765	0.2658	0.26	0.3945	0.4129	0.4072	1.8319	2.0668	2.336	0.4805	3.1028	0.319	0.4694	0.3991	0.526	0.2125	0.2419	0.1954	2.0602	3.8092	2.7631	0.436	-0.106	0.2151	-0.1128	0.3045	1.0002	0.4084	0.4205	0.4912	2.3504	2.9777	2.7644	0.2369	-0.0415	0.9543	0.2798	0.4422	-0.3316	-0.1961	0.6349	0.3139	1.9424	2.8014	2.2235
1.06	0.8633	0.7223	0.4567	0.8917	0.3876	0.3528	0.4667	0.3246	0.2816	2.387	2.9388	2.8788	0.9509	3.9453	0.826	0.7009	0.5236	0.7628	0.3128	0.3185	0.3389	2.705	4.2828	3.2254	0.5112	-0.0546	0.2822	0.1484	0.9733	1.8799	0.3967	0.4555	0.9282	2.4041	3.5018	2.999	0.3156	0.0011	0.9133	0.4361	0.4065	-0.1068	-0.2847	0.7739	0.3454	2.4167	3.2276	2.7156
1.02	1.503	0.6799	1.3211	0.6304	0.3435	0.5423	1.0917	0.5756	0.4454	3.5445	3.9582	4.0973	1.5861	4.4168	1.3486	0.454	0.3065	0.3128	0.2162	0.2029	0.1605	3.8813	5.1225	4.392	0.4049	-0.1011	1.1819	-0.1119	1.3601	2.3798	0.6782	0.3792	1.2497	3.3447	4.6286	4.1435	0.2553	-0.0392	1.0431	0.2984	1.3267	0.2569	-0.0566	1.3235	0.2814	3.261	4.0616	3.5953
0.98	4.4001	2.316	3.4785	1.0307	1.2204	1.6329	1.5022	0.32	0.2562	5.2705	6.0904	5.9949	3.5367	7.2757	3.1695	0.869	0.5481	1.5203	1.1451	0.6774	0.6399	5.7909	6.647	6.5266	1.2576	0.9297	2.0897	0.7791	2.9899	3.8771	1.1506	1.2107	2.6143	5.0951	7.3042	6.4293	2.2819	1.7891	0.9819	0.6084	2.5353	0.8929	0.3127	1.7823	1.2057	5.14	6.2371	5.4746
0.94	3.0597	4.3796	3.2563	2.5307	2.6159	3.8272	3.0903	0.763	0.837	13.8036	13.9924	15.8845	3.6352	8.9135	2.6967	1.8587	1.8838	2.7277	2.4138	2.3836	1.7503	15.6608	8.7007	13.4558	2.4603	2.4553	5.5428	3.07	2.192	2.2276	1.4638	2.3442	1.9856	8.8204	9.7871	10.6429	5.9294	5.1349	2.3221	1.993	2.3379	2.4725	0.5048	3.3096	2.5937	7.4798	8.4959	7.4454
0.9	1.2598	3.1837	1.5523	3.1317	2.3588	1.6213	1.3519	1.8923	1.6468	15.0458	16.7559	19.8743	2.1721	7.8174	1.3319	2.3445	2.5518	2.6425	1.8074	2.324	2.0898	20.6503	9.8452	14.9666	1.9141	1.1655	1.8141	3.1158	0.8091	2.1556	1.6049	1.6485	1.025	9.9071	9.5195	12.0628	3.3734	2.9342	4.7628	2.344	0.9892	0.6033	1.0986	1.9703	2.3024	10.9959	13.4963	9.0971
0.86	0.8568	1.5522	1.0514	2.2434	1.0915	1.0123	1.1114	1.6615	1.7802	12.9427	14.6821	17.181	1.4497	6.5241	1.0096	1.5609	1.6084	0.7519	0.6671	1.2318	1.3116	16.1648	7.5756	13.0499	1.3562	0.8749	0.9888	1.3831	0.9683	1.4001	0.6478	1.552	1.2121	8.9336	7.792	8.9242	0.9751	0.6912	3.2613	1.3509	0.5655	0.2109	-0.254	1.8853	1.2803	6.7093	7.4869	6.2941
0.82	0.3355	0.8924	0.6328	0.566	0.2438	0.3898	0.4699	0.8938	0.7997	7.6706	9.0768	10.7741	0.4092	4.5475	0.3553	0.4041	0.3639	0.2395	0.2173	0.3721	0.3089	8.9692	5.89	8.5493	0.5089	-0.0395	0.5727	-0.0536	0.2184	0.8637	0.3326	0.4922	0.3354	5.2773	4.7326	4.7599	0.4483	0.1922	1.7393	0.2806	0.1584	-0.493	-0.4716	0.6628	0.3223	3.3414	3.952	3.5414
0.78	0.0049	0.5623	0.259	0.4286	0.1498	0.1607	0.3901	0.2685	0.2434	3.9454	4.8497	5.6356	0.1441	3.6484	0.1622	0.2298	0.1571	0.4332	0.1225	0.0742	-0.0295	3.7067	4.5785	5.2252	0.3373	-0.2404	0.2149	-0.3921	0.1532	0.7509	0.3977	0.2625	0.2426	3.4825	3.695	3.5174	0.1261	-0.1299	1.2391	0.1331	0.1322	-0.5858	-0.3886	0.473	0.188	2.4646	3.0802	2.6708
0.74	0.2742	0.8542	0.349	0.7918	0.5898	0.3801	0.7866	0.0882	0.1607	2.4855	3.0391	3.5454	0.4422	3.4425	0.516	0.3568	0.4308	0.5772	0.2773	0.2691	0.1236	1.9084	3.7897	3.801	0.7384	0.1942	0.1978	0.3809	0.744	0.9678	0.3815	0.5402	0.6452	2.8146	3.3662	3.0305	0.1846	-0.0327	0.9892	0.3561	0.5432	-0.0452	-0.1788	0.9742	0.4817	2.1719	2.6894	2.5458
0.7	-0.1858	0.4169	0.0144	0.234	0.0969	-0.0237	0.3335	0.2698	0.4627	1.8104	2.2719	2.7513	-0.0631	2.6814	0.0577	0.1278	0.0731	0.0091	0.0535	0.0076	-0.1286	1.2548	3.1904	2.9374	0.1744	-0.2906	0.0784	-0.3475	0.0737	0.3297	0.0541	0.1205	0.1502	2.0581	2.5297	2.1642	0.0753	-0.183	1.0446	0.0764	0.0467	-0.6129	-0.5673	0.4096	0.0848	1.5467	2.1741	1.7037
0.66	-0.2418	0.3514	-0.0803	0.1624	0.0171	-0.0119	0.2556	0.0487	0.1218	1.0844	1.54	1.8457	-0.1826	1.786	-0.0072	0.073	0.0153	0.4893	0.0558	-0.0513	-0.2321	0.5197	2.6342	2.1062	0.1014	-0.3929	0.0204	-0.5689	0.0517	0.2847	0.029	0.0726	0.1239	1.4669	2.0329	1.6823	0.0284	-0.2392	0.908	-0.0128	0.0334	-0.7227	-0.5874	0.2899	0.0544	1.1198	1.6975	1.32
0.62	-0.2788	0.2323	-0.2096	0.2123	-0.0865	-0.0667	0.3163	-0.0206	-0.0152	0.677	1.0948	1.3275	-0.2332	1.3023	-0.0272	0.0416	-0.0064	-0.1361	0.0242	-0.0821	-0.225	0.1859	2.2246	1.6553	0.0211	-0.3842	-0.0064	-0.5886	0.0315	0.1361	-0.007	0.0211	0.1196	1.0492	1.6233	1.334	0.0193	-0.2556	0.9175	-0.0146	0.0196	-0.6548	-0.6172	0.3088	0.0261	0.8282	1.4149	0.9911
