"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Genotype]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Country of origin]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Population ID]"	"Term Source REF"	"Term Accession Number"	"Factor Value[MFFGC accession no.]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Type]"	"Term Source REF"	"Term Accession Number"
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0377_4"	"PG0377"	""	""	"4"	""	""	"NZ"	""	""	"GIL005"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0383_4"	"PG0383"	""	""	"4"	""	""	"NZ"	""	""	"GIL003"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0385_4"	"PG0385"	""	""	"4"	""	""	"NZ"	""	""	"GIL003"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0386_4"	"PG0386"	""	""	"4"	""	""	"NZ"	""	""	"GIL003"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0402_4"	"PG0402"	""	""	"4"	""	""	"NZ"	""	""	"GIL004"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0417_4"	"PG0417"	""	""	"4"	""	""	"NZ"	""	""	"GIL004"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0419_4"	"PG0419"	""	""	"4"	""	""	"NZ"	""	""	"GIL004"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0428_4"	"PG0428"	""	""	"4"	""	""	"NZ"	""	""	"GIL002"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0458_4"	"PG0458"	""	""	"4"	""	""	"NZ"	""	""	"GIL001"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0459_4"	"PG0459"	""	""	"4"	""	""	"NZ"	""	""	"GIL001"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0478_4"	"PG0478"	""	""	"4"	""	""	"NZ"	""	""	"GIL001"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0481_4"	"PG0481"	""	""	"4"	""	""	"NZ"	""	""	"GIL001"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0482_4"	"PG0482"	""	""	"4"	""	""	"NZ"	""	""	"GIL001"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0484_4"	"PG0484"	""	""	"4"	""	""	"NZ"	""	""	"GIL001"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0485_4"	"PG0485"	""	""	"4"	""	""	"NZ"	""	""	"GIL001"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0488_4"	"PG0488"	""	""	"4"	""	""	"NZ"	""	""	"GIL001"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0494_4"	"PG0494"	""	""	"4"	""	""	"UK"	""	""	"Aberdart"	""	""	"13487"	""	""	"UK high sugar cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0517_4"	"PG0517"	""	""	"4"	""	""	"France"	""	""	"Pacage"	""	""	"8343"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0525_4"	"PG0525"	""	""	"4"	""	""	"UK"	""	""	"Aurora"	""	""	"5816"	""	""	"UK high sugar cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0556_4"	"PG0556"	""	""	"4"	""	""	"Netherlands"	""	""	"Barlet"	""	""	"5771"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0570_4"	"PG0570"	""	""	"4"	""	""	"NZ"	""	""	"Bronsyn"	""	""	"12337"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0576_4"	"PG0576"	""	""	"4"	""	""	"NZ"	""	""	"Ceres Kingston"	""	""	"11756"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0613_4"	"PG0613"	""	""	"4"	""	""	"NZ"	""	""	"Ellett"	""	""	"10404"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0619_4"	"PG0619"	""	""	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0630_4"	"PG0630"	""	""	"4"	""	""	"USA"	""	""	"Epic"	""	""	"3539"	""	""	"US cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0633_4"	"PG0633"	""	""	"4"	""	""	"USA"	""	""	"Epic"	""	""	"3539"	""	""	"US cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0641_4"	"PG0641"	""	""	"4"	""	""	"Germany"	""	""	"Fennema"	""	""	"5791"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0643_4"	"PG0643"	""	""	"4"	""	""	"Germany"	""	""	"Fennema"	""	""	"5791"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0666_4"	"PG0666"	""	""	"4"	""	""	"NZ"	""	""	"Grasslands Impact"	""	""	"10745"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0667_4"	"PG0667"	""	""	"4"	""	""	"NZ"	""	""	"Grasslands Impact"	""	""	"10745"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0674_4"	"PG0674"	""	""	"4"	""	""	"NZ"	""	""	"Grasslands Samson"	""	""	"11292"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0678_4"	"PG0678"	""	""	"4"	""	""	"NZ"	""	""	"Grasslands Samson"	""	""	"11292"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0698_4"	"PG0698"	""	""	"4"	""	""	"NZ"	""	""	"Hillary"	""	""	"13515"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0701_4"	"PG0701"	""	""	"4"	""	""	"NZ"	""	""	"Hillary"	""	""	"13515"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0719_4"	"PG0719"	""	""	"4"	""	""	"Germany"	""	""	"Limanda"	""	""	"8342"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0731_4"	"PG0731"	""	""	"4"	""	""	"Germany"	""	""	"Linocta"	""	""	"5834"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0732_4"	"PG0732"	""	""	"4"	""	""	"Germany"	""	""	"Linocta"	""	""	"5834"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0746_4"	"PG0746"	""	""	"4"	""	""	"Germany"	""	""	"Liperry"	""	""	"5830"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0756_4"	"PG0756"	""	""	"4"	""	""	"Germany"	""	""	"Limanda"	""	""	"8342"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0757_4"	"PG0757"	""	""	"4"	""	""	"Germany"	""	""	"Limanda"	""	""	"8342"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0849_4"	"PG0849"	""	""	"4"	""	""	"Netherlands"	""	""	"Option"	""	""	"12436"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0854_4"	"PG0854"	""	""	"4"	""	""	"Netherlands"	""	""	"Option"	""	""	"12436"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0857_4"	"PG0857"	""	""	"4"	""	""	"France"	""	""	"Pacage"	""	""	"8343"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0867_4"	"PG0867"	""	""	"4"	""	""	""	""	""	"Morganna"	""	""	"5805"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0900_4"	"PG0900"	""	""	"4"	""	""	""	""	""	"Pearl"	""	""	"12420"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0913_4"	"PG0913"	""	""	"4"	""	""	"Netherlands"	""	""	"Premium"	""	""	"12438"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0924_4"	"PG0924"	""	""	"4"	""	""	"USA"	""	""	"Saturn"	""	""	"8349"	""	""	"US cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0937_4"	"PG0937"	""	""	"4"	""	""	"Czeckoslovakia"	""	""	"Sport"	""	""	"4921"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0940_4"	"PG0940"	""	""	"4"	""	""	"Netherlands"	""	""	"Premium"	""	""	"12438"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0949_4"	"PG0949"	""	""	"4"	""	""	"NZ x ecotype"	""	""	"GIL018"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1007_4"	"PG1007"	""	""	"4"	""	""	"France"	""	""	"Fra-11"	""	""	"7798"	""	""	"Ecotype"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1025_4"	"PG1025"	""	""	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1060_4"	"PG1060"	""	""	"4"	""	""	"Argentina"	""	""	"Arg-2"	""	""	"9696"	""	""	"Ecotype"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1080_4"	"PG1080"	""	""	"4"	""	""	"Netherlands"	""	""	"Heraut"	""	""	"5797"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1102_4"	"PG1102"	""	""	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1140_4"	"PG1140"	""	""	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1142_4"	"PG1142"	""	""	"4"	""	""	"Tunisia"	""	""	"Tuni-11"	""	""	"14032"	""	""	"Ecotype"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1172_4"	"PG1172"	""	""	"4"	""	""	"NZ"	""	""	"Vedette"	""	""	"8835"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1183_4"	"PG1183"	""	""	"4"	""	""	"NZ"	""	""	"Ruanui"	""	""	"10733"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1184_4"	"PG1184"	""	""	"4"	""	""	"NZ"	""	""	"Ruanui"	""	""	"10733"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1231_4"	"PG1231"	""	""	"4"	""	""	"NZ x ecotype"	""	""	"GIL021"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1240_4"	"PG1240"	""	""	"4"	""	""	"NZ x ecotype"	""	""	"GIL016"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1268_4"	"PG1268"	""	""	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1287_4"	"PG1287"	""	""	"4"	""	""	"Tunisia"	""	""	"Tuni-2"	""	""	"10773"	""	""	"Ecotype"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1293_4"	"PG1293"	""	""	"4"	""	""	"Tunisia"	""	""	"Tuni-9"	""	""	"14029"	""	""	"Ecotype"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1294_4"	"PG1294"	""	""	"4"	""	""	"Tunisia"	""	""	"Tuni-9"	""	""	"14029"	""	""	"Ecotype"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1327_4"	"PG1327"	""	""	"4"	""	""	"NZ x ecotype"	""	""	"Azer-1 x Samson AR1"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1332_4"	"PG1332"	""	""	"4"	""	""	"NZ x ecotype"	""	""	"Azer-1 x Samson AR1"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1345_4"	"PG1345"	""	""	"4"	""	""	"NZ x ecotype"	""	""	"Turk-1 x Commando AR1"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1353_4"	"PG1353"	""	""	"4"	""	""	"NZ x ecotype"	""	""	"Turk-1 x Commando AR1"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1369_4"	"PG1369"	""	""	"4"	""	""	"NZ x ecotype"	""	""	"Aus-1 x Commando AR1"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_15"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1376_4"	"PG1376"	""	""	"4"	""	""	"NZ"	""	""	"'IxS' mapping population parent I"	""	""	""	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_16"	"blank"	""	""	"blank"	""	""	"Sample collection"	"blank"	"blank"	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_16"	"blank"	""	""	"blank"	""	""	"Sample collection"	"blank"	"blank"	""	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_16"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 1"	"Control 1"	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_16"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 1"	"Control 1"	""	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
