"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Genotype]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Country of origin]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Population ID]"	"Term Source REF"	"Term Accession Number"	"Factor Value[MFFGC accession no.]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Type]"	"Term Source REF"	"Term Accession Number"
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0881_3"	"PG0881"	""	""	"3"	""	""	"Slovakia"	""	""	"Pastel"	""	""	"12505"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0888_3"	"PG0888"	""	""	"3"	""	""	"Netherlands"	""	""	"Peramo"	""	""	"5787"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0910_3"	"PG0910"	""	""	"3"	""	""	"Netherlands"	""	""	"Option"	""	""	"12436"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0912_3"	"PG0912"	""	""	"3"	""	""	"Netherlands"	""	""	"Option"	""	""	"12436"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0924_3"	"PG0924"	""	""	"3"	""	""	"USA"	""	""	"Saturn"	""	""	"8349"	""	""	"US cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0940_3"	"PG0940"	""	""	"3"	""	""	"Netherlands"	""	""	"Premium"	""	""	"12438"	""	""	"European cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0949_3"	"PG0949"	""	""	"3"	""	""	"NZ x ecotype"	""	""	"GIL018"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0971_3"	"PG0971"	""	""	"3"	""	""	"NZ"	""	""	"Vedette"	""	""	"8835"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0977_3"	"PG0977"	""	""	"3"	""	""	"NZ"	""	""	"Dobson"	""	""	"10405"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0979_3"	"PG0979"	""	""	"3"	""	""	"NZ"	""	""	"Dobson"	""	""	"10405"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0982_3"	"PG0982"	""	""	"3"	""	""	"NZ"	""	""	"Dobson"	""	""	"10405"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0990_3"	"PG0990"	""	""	"3"	""	""	"Australia "	""	""	"Victoca"	""	""	"9791"	""	""	"Australian cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1008_3"	"PG1008"	""	""	"3"	""	""	"France"	""	""	"Fra-11"	""	""	"7798"	""	""	"Ecotype"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1038_3"	"PG1038"	""	""	"3"	""	""	"France"	""	""	"Fra-15"	""	""	"7796"	""	""	"Ecotype"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1060_3"	"PG1060"	""	""	"3"	""	""	"Argentina"	""	""	"Arg-2"	""	""	"9696"	""	""	"Ecotype"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1073_3"	"PG1073"	""	""	"3"	""	""	"NZ"	""	""	"Banks"	""	""	"8840"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1115_3"	"PG1115"	""	""	"3"	""	""	"Greece"	""	""	"Gre-1"	""	""	"13959"	""	""	"Ecotype"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1172_3"	"PG1172"	""	""	"3"	""	""	"NZ"	""	""	"Vedette"	""	""	"8835"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1173_3"	"PG1173"	""	""	"3"	""	""	"NZ"	""	""	"Vedette"	""	""	"8835"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1192_3"	"PG1192"	""	""	"3"	""	""	"NZ x ecotype"	""	""	"GIL018"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1194_3"	"PG1194"	""	""	"3"	""	""	"NZ x ecotype"	""	""	"GIL018"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1216_3"	"PG1216"	""	""	"3"	""	""	"NZ x ecotype"	""	""	"GIL020"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1240_3"	"PG1240"	""	""	"3"	""	""	"NZ x ecotype"	""	""	"GIL016"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1247_3"	"PG1247"	""	""	"3"	""	""	"NZ x ecotype"	""	""	"GIL016"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1257_3"	"PG1257"	""	""	"3"	""	""	"NZ x ecotype"	""	""	"GIL017"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1275_3"	"PG1275"	""	""	"3"	""	""	"NZ x ecotype"	""	""	"GIL019"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1300_3"	"PG1300"	""	""	"3"	""	""	"France"	""	""	"Fra-10"	""	""	"7806"	""	""	"Ecotype"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1312_3"	"PG1312"	""	""	"3"	""	""	"Italy"	""	""	"Italy-5"	""	""	"7742"	""	""	"Ecotype"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1332_3"	"PG1332"	""	""	"3"	""	""	"NZ x ecotype"	""	""	"Azer-1 x Samson AR1"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1333_3"	"PG1333"	""	""	"3"	""	""	"NZ x ecotype"	""	""	"Azer-1 x Samson AR1"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1353_3"	"PG1353"	""	""	"3"	""	""	"NZ x ecotype"	""	""	"Turk-1 x Commando AR1"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_10"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG1367_3"	"PG1367"	""	""	"3"	""	""	"NZ x ecotype"	""	""	"Aus-1 x Commando AR1"	""	""	""	""	""	"Enhanced germplasm"	""	""
"C18_Neg_Batch_11"	"blank"	""	""	"blank"	""	""	"Sample collection"	"blank"	"blank"	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"blank"	""	""	"blank"	""	""	"Sample collection"	"blank"	"blank"	""	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 1"	"Control 1"	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 1"	"Control 1"	""	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 1"	"Control 1"	""	""	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 1"	"Control 1"	""	""	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 1"	"Control 1"	""	""	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 1"	"Control 1"	""	""	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 2"	"Control 2"	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 2"	"Control 2"	""	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 2"	"Control 2"	""	""	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 2"	"Control 2"	""	""	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 2"	"Control 2"	""	""	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"Control 2"	"Control 2"	""	""	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0007_3"	"PG0007"	""	""	"3"	""	""	"NZ"	""	""	"GIL014"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0012_3"	"PG0012"	""	""	"3"	""	""	"NZ"	""	""	"GIL014"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0013_3"	"PG0013"	""	""	"3"	""	""	"NZ"	""	""	"GIL014"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0015_3"	"PG0015"	""	""	"3"	""	""	"NZ"	""	""	"GIL014"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0020_3"	"PG0020"	""	""	"3"	""	""	"NZ"	""	""	"GIL014"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0027_3"	"PG0027"	""	""	"3"	""	""	"NZ"	""	""	"GIL013"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0030_3"	"PG0030"	""	""	"3"	""	""	"NZ"	""	""	"GIL013"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0044_3"	"PG0044"	""	""	"3"	""	""	"NZ"	""	""	"GIL029"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0056_3"	"PG0056"	""	""	"3"	""	""	"NZ"	""	""	"GIL029"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0058_3"	"PG0058"	""	""	"3"	""	""	"NZ"	""	""	"GIL029"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0064_3"	"PG0064"	""	""	"3"	""	""	"NZ"	""	""	"GIL029"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0071_3"	"PG0071"	""	""	"3"	""	""	"NZ"	""	""	"GIL029"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0095_3"	"PG0095"	""	""	"3"	""	""	"NZ"	""	""	"GIL028"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0096_3"	"PG0096"	""	""	"3"	""	""	"NZ"	""	""	"GIL028"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0104_3"	"PG0104"	""	""	"3"	""	""	"NZ"	""	""	"GIL027"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0107_3"	"PG0107"	""	""	"3"	""	""	"NZ"	""	""	"GIL027"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0108_3"	"PG0108"	""	""	"3"	""	""	"NZ"	""	""	"GIL027"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0134_3"	"PG0134"	""	""	"3"	""	""	"NZ"	""	""	"GIL007"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0139_3"	"PG0139"	""	""	"3"	""	""	"NZ"	""	""	"GIL007"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0143_3"	"PG0143"	""	""	"3"	""	""	"NZ"	""	""	"Tolosa"	""	""	"11755"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0148_3"	"PG0148"	""	""	"3"	""	""	"NZ"	""	""	"Nui"	""	""	"13509"	""	""	"NZ cultivar"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0183_3"	"PG0183"	""	""	"3"	""	""	"NZ"	""	""	"GIL023"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0197_3"	"PG0197"	""	""	"3"	""	""	"NZ"	""	""	"GIL023"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0227_3"	"PG0227"	""	""	"3"	""	""	"NZ"	""	""	"GIL026"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0230_3"	"PG0230"	""	""	"3"	""	""	"NZ"	""	""	"GIL026"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0233_3"	"PG0233"	""	""	"3"	""	""	"NZ"	""	""	"GIL026"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0249_3"	"PG0249"	""	""	"3"	""	""	"NZ"	""	""	"GIL011"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0251_3"	"PG0251"	""	""	"3"	""	""	"NZ"	""	""	"GIL011"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0274_3"	"PG0274"	""	""	"3"	""	""	"NZ"	""	""	"GIL010"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0279_3"	"PG0279"	""	""	"3"	""	""	"NZ"	""	""	"GIL010"	""	""	""	""	""	"NZ elite breeding pool"	""	""
"C18_Neg_Batch_11"	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"leaf"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000713"	"Sample collection"	"PG0292_3"	"PG0292"	""	""	"3"	""	""	"NZ"	""	""	"GIL009"	""	""	""	""	""	"NZ elite breeding pool"	""	""
