"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"1406_1"	"0307_6"	"1406_2"	"0307_5"	"1406_3"	"1406_4"	"1406_5"	"1406_6"	"1406_7"	"1406_8"	"1406_9"	"1406_49"	"2506_22"	"1406_48"	"2506_23"	"1406_47"	"2506_20"	"1406_46"	"2506_21"	"1406_41"	"1406_40"	"2506_28"	"2506_29"	"1406_45"	"2506_26"	"1406_44"	"2506_27"	"1406_43"	"2506_24"	"1406_42"	"2506_25"	"2506_1"	"2506_5"	"2506_4"	"2506_3"	"2506_2"	"0307_2"	"2506_11"	"0307_1"	"1406_59"	"2506_12"	"0307_4"	"1406_58"	"0307_3"	"1406_57"	"2506_10"	"1406_52"	"2506_19"	"1406_51"	"1406_50"	"2506_17"	"2506_18"	"1406_56"	"2506_15"	"1406_55"	"2506_16"	"1406_54"	"2506_13"	"1406_53"	"2506_14"	"2506_45"	"1406_69"	"2506_42"	"1406_68"	"2506_43"	"2506_40"	"2506_41"	"1406_63"	"1406_62"	"1406_61"	"1406_60"	"1406_67"	"2506_48"	"1406_66"	"2506_49"	"1406_65"	"2506_46"	"1406_64"	"2506_47"	"1406_70"	"2506_33"	"2506_34"	"2506_31"	"2506_32"	"2506_30"	"1406_74"	"1406_73"	"1406_72"	"2506_39"	"1406_71"	"2506_37"	"2506_38"	"2506_35"	"1406_75"	"2506_36"	"2506_66"	"2506_67"	"2506_64"	"2506_65"	"2506_62"	"2506_63"	"2506_60"	"2506_61"	"2506_68"	"2506_69"	"0307_62"	"0307_61"	"0307_64"	"0307_63"	"0307_66"	"0307_65"	"0307_67"	"1406_16"	"2506_55"	"1406_15"	"2506_56"	"1406_14"	"2506_53"	"1406_13"	"2506_54"	"2506_51"	"1406_19"	"2506_52"	"1406_18"	"1406_17"	"2506_50"	"1406_12"	"1406_11"	"0307_60"	"1406_10"	"2506_57"	"2506_58"	"0307_51"	"0307_50"	"0307_53"	"0307_52"	"0307_55"	"0307_54"	"0307_57"	"0307_56"	"0307_59"	"0307_58"	"1406_27"	"2506_9"	"1406_26"	"2506_8"	"1406_25"	"2506_7"	"1406_24"	"2506_6"	"1406_29"	"1406_28"	"1406_23"	"1406_22"	"1406_21"	"1406_20"	"0307_40"	"0307_42"	"0307_41"	"0307_44"	"0307_43"	"0307_46"	"0307_45"	"0307_48"	"0307_47"	"2506_70"	"0307_49"	"1406_38"	"1406_37"	"1406_36"	"1406_35"	"2506_73"	"2506_71"	"1406_39"	"2506_72"	"1406_30"	"1406_34"	"1406_33"	"1406_32"	"1406_31"	"0307_31"	"0307_30"	"0307_33"	"0307_32"	"0307_35"	"0307_34"	"0307_37"	"0307_36"	"0307_39"	"0307_38"	"0307_20"	"0307_22"	"0307_21"	"0307_24"	"0307_23"	"0307_26"	"0307_25"	"0307_28"	"0307_27"	"0307_29"	"0307_11"	"0307_10"	"0307_13"	"0307_12"	"0307_15"	"0307_14"	"0307_17"	"0307_16"	"0307_19"	"0307_18"
"CHEBI:78320"	"C3H6O3"	"CC(O)C(O)=O"	"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)"	"A105001_Lactic acid (2TMS)"	""	""	""	""	"390.3"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana"	""	""	""	""	""	""	""	""	""	"5.958810309"	"5.223258944"	"5.783274392"	"5.728314551"	"5.222024342"	"5.713985154"	"5.968024331"	"6.381997172"	"6.098688629"	"6.182982826"	"5.885521896"	"5.173502382"	"5.738286823"	"5.440986373"	"6.157911894"	"5.844266551"	"5.475767066"	"6.142209846"	"5.799150003"	"5.37628218"	"5.198190256"	"6.056626444"	"5.479233813"	"5.935199907"	"5.606236892"	"5.2191602"	"5.030312457"	"5.806335327"	"6.565247869"	"5.082551339"	"5.940597368"	"5.628843781"	"5.252784436"	"5.145937966"	"5.564595083"	"5.581722286"	"5.488113733"	"5.401617896"	"6.292169146"	"6.482976323"	"5.944899768"	"5.168980381"	"6.074424411"	"5.31062625"	"5.506422242"	"6.088617897"	"5.748957352"	"5.72414251"	"5.634696881"	"6.154658263"	"5.695143545"	"5.668395838"	"5.842964005"	"5.02683704"	"5.114455301"	"4.971436287"	"5.473672827"	"5.769341469"	"5.325951555"	"5.336659659"	"6.053676433"	"5.587946041"	"5.392625987"	"5.996051081"	"5.243923029"	"6.208973562"	"5.607955144"	"5.399943658"	"5.44384183"	"5.541253295"	"5.212636392"	"6.323350911"	"6.288623567"	"5.331187633"	"6.016548716"	"5.79746106"	"6.253384244"	"5.669332443"	"5.627812587"	"5.553472955"	"5.606656787"	"5.517827132"	"5.511329462"	"6.164800728"	"6.017859886"	"6.008695092"	"5.185516932"	"5.065954735"	"5.555853535"	"5.338989759"	"5.766274216"	"5.339258905"	"5.365851444"	"5.370827702"	"5.534331899"	"5.048334826"	"5.464920961"	"6.552597484"	"5.424097107"	"5.236771417"	"6.056029462"	"5.238141833"	"5.066218158"	"5.787868565"	"5.901630902"	"5.347764283"	"5.576671248"	"5.781583138"	"5.42732893"	"5.526709301"	"5.833757303"	"5.582256254"	"5.599365356"	"5.70576736"	"6.342256153"	"5.689839584"	"5.782772183"	"6.020460863"	"5.390615941"	"5.447850034"	"5.311933594"	"5.215018102"	"5.469892926"	"5.406335567"	"5.340013276"	"5.331522575"	"5.560652104"	"5.041353215"	"5.178293728"	"5.326471661"	"5.071761375"	"5.369572807"	"5.64439059"	"5.225326562"	"5.099827844"	"5.919816103"	"5.828960401"	"5.28775851"	"6.031887389"	"6.153165693"	"5.817821878"	"5.55654781"	"6.1648497"	"5.913041739"	"5.629077816"	"5.032377341"	"5.962751854"	"5.559794352"	"6.067775542"	"6.019704936"	"5.12231214"	"5.610240373"	"5.471317237"	"5.021578916"	"6.249067761"	"5.4118306"	"5.405021869"	"5.623289804"	"5.401491783"	"5.515451703"	"5.718978964"	"5.464192091"	"5.812701631"	"5.142008723"	"5.149540039"	"5.106598093"	"5.856569225"	"5.179078557"	"4.929250045"	"5.430621405"	"5.370764213"	"5.829091343"	"6.003812876"	"5.614133829"	"5.471674774"	"5.488998667"	"5.476101315"	"5.646231633"	"5.314820278"	"5.137122777"	"5.383765023"	"6.171362301"	"5.776072428"	"5.539708959"	"5.77788152"	"5.996082064"	"5.394525152"	"5.285235222"	"6.248240212"	"5.470905024"	"5.663318525"	"5.53029397"	"5.130240234"	"6.093577948"	"5.147324501"	"5.431485833"	"5.262135489"	"5.268844214"	"5.496798593"	"6.120685575"	"5.409015628"	"5.107075206"	"6.734796628"	"6.566044613"	"5.682078773"	"5.935379857"	"5.248437974"	"5.338713669"	"5.645577979"	"5.226991321"
"unknown"	""	""	""	"Artifact derived from BSTFA"	""	""	""	""	"447.94"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana"	""	""	""	""	""	""	""	""	""	"5.904509293"	"6.113365748"	"6.016437885"	"6.029111484"	"6.576202752"	"6.524602046"	"6.498582491"	"6.58393943"	"6.409287502"	"6.3535682"	"6.328130789"	"6.274780728"	"6.231736401"	"5.33056947"	"6.007064317"	"5.886586762"	"6.565842435"	"6.559863734"	"6.553322852"	"6.526392827"	"6.391409901"	"6.313936348"	"6.366666942"	"6.08990173"	"6.017508701"	"5.994393235"	"6.338828089"	"6.836927266"	"6.423677149"	"6.552671807"	"6.403918907"	"6.453049474"	"6.359317842"	"6.24356874"	"6.225763062"	"5.782470901"	"6.166613705"	"6.595493397"	"6.413723738"	"6.425407067"	"6.515763982"	"6.43865674"	"6.409554867"	"6.409039374"	"6.349850464"	"5.991739878"	"6.034351555"	"5.889925432"	"6.336903025"	"6.54114441"	"6.513865201"	"6.497850094"	"6.443384286"	"6.427247612"	"6.257174431"	"6.290840957"	"5.87026845"	"5.997459142"	"5.878221586"	"6.327502021"	"6.488848188"	"6.41626121"	"6.462229894"	"6.413940799"	"6.564264236"	"6.417762719"	"6.389044527"	"6.328818332"	"6.144275571"	"5.946411107"	"6.167923383"	"6.523697042"	"6.521162075"	"5.811584579"	"6.679212929"	"6.536218922"	"6.322086728"	"6.383974762"	"6.259067072"	"6.060639586"	"6.00820975"	"6.037437783"	"6.036126174"	"6.550353124"	"6.541644404"	"6.238604979"	"6.535361292"	"6.434622579"	"6.370107747"	"6.312424451"	"6.133087411"	"6.051837186"	"6.086978712"	"6.653020486"	"6.463248737"	"6.408172436"	"6.569649611"	"6.460397862"	"6.437147958"	"6.094644085"	"6.425784991"	"6.013379532"	"6.112665091"	"6.473833919"	"6.547646632"	"6.472381318"	"6.463261624"	"6.410919358"	"6.458479467"	"6.361216542"	"6.308696951"	"6.104060536"	"5.848634578"	"5.908443052"	"6.4585662"	"6.39136442"	"6.185293428"	"6.518951798"	"6.476205758"	"6.370150495"	"6.385387743"	"6.171744564"	"6.151789748"	"6.102573738"	"6.60891271"	"6.45626326"	"6.528931793"	"6.423488436"	"6.482639709"	"6.311437188"	"6.290919737"	"6.416845871"	"6.095974458"	"6.095135685"	"6.087619439"	"6.603337796"	"6.644636393"	"6.598602191"	"6.642530823"	"6.418252408"	"6.387853499"	"6.271648757"	"6.371315583"	"6.257881968"	"6.053636064"	"6.076327611"	"6.523851524"	"6.481598841"	"6.317967442"	"5.737090947"	"6.3813327"	"6.475727393"	"6.389469406"	"6.254217653"	"6.129355659"	"5.99098578"	"6.068755114"	"6.277431056"	"6.531305162"	"6.563586122"	"6.303314894"	"6.581713897"	"6.598594237"	"6.39241893"	"6.202102099"	"6.333221653"	"6.165855235"	"6.16131773"	"6.1137364"	"6.367180448"	"6.628596488"	"6.563320122"	"6.417997593"	"6.565275906"	"6.394508505"	"6.326651157"	"6.27832273"	"6.156096228"	"6.01604978"	"5.882568884"	"6.375310176"	"6.609597021"	"6.530720882"	"6.461610323"	"6.50284107"	"6.465147051"	"6.39246148"	"6.163233025"	"6.371269962"	"6.123862382"	"6.017229443"	"5.986914873"	"6.049242273"	"6.543215456"	"6.66139877"	"6.470507619"	"6.524994308"	"6.570375436"	"6.433557688"	"6.337014514"	"6.034437311"	"6.039318241"	"6.512029925"	"6.484954164"	"6.546402782"	"6.5281917"	"6.526968582"	"6.405412296"	"6.423605087"	"6.330223831"
"CHEBI:48141"	"H6OSi2"	"O([SiH3])[SiH3]"	"InChI=1S/H6OSi2/c2-1-3/h2-3H3"	"Siloxane"	""	""	""	""	"459.94"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana"	""	""	""	""	""	""	""	""	""	"5.741810512"	"6.197719297"	"5.415426246"	"5.787329907"	"6.072025883"	"5.295580731"	"6.260766803"	"5.959632335"	"6.267228464"	"6.20110563"	"5.039058922"	"4.701938543"	"5.553446216"	"5.324173895"	"5.215961147"	"5.616714191"	"6.176478657"	"5.649302326"	"6.357687789"	"6.036955987"	"6.093942908"	"4.943801653"	"5.250003423"	"6.248871434"	"6.800342814"	"4.981021998"	"4.612267352"	"6.361565305"	"6.393715972"	"5.75507524"	"6.553965992"	"5.789599868"	"4.688661288"	"6.054737642"	"5.618612353"	"4.863288136"	"5.302648262"	"5.745911377"	"6.350935746"	"6.018196554"	"4.62457373"	"5.569658756"	"6.355784611"	"5.409394208"	"4.248737771"	"5.999469863"	"6.846052577"	"5.611165352"	"4.63045902"	"5.879752256"	"5.370787675"	"5.69642566"	"5.534557935"	"5.882292698"	"5.188770333"	"6.222730997"	"6.068111062"	"6.853173195"	"4.767741397"	"4.384769821"	"5.784177792"	"6.356435195"	"6.157690792"	"6.624902817"	"5.454436499"	"5.80820863"	"5.316674116"	"6.243044826"	"5.496075687"	"4.725592882"	"5.36960686"	"5.9179899"	"6.15142008"	"5.599121759"	"4.798467321"	"5.467409775"	"6.014264429"	"5.285342338"	"4.996192919"	"5.769373569"	"5.423111909"	"5.03782968"	"5.545125888"	"6.108118895"	"6.357478788"	"5.938406983"	"4.846818247"	"5.808567552"	"6.139385928"	"5.982772171"	"5.406518256"	"4.435766036"	"5.020933254"	"5.789003315"	"6.400174299"	"6.008099168"	"4.915139823"	"6.074473542"	"5.746419926"	"5.051393696"	"4.80974704"	"5.51860472"	"5.179714781"	"6.053014679"	"5.219665258"	"5.990448786"	"5.706564684"	"6.228394994"	"4.702761045"	"5.580413593"	"5.449187178"	"6.479570677"	"5.507589716"	"5.912640339"	"6.081016476"	"6.358023235"	"6.08489868"	"4.657008731"	"5.894952526"	"6.306653147"	"4.487186755"	"5.363781077"	"4.634664187"	"5.17452322"	"6.06236518"	"5.377243708"	"6.093607108"	"5.824103111"	"5.734810879"	"5.280716035"	"6.086018024"	"5.830567876"	"6.747158353"	"5.54661064"	"4.586876889"	"6.045481066"	"5.445163969"	"5.765124164"	"5.492873579"	"5.667433481"	"6.277391061"	"5.020004257"	"4.686907276"	"5.379340086"	"5.147006956"	"5.646194336"	"6.151959997"	"5.430906747"	"5.532715553"	"4.404726059"	"5.457214409"	"5.889223346"	"5.255802218"	"6.097857643"	"6.002643971"	"6.861435248"	"5.653483734"	"4.436703088"	"5.841366887"	"5.497165473"	"4.739677733"	"5.109440991"	"5.724422733"	"6.245221835"	"5.002757423"	"4.644477178"	"5.319352635"	"5.405390834"	"4.963220613"	"4.597677233"	"5.168912214"	"5.646009269"	"5.080204455"	"5.780037066"	"4.84563082"	"5.379930991"	"5.352646619"	"6.279839752"	"6.717146954"	"4.784737242"	"4.566797502"	"6.030701426"	"6.219743949"	"6.03092122"	"6.606035721"	"6.168369493"	"4.895769498"	"5.846933617"	"5.582782794"	"5.680145601"	"5.709361118"	"5.314463043"	"5.786511454"	"5.944855919"	"5.333864192"	"5.376171478"	"5.338110627"	"5.351121129"	"6.004965977"	"5.44880058"	"5.545496628"	"5.850544563"	"5.994875596"	"5.361821611"	"5.607740139"	"5.359646424"	"5.695390368"	"6.142147205"	"5.352674659"	"5.071170598"
"CHEBI:340824"	"CH5O4P"	"COP(=O)(O)O"	"InChI=1S/CH5O4P/c1-5-6(2,3)4/h1H3,(H2,2,3,4)"	"A119001_Phosphoric acid monomethyl ester (2TMS)"	""	""	""	""	"490.31"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana"	""	""	""	""	""	""	""	""	""	"5.788218622"	"5.973377032"	"5.835872299"	"5.942543465"	"6.392896448"	"6.21737895"	"6.337196339"	"6.387284125"	"6.08252129"	"6.38434488"	"6.199631985"	"5.941998477"	"5.32595163"	"5.704468788"	"5.842177104"	"6.001162462"	"6.231737769"	"6.257786214"	"6.75336981"	"6.665424379"	"6.442526816"	"6.176624853"	"6.088066661"	"5.873764582"	"5.792644936"	"5.750870909"	"5.723053079"	"6.784710116"	"5.932290656"	"6.147443499"	"6.32743823"	"6.019187341"	"5.61103345"	"5.735644041"	"5.622869824"	"5.637191399"	"5.62789579"	"5.915722527"	"6.147807185"	"6.173216983"	"6.15492724"	"6.086295039"	"6.250282609"	"5.771210804"	"5.524961235"	"5.921717899"	"6.020383527"	"5.737510958"	"5.814432086"	"6.138297204"	"6.512743466"	"6.419681489"	"6.150862565"	"6.140460169"	"6.153725475"	"5.587984852"	"5.722424404"	"6.115393445"	"5.773741143"	"5.796117286"	"6.225380773"	"5.997419753"	"6.054683253"	"6.22268834"	"6.280536391"	"6.367248573"	"6.07963803"	"6.160841098"	"5.698581418"	"5.88758689"	"5.803894758"	"6.447194529"	"6.281443246"	"5.48457937"	"6.41890317"	"6.265062894"	"6.282494542"	"5.848635153"	"5.839751511"	"6.153345612"	"5.784988174"	"5.776568326"	"5.8475956"	"6.281810302"	"6.304941426"	"6.272422915"	"5.954655132"	"6.234170232"	"6.183275919"	"6.28710466"	"6.332584006"	"5.61575029"	"5.869855313"	"6.16912626"	"6.067940623"	"5.947087504"	"6.133774039"	"6.502827656"	"6.276898729"	"5.782465609"	"5.969324498"	"6.033109409"	"5.690259283"	"5.78067721"	"6.105009382"	"5.934401969"	"5.632957917"	"5.981546384"	"5.909248012"	"6.185022911"	"5.639140601"	"6.084037346"	"5.970983288"	"5.737687175"	"6.387081766"	"6.301208907"	"6.464702825"	"6.225932917"	"5.74327927"	"6.384983609"	"5.909934464"	"6.07175895"	"6.270884224"	"6.162013414"	"6.057755189"	"6.070781123"	"6.44950537"	"5.963197135"	"6.078581991"	"5.873943576"	"6.018034057"	"6.129028763"	"5.962436084"	"6.095210879"	"5.989938022"	"5.994787941"	"6.246838275"	"6.350813663"	"6.201339003"	"6.190337791"	"6.174834833"	"5.818431058"	"5.893887191"	"5.958668354"	"5.568451812"	"5.159159184"	"5.73015384"	"5.869651499"	"5.895204305"	"5.465996356"	"6.205811401"	"6.091974813"	"5.997077051"	"5.962051448"	"5.67420178"	"5.991956887"	"5.898944724"	"5.443883485"	"5.735569078"	"5.989501052"	"5.87522962"	"5.79768773"	"6.132289183"	"6.060493049"	"5.687121337"	"5.754076244"	"6.087821068"	"5.745503523"	"5.312662093"	"5.646129668"	"6.263945304"	"6.285242642"	"6.383308439"	"6.392140393"	"6.025374371"	"6.199383564"	"5.428642687"	"6.079246626"	"6.044209102"	"5.640419013"	"5.493332047"	"6.269465751"	"6.236761442"	"6.36886048"	"6.414936925"	"6.086689275"	"5.675441493"	"6.064533074"	"6.182429015"	"6.118644425"	"6.170865603"	"6.045208676"	"6.003753109"	"5.867478922"	"6.208102551"	"6.656965641"	"5.868355623"	"6.129359359"	"6.184541443"	"6.022614681"	"5.695540691"	"5.979407744"	"5.994439845"	"6.120674515"	"6.393701646"	"6.058997604"	"6.437760004"	"6.508060708"	"6.255232412"	"6.034772215"
"CHEBI:27266"	"C5H11NO2"	"CC(C)C(N)C(O)=O"	"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)"	"A122001_Valine (2TMS)"	""	""	""	""	"523.15"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana"	""	""	""	""	""	""	""	""	""	"5.669387747"	"5.442102379"	"5.632152819"	"5.808248274"	"6.493686603"	"6.176582292"	"6.22968473"	"6.34809964"	"5.628149559"	"5.869041254"	"5.77567829"	"5.760512644"	"5.741524187"	"5.72689428"	"5.947453646"	"5.726853322"	"5.978311595"	"6.3010893"	"6.333802735"	"5.877796635"	"6.845912325"	"6.383818489"	"6.567910428"	"6.159573187"	"5.657807589"	"5.500445426"	"5.485901552"	"6.37939339"	"5.550754016"	"5.534838282"	"5.358134261"	"5.54573912"	"5.509549899"	"5.388615935"	"5.529576609"	"5.70426977"	"5.676202247"	"6.029262184"	"5.682290283"	"5.901530744"	"5.846192773"	"5.938372858"	"6.254883062"	"5.835429305"	"5.811061148"	"5.714249828"	"5.533989629"	"5.606527036"	"5.342872293"	"5.926516897"	"6.010654202"	"5.747581912"	"5.922872916"	"5.460376185"	"5.312940946"	"4.765966109"	"5.571582463"	"5.245149921"	"5.472430942"	"5.166875214"	"5.547479017"	"5.178078537"	"5.641816093"	"5.664578843"	"6.148602996"	"5.860006813"	"5.464852852"	"5.712123759"	"5.807160275"	"5.927800571"	"5.756673065"	"6.86060205"	"6.124952142"	"5.475411472"	"6.301417607"	"5.913252082"	"5.768308779"	"5.638564775"	"5.798562467"	"6.191619281"	"5.970373212"	"6.210194262"	"6.044629211"	"6.515795746"	"6.439428467"	"6.226649224"	"5.881814425"	"6.07857073"	"6.341060031"	"6.123008226"	"6.237805459"	"5.943253189"	"6.080403066"	"5.985292199"	"6.000530452"	"5.576771296"	"5.828787272"	"6.199922217"	"5.909725469"	"5.660784511"	"5.955604764"	"5.947137465"	"6.051924642"	"5.792335052"	"6.188206646"	"5.836556424"	"5.654573065"	"5.642616376"	"6.136461967"	"6.1269516"	"5.688276666"	"5.510086873"	"5.728189783"	"5.502034809"	"6.176555478"	"5.608549003"	"6.041027047"	"5.850474073"	"5.575175097"	"6.073603561"	"5.481341083"	"5.996727945"	"6.20928364"	"6.218017302"	"5.805319863"	"5.433937859"	"6.184749081"	"5.729686119"	"5.78802089"	"5.898382004"	"6.031300269"	"6.146518753"	"5.564843834"	"5.82390474"	"5.730953552"	"5.768451732"	"5.975784412"	"6.199679919"	"6.557024442"	"5.455511068"	"5.0617171"	"5.619717509"	"5.557091655"	"6.53169165"	"5.863377702"	"5.536094672"	"4.945805232"	"5.055791997"	"5.291725238"	"5.586489446"	"5.852063949"	"5.35856794"	"5.94417351"	"5.21032068"	"6.373057815"	"5.922839995"	"6.3020307"	"5.488955541"	"5.562695086"	"5.88699048"	"5.854011031"	"5.447076341"	"5.868012854"	"5.892369021"	"5.750606046"	"5.921859372"	"6.372788575"	"6.024016872"	"5.527889899"	"6.225090675"	"6.029928878"	"6.476855616"	"6.636101237"	"6.610183233"	"6.399599871"	"6.630084594"	"5.903714946"	"6.193135486"	"5.437292929"	"5.538997188"	"5.666628826"	"6.208751149"	"6.100021931"	"5.768458029"	"5.923894395"	"5.910459033"	"5.565352915"	"5.728910018"	"6.163660082"	"6.020940422"	"6.157134754"	"6.269162395"	"5.950672826"	"5.640274886"	"5.637268649"	"5.815008456"	"5.40264644"	"5.713360499"	"5.90183396"	"5.677751711"	"5.548494043"	"5.428294436"	"5.867631767"	"5.976203129"	"6.111021626"	"6.256307112"	"6.329850914"	"5.99076391"	"6.158270961"	"5.958014118"
"CHEBI:48141"	"H6OSi2"	"O([SiH3])[SiH3]"	"InChI=1S/H6OSi2/c2-1-3/h2-3H3"	"Siloxane"	""	""	""	""	"536.58"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana"	""	""	""	""	""	""	""	""	""	"5.153153035"	"4.988921049"	"5.067511403"	"5.163158979"	"5.14331459"	"5.140489559"	"5.204531586"	"5.581529315"	"5.336629965"	"5.335708023"	"5.19764896"	"5.06564571"	"5.181041045"	"4.930335405"	"5.295899592"	"5.236293385"	"5.112523876"	"5.181795401"	"5.265099271"	"5.05263616"	"5.29132784"	"5.169581284"	"5.226557569"	"5.169037974"	"5.030906506"	"5.168632086"	"4.876923145"	"6.663156726"	"5.526387257"	"5.102637517"	"5.182840348"	"5.220251414"	"5.109464601"	"5.164755945"	"5.10332214"	"5.139165981"	"5.177013594"	"5.977654965"	"5.426808383"	"5.300172824"	"5.25725296"	"5.398813983"	"5.353832289"	"5.110930328"	"5.266440986"	"5.063935719"	"4.975616261"	"5.127493344"	"4.975907881"	"5.260359849"	"5.119517519"	"5.293146942"	"5.197355906"	"5.22247075"	"5.172741204"	"5.082367364"	"5.001760768"	"4.961318351"	"5.14500279"	"4.872108102"	"6.37365956"	"5.27240726"	"5.096367885"	"5.222635799"	"5.631296755"	"5.264924116"	"5.200387139"	"5.102919005"	"5.103705704"	"5.261246093"	"5.171406539"	"6.196935158"	"5.427126889"	"4.657449605"	"5.150680515"	"5.210207816"	"5.250487782"	"5.138404187"	"5.29898213"	"5.437952873"	"5.038362343"	"5.248092327"	"5.434893927"	"5.897495164"	"5.299756865"	"5.345584215"	"5.075310188"	"5.202643966"	"5.311382103"	"5.174337107"	"5.072566243"	"5.042436547"	"5.249693124"	"6.155277909"	"5.375739139"	"5.029336919"	"5.08515676"	"6.025997493"	"5.237154003"	"5.171942081"	"5.056901683"	"4.927912758"	"5.165358865"	"5.326414101"	"5.237468788"	"5.197401748"	"5.170884913"	"5.193674268"	"5.122483328"	"5.107605406"	"5.135773678"	"4.988362186"	"5.032182294"	"5.120553112"	"6.046134913"	"5.331770697"	"5.129197932"	"5.082867622"	"5.217475611"	"5.296869308"	"5.211846501"	"4.970351959"	"5.133948786"	"5.313534262"	"5.312673905"	"5.115414302"	"5.129574694"	"5.244975797"	"5.246306077"	"5.219178766"	"5.124757738"	"5.067365816"	"5.013236896"	"5.12681915"	"5.078665065"	"5.142212079"	"5.041747018"	"5.08306866"	"5.376400611"	"5.291381297"	"5.217707761"	"5.216995364"	"5.173257258"	"5.234522944"	"5.26491271"	"5.375672355"	"5.514048749"	"5.062338958"	"4.977672985"	"4.63625457"	"5.472333496"	"5.211660607"	"5.225491973"	"5.042935706"	"5.327972716"	"5.02267197"	"5.235447508"	"4.95823257"	"5.206249305"	"5.240622056"	"4.985850442"	"4.981869097"	"5.253302386"	"5.217680343"	"5.17900977"	"5.093165708"	"6.008034804"	"5.034088713"	"5.325003116"	"4.996846481"	"5.076632105"	"5.243610978"	"5.260885421"	"5.281312961"	"5.136238324"	"5.185931383"	"5.094839343"	"5.080954813"	"4.950781554"	"5.203142894"	"4.925151348"	"6.825894277"	"5.258490703"	"5.129438852"	"5.363133752"	"5.337338339"	"5.229195456"	"5.152902059"	"5.15838979"	"5.190258633"	"4.851426084"	"5.207005024"	"5.195060568"	"5.508631397"	"5.060668593"	"5.035355081"	"5.051103782"	"5.106431417"	"5.188988668"	"5.10608801"	"5.095651483"	"5.00119619"	"5.760606888"	"5.264832584"	"5.11472029"	"5.203370411"	"5.580609263"	"5.272096405"	"5.287399395"	"5.144039422"
